RaceYear,RaceName,Driver,pit_stops,completed_laps,pit_stop_bucket,Abbreviation,GridPosition,Position,TeamName,Status,places_gained_from_grid,finished_ahead_of_grid
2022,French Grand Prix,PER,1,53,1,PER,3.0,4.0,Red Bull Racing,Finished,-1.0,False
2022,French Grand Prix,RIC,1,53,1,RIC,9.0,9.0,McLaren,Finished,0.0,False
2022,French Grand Prix,RUS,1,53,1,RUS,6.0,3.0,Mercedes,Finished,3.0,True
2022,French Grand Prix,SAI,2,53,2,SAI,19.0,5.0,Ferrari,Finished,14.0,True
2022,French Grand Prix,STR,1,53,1,STR,15.0,10.0,Aston Martin,Finished,5.0,True
2022,French Grand Prix,TSU,2,18,2,TSU,8.0,20.0,AlphaTauri,Undertray,-12.0,False
2022,French Grand Prix,VER,1,53,1,VER,2.0,1.0,Red Bull Racing,Finished,1.0,True
2022,French Grand Prix,VET,1,53,1,VET,12.0,11.0,Aston Martin,Finished,1.0,True
2022,French Grand Prix,ZHO,2,48,2,ZHO,16.0,16.0,Alfa Romeo,+6 Laps,0.0,False
2022,Hungarian Grand Prix,ALB,3,69,3,ALB,17.0,17.0,Williams,+1 Lap,0.0,False
2022,Hungarian Grand Prix,ALO,1,69,1,ALO,6.0,8.0,Alpine,+1 Lap,-2.0,False
2022,Hungarian Grand Prix,BOT,1,66,1,BOT,8.0,20.0,Alfa Romeo,Power Unit,-12.0,False
2022,Hungarian Grand Prix,HAM,2,70,2,HAM,7.0,2.0,Mercedes,Finished,5.0,True
2022,Hungarian Grand Prix,LAT,3,69,3,LAT,19.0,18.0,Williams,+1 Lap,1.0,True
2022,Hungarian Grand Prix,LEC,3,70,3,LEC,3.0,6.0,Ferrari,Finished,-3.0,False
2022,Hungarian Grand Prix,MAG,3,69,3,MAG,13.0,16.0,Haas F1 Team,+1 Lap,-3.0,False
2022,Hungarian Grand Prix,MSC,2,69,2,MSC,15.0,14.0,Haas F1 Team,+1 Lap,1.0,True
2022,Hungarian Grand Prix,NOR,2,70,2,NOR,4.0,7.0,McLaren,Finished,-3.0,False
2022,Hungarian Grand Prix,OCO,1,69,1,OCO,5.0,9.0,Alpine,+1 Lap,-4.0,False
2022,Hungarian Grand Prix,PER,2,70,2,PER,11.0,5.0,Red Bull Racing,Finished,6.0,True
2022,Hungarian Grand Prix,RIC,2,69,2,RIC,9.0,15.0,McLaren,+1 Lap,-6.0,False
2022,Hungarian Grand Prix,RUS,2,70,2,RUS,1.0,3.0,Mercedes,Finished,-2.0,False
2022,Hungarian Grand Prix,SAI,2,70,2,SAI,2.0,4.0,Ferrari,Finished,-2.0,False
2022,Hungarian Grand Prix,STR,2,69,2,STR,14.0,11.0,Aston Martin,+1 Lap,3.0,True
2022,Hungarian Grand Prix,TSU,3,68,3,TSU,16.0,19.0,AlphaTauri,+2 Laps,-3.0,False
2022,Hungarian Grand Prix,VER,2,70,2,VER,10.0,1.0,Red Bull Racing,Finished,9.0,True
2022,Hungarian Grand Prix,VET,2,69,2,VET,18.0,10.0,Aston Martin,+1 Lap,8.0,True
2022,Hungarian Grand Prix,ZHO,2,69,2,ZHO,12.0,13.0,Alfa Romeo,+1 Lap,-1.0,False
2022,Italian Grand Prix,ALO,1,31,1,ALO,6.0,19.0,Alpine,Water pressure,-13.0,False
2022,Italian Grand Prix,BOT,1,52,1,BOT,15.0,13.0,Alfa Romeo,+1 Lap,2.0,True
2022,Italian Grand Prix,DEV,1,53,1,DEV,8.0,9.0,Williams,Finished,-1.0,False
2022,Italian Grand Prix,GAS,1,53,1,GAS,5.0,8.0,AlphaTauri,Finished,-3.0,False
2022,Italian Grand Prix,HAM,1,53,1,HAM,19.0,5.0,Mercedes,Finished,14.0,True
2022,Italian Grand Prix,LAT,2,52,2,LAT,10.0,15.0,Williams,+1 Lap,-5.0,False
2022,Italian Grand Prix,LEC,3,53,3,LEC,1.0,2.0,Ferrari,Finished,-1.0,False
2022,Italian Grand Prix,MAG,2,52,2,MAG,16.0,16.0,Haas F1 Team,+1 Lap,0.0,False
2022,Italian Grand Prix,MSC,1,53,1,MSC,17.0,12.0,Haas F1 Team,Finished,5.0,True
2022,Italian Grand Prix,NOR,2,53,2,NOR,3.0,7.0,McLaren,Finished,-4.0,False
2022,Italian Grand Prix,OCO,1,53,1,OCO,14.0,11.0,Alpine,Finished,3.0,True
2022,Italian Grand Prix,PER,2,53,2,PER,13.0,6.0,Red Bull Racing,Finished,7.0,True
2022,Italian Grand Prix,RIC,1,46,1,RIC,4.0,17.0,McLaren,Oil leak,-13.0,False
2022,Italian Grand Prix,RUS,2,53,2,RUS,2.0,3.0,Mercedes,Finished,-1.0,False
2022,Italian Grand Prix,SAI,2,53,2,SAI,18.0,4.0,Ferrari,Finished,14.0,True
2022,Italian Grand Prix,STR,2,39,2,STR,12.0,18.0,Aston Martin,Engine,-6.0,False
2022,Italian Grand Prix,TSU,2,52,2,TSU,20.0,14.0,AlphaTauri,+1 Lap,6.0,True
2022,Italian Grand Prix,VER,2,53,2,VER,7.0,1.0,Red Bull Racing,Finished,6.0,True
2022,Italian Grand Prix,VET,0,11,0,VET,11.0,20.0,Aston Martin,Engine,-9.0,False
2022,Italian Grand Prix,ZHO,1,53,1,ZHO,9.0,10.0,Alfa Romeo,Finished,-1.0,False
2022,Japanese Grand Prix,ALB,0,1,0,ALB,16.0,20.0,Williams,Hydraulics,-4.0,False
2022,Japanese Grand Prix,ALO,3,28,3,ALO,7.0,7.0,Alpine,Finished,0.0,False
2022,Japanese Grand Prix,BOT,2,28,2,BOT,12.0,15.0,Alfa Romeo,Finished,-3.0,False
2022,Japanese Grand Prix,GAS,4,28,4+,GAS,17.0,18.0,AlphaTauri,Finished,-1.0,False
2022,Japanese Grand Prix,HAM,2,28,2,HAM,6.0,5.0,Mercedes,Finished,1.0,True
2022,Japanese Grand Prix,LAT,2,28,2,LAT,20.0,9.0,Williams,Finished,11.0,True
2022,Japanese Grand Prix,LEC,2,28,2,LEC,2.0,3.0,Ferrari,Finished,-1.0,False
2022,Japanese Grand Prix,MAG,2,28,2,MAG,18.0,14.0,Haas F1 Team,Finished,4.0,True
2022,Japanese Grand Prix,MSC,2,28,2,MSC,15.0,17.0,Haas F1 Team,Finished,-2.0,False
2022,Japanese Grand Prix,NOR,2,28,2,NOR,10.0,10.0,McLaren,Finished,0.0,False
2022,Japanese Grand Prix,OCO,2,28,2,OCO,5.0,4.0,Alpine,Finished,1.0,True
2022,Japanese Grand Prix,PER,2,28,2,PER,4.0,2.0,Red Bull Racing,Finished,2.0,True
2022,Japanese Grand Prix,RIC,2,28,2,RIC,11.0,11.0,McLaren,Finished,0.0,False
2022,Japanese Grand Prix,RUS,2,28,2,RUS,8.0,8.0,Mercedes,Finished,0.0,False
2022,Japanese Grand Prix,SAI,0,1,0,SAI,3.0,19.0,Ferrari,Accident,-16.0,False
2022,Japanese Grand Prix,STR,3,28,3,STR,19.0,12.0,Aston Martin,Finished,7.0,True
2022,Japanese Grand Prix,TSU,3,28,3,TSU,13.0,13.0,AlphaTauri,Finished,0.0,False
2022,Japanese Grand Prix,VER,2,29,2,VER,1.0,1.0,Red Bull Racing,Finished,0.0,False
2022,Japanese Grand Prix,VET,2,28,2,VET,9.0,6.0,Aston Martin,Finished,3.0,True
2022,Japanese Grand Prix,ZHO,3,28,3,ZHO,14.0,16.0,Alfa Romeo,Finished,-2.0,False
2022,Mexico City Grand Prix,ALB,1,70,1,ALB,17.0,12.0,Williams,+1 Lap,5.0,True
2022,Mexico City Grand Prix,ALO,1,64,1,ALO,9.0,19.0,Alpine,Engine,-10.0,False
2022,Mexico City Grand Prix,BOT,1,70,1,BOT,6.0,10.0,Alfa Romeo,+1 Lap,-4.0,False
2022,Mexico City Grand Prix,GAS,1,70,1,GAS,14.0,11.0,AlphaTauri,+1 Lap,3.0,True
2022,Mexico City Grand Prix,HAM,1,71,1,HAM,3.0,2.0,Mercedes,Finished,1.0,True
2022,Mexico City Grand Prix,LAT,2,69,2,LAT,18.0,18.0,Williams,+2 Laps,0.0,False
2022,Mexico City Grand Prix,LEC,1,71,1,LEC,7.0,6.0,Ferrari,Finished,1.0,True
2022,Mexico City Grand Prix,MAG,1,70,1,MAG,19.0,17.0,Haas F1 Team,+1 Lap,2.0,True
2022,Mexico City Grand Prix,MSC,1,70,1,MSC,15.0,16.0,Haas F1 Team,+1 Lap,-1.0,False
2022,Mexico City Grand Prix,NOR,1,70,1,NOR,8.0,9.0,McLaren,+1 Lap,-1.0,False
2022,Mexico City Grand Prix,OCO,1,70,1,OCO,10.0,8.0,Alpine,+1 Lap,2.0,True
2022,Mexico City Grand Prix,PER,1,71,1,PER,4.0,3.0,Red Bull Racing,Finished,1.0,True
2022,Mexico City Grand Prix,RIC,1,70,1,RIC,11.0,7.0,McLaren,+1 Lap,4.0,True
2022,Mexico City Grand Prix,RUS,2,71,2,RUS,2.0,4.0,Mercedes,Finished,-2.0,False
2022,Mexico City Grand Prix,SAI,1,71,1,SAI,5.0,5.0,Ferrari,Finished,0.0,False
2022,Mexico City Grand Prix,STR,2,70,2,STR,20.0,15.0,Aston Martin,+1 Lap,5.0,True
2022,Mexico City Grand Prix,TSU,2,50,2,TSU,13.0,20.0,AlphaTauri,Collision damage,-7.0,False
2022,Mexico City Grand Prix,VER,1,71,1,VER,1.0,1.0,Red Bull Racing,Finished,0.0,False
2022,Mexico City Grand Prix,VET,1,70,1,VET,16.0,14.0,Aston Martin,+1 Lap,2.0,True
2022,Mexico City Grand Prix,ZHO,1,70,1,ZHO,12.0,13.0,Alfa Romeo,+1 Lap,-1.0,False
2022,Miami Grand Prix,ALB,1,57,1,ALB,18.0,9.0,Williams,Finished,9.0,True
2022,Miami Grand Prix,ALO,1,57,1,ALO,11.0,11.0,Alpine,Finished,0.0,False
2022,Miami Grand Prix,BOT,1,57,1,BOT,5.0,7.0,Alfa Romeo,Finished,-2.0,False
2022,Miami Grand Prix,GAS,3,45,3,GAS,7.0,18.0,AlphaTauri,Suspension,-11.0,False
2022,Miami Grand Prix,HAM,1,57,1,HAM,6.0,6.0,Mercedes,Finished,0.0,False
2022,Miami Grand Prix,LAT,1,57,1,LAT,19.0,14.0,Williams,Finished,5.0,True
2022,Miami Grand Prix,LEC,1,57,1,LEC,1.0,2.0,Ferrari,Finished,-1.0,False
2022,Miami Grand Prix,MAG,3,57,3,MAG,16.0,16.0,Haas F1 Team,Front wing,0.0,False
2022,Miami Grand Prix,MSC,2,57,2,MSC,15.0,15.0,Haas F1 Team,Finished,0.0,False
2022,Miami Grand Prix,NOR,1,40,1,NOR,8.0,19.0,McLaren,Collision,-11.0,False
2022,Miami Grand Prix,OCO,1,57,1,OCO,20.0,8.0,Alpine,Finished,12.0,True
2022,Miami Grand Prix,PER,2,57,2,PER,4.0,4.0,Red Bull Racing,Finished,0.0,False
2022,Miami Grand Prix,RIC,2,57,2,RIC,14.0,13.0,McLaren,Finished,1.0,True
2022,Miami Grand Prix,RUS,1,57,1,RUS,12.0,5.0,Mercedes,Finished,7.0,True
2022,Miami Grand Prix,SAI,1,57,1,SAI,2.0,3.0,Ferrari,Finished,-1.0,False
2022,Miami Grand Prix,TSU,2,57,2,TSU,9.0,12.0,AlphaTauri,Finished,-3.0,False
2022,Miami Grand Prix,VER,1,57,1,VER,3.0,1.0,Red Bull Racing,Finished,2.0,True
2022,Miami Grand Prix,ZHO,1,6,1,ZHO,17.0,20.0,Alfa Romeo,Water leak,-3.0,False
2022,Monaco Grand Prix,ALB,4,49,4+,ALB,16.0,18.0,Williams,Mechanical,-2.0,False
2022,Monaco Grand Prix,ALO,2,64,2,ALO,7.0,7.0,Alpine,Finished,0.0,False
2022,Monaco Grand Prix,BOT,2,64,2,BOT,12.0,9.0,Alfa Romeo,Finished,3.0,True
2022,Monaco Grand Prix,GAS,3,64,3,GAS,17.0,11.0,AlphaTauri,Finished,6.0,True
2022,Monaco Grand Prix,HAM,3,64,3,HAM,8.0,8.0,Mercedes,Finished,0.0,False
2022,Monaco Grand Prix,LAT,4,63,4+,LAT,19.0,15.0,Williams,+1 Lap,4.0,True
2022,Monaco Grand Prix,LEC,3,64,3,LEC,1.0,4.0,Ferrari,Finished,-3.0,False
2022,Monaco Grand Prix,MAG,1,20,1,MAG,13.0,20.0,Haas F1 Team,Water pressure,-7.0,False
2022,Monaco Grand Prix,MSC,2,25,2,MSC,15.0,19.0,Haas F1 Team,Accident,-4.0,False
2022,Monaco Grand Prix,NOR,4,64,4+,NOR,5.0,6.0,McLaren,Finished,-1.0,False
2022,Monaco Grand Prix,OCO,2,64,2,OCO,10.0,12.0,Alpine,Finished,-2.0,False
2022,Monaco Grand Prix,PER,3,64,3,PER,3.0,1.0,Red Bull Racing,Finished,2.0,True
2022,Monaco Grand Prix,RIC,2,64,2,RIC,14.0,13.0,McLaren,Finished,1.0,True
2022,Monaco Grand Prix,RUS,2,64,2,RUS,6.0,5.0,Mercedes,Finished,1.0,True
2022,Monaco Grand Prix,SAI,2,64,2,SAI,2.0,2.0,Ferrari,Finished,0.0,False
2022,Monaco Grand Prix,STR,4,64,4+,STR,18.0,14.0,Aston Martin,Finished,4.0,True
2022,Monaco Grand Prix,TSU,4,63,4+,TSU,11.0,17.0,AlphaTauri,+1 Lap,-6.0,False
2022,Monaco Grand Prix,VER,3,64,3,VER,4.0,3.0,Red Bull Racing,Finished,1.0,True
2022,Monaco Grand Prix,VET,3,64,3,VET,9.0,10.0,Aston Martin,Finished,-1.0,False
2022,Monaco Grand Prix,ZHO,2,63,2,ZHO,20.0,16.0,Alfa Romeo,+1 Lap,4.0,True
2022,Saudi Arabian Grand Prix,ALB,1,48,1,ALB,16.0,14.0,Williams,Collision damage,2.0,True
2022,Saudi Arabian Grand Prix,ALO,1,36,1,ALO,7.0,16.0,Alpine,Water pump,-9.0,False
2022,Saudi Arabian Grand Prix,BOT,3,36,3,BOT,8.0,15.0,Alfa Romeo,Cooling system,-7.0,False
2022,Saudi Arabian Grand Prix,GAS,1,50,1,GAS,9.0,8.0,AlphaTauri,Finished,1.0,True
2022,Saudi Arabian Grand Prix,HAM,1,50,1,HAM,15.0,10.0,Mercedes,Finished,5.0,True
2022,Saudi Arabian Grand Prix,HUL,1,50,1,HUL,17.0,12.0,Aston Martin,Finished,5.0,True
2022,Saudi Arabian Grand Prix,LAT,0,15,0,LAT,18.0,18.0,Williams,Accident,0.0,False
2022,Saudi Arabian Grand Prix,LEC,1,50,1,LEC,2.0,2.0,Ferrari,Finished,0.0,False
2022,Saudi Arabian Grand Prix,MAG,1,50,1,MAG,10.0,9.0,Haas F1 Team,Finished,1.0,True
2022,Saudi Arabian Grand Prix,NOR,1,50,1,NOR,11.0,7.0,McLaren,Finished,4.0,True
2022,Saudi Arabian Grand Prix,OCO,1,50,1,OCO,5.0,6.0,Alpine,Finished,-1.0,False
2022,Saudi Arabian Grand Prix,PER,1,50,1,PER,1.0,4.0,Red Bull Racing,Finished,-3.0,False
2022,Saudi Arabian Grand Prix,RIC,2,36,2,RIC,14.0,17.0,McLaren,Gearbox,-3.0,False
2022,Saudi Arabian Grand Prix,RUS,1,50,1,RUS,6.0,5.0,Mercedes,Finished,1.0,True
2022,Saudi Arabian Grand Prix,SAI,1,50,1,SAI,3.0,3.0,Ferrari,Finished,0.0,False
2022,Saudi Arabian Grand Prix,STR,1,49,1,STR,13.0,13.0,Aston Martin,+1 Lap,0.0,False
2022,Saudi Arabian Grand Prix,VER,1,50,1,VER,4.0,1.0,Red Bull Racing,Finished,3.0,True
2022,Saudi Arabian Grand Prix,ZHO,2,50,2,ZHO,12.0,11.0,Alfa Romeo,Finished,1.0,True
2022,São Paulo Grand Prix,ALB,3,71,3,ALB,19.0,15.0,Williams,Finished,4.0,True
2022,São Paulo Grand Prix,ALO,3,71,3,ALO,17.0,5.0,Alpine,Finished,12.0,True
2022,São Paulo Grand Prix,BOT,2,71,2,BOT,14.0,9.0,Alfa Romeo,Finished,5.0,True
2022,São Paulo Grand Prix,GAS,3,71,3,GAS,10.0,14.0,AlphaTauri,Finished,-4.0,False
2022,São Paulo Grand Prix,HAM,2,71,2,HAM,2.0,2.0,Mercedes,Finished,0.0,False
2022,São Paulo Grand Prix,LAT,3,71,3,LAT,18.0,16.0,Williams,Finished,2.0,True
2022,São Paulo Grand Prix,LEC,3,71,3,LEC,5.0,4.0,Ferrari,Finished,1.0,True
2022,São Paulo Grand Prix,MAG,0,1,0,MAG,8.0,19.0,Haas F1 Team,Collision,-11.0,False
2022,São Paulo Grand Prix,MSC,2,71,2,MSC,12.0,13.0,Haas F1 Team,Finished,-1.0,False
2022,São Paulo Grand Prix,NOR,2,51,2,NOR,6.0,18.0,McLaren,Gearbox,-12.0,False
2022,São Paulo Grand Prix,OCO,2,71,2,OCO,16.0,8.0,Alpine,Finished,8.0,True
2022,São Paulo Grand Prix,PER,2,71,2,PER,4.0,7.0,Red Bull Racing,Finished,-3.0,False
2022,São Paulo Grand Prix,RIC,0,1,0,RIC,11.0,20.0,McLaren,Collision,-9.0,False
2022,São Paulo Grand Prix,RUS,2,71,2,RUS,1.0,1.0,Mercedes,Finished,0.0,False
2022,São Paulo Grand Prix,SAI,3,71,3,SAI,7.0,3.0,Ferrari,Finished,4.0,True
2022,São Paulo Grand Prix,STR,2,71,2,STR,15.0,10.0,Aston Martin,Finished,5.0,True
2022,São Paulo Grand Prix,VER,3,71,3,VER,3.0,6.0,Red Bull Racing,Finished,-3.0,False
2022,São Paulo Grand Prix,VET,2,71,2,VET,9.0,11.0,Aston Martin,Finished,-2.0,False
2022,São Paulo Grand Prix,ZHO,2,71,2,ZHO,13.0,12.0,Alfa Romeo,Finished,1.0,True
2022,Singapore Grand Prix,ALB,1,25,1,ALB,18.0,17.0,Williams,Collision damage,1.0,True
2022,Singapore Grand Prix,ALO,0,21,0,ALO,5.0,18.0,Alpine,Engine,-13.0,False
2022,Singapore Grand Prix,BOT,1,59,1,BOT,15.0,11.0,Alfa Romeo,Finished,4.0,True
2022,Singapore Grand Prix,GAS,1,59,1,GAS,7.0,10.0,AlphaTauri,Finished,-3.0,False
2022,Singapore Grand Prix,HAM,1,59,1,HAM,3.0,9.0,Mercedes,Finished,-6.0,False
2022,Singapore Grand Prix,LAT,1,7,1,LAT,19.0,19.0,Williams,Collision damage,0.0,False
2022,Singapore Grand Prix,LEC,1,59,1,LEC,1.0,2.0,Ferrari,Finished,-1.0,False
2022,Singapore Grand Prix,MAG,2,59,2,MAG,9.0,12.0,Haas F1 Team,Finished,-3.0,False
2022,Singapore Grand Prix,MSC,2,58,2,MSC,12.0,13.0,Haas F1 Team,+1 Lap,-1.0,False
2022,Singapore Grand Prix,NOR,1,59,1,NOR,6.0,4.0,McLaren,Finished,2.0,True
2022,Singapore Grand Prix,OCO,0,27,0,OCO,17.0,16.0,Alpine,Engine,1.0,True
2022,Singapore Grand Prix,PER,1,59,1,PER,2.0,1.0,Red Bull Racing,Finished,1.0,True
2022,Singapore Grand Prix,RIC,1,59,1,RIC,16.0,5.0,McLaren,Finished,11.0,True
2022,Singapore Grand Prix,SAI,1,59,1,SAI,4.0,3.0,Ferrari,Finished,1.0,True
2022,Singapore Grand Prix,STR,1,59,1,STR,11.0,6.0,Aston Martin,Finished,5.0,True
2022,Singapore Grand Prix,TSU,1,35,1,TSU,10.0,15.0,AlphaTauri,Accident,-5.0,False
2022,Singapore Grand Prix,VER,2,59,2,VER,8.0,7.0,Red Bull Racing,Finished,1.0,True
2022,Singapore Grand Prix,VET,1,59,1,VET,13.0,8.0,Aston Martin,Finished,5.0,True
2022,Singapore Grand Prix,ZHO,0,7,0,ZHO,14.0,20.0,Alfa Romeo,Collision,-6.0,False
2022,Spanish Grand Prix,ALB,4,64,4+,ALB,18.0,18.0,Williams,+2 Laps,0.0,False
2022,Spanish Grand Prix,ALO,3,65,3,ALO,20.0,9.0,Alpine,+1 Lap,11.0,True
2022,Spanish Grand Prix,BOT,2,66,2,BOT,7.0,6.0,Alfa Romeo,Finished,1.0,True
2022,Spanish Grand Prix,GAS,3,65,3,GAS,14.0,13.0,AlphaTauri,+1 Lap,1.0,True
2022,Spanish Grand Prix,HAM,3,66,3,HAM,6.0,5.0,Mercedes,Finished,1.0,True
2022,Spanish Grand Prix,LAT,3,64,3,LAT,19.0,16.0,Williams,+2 Laps,3.0,True
2022,Spanish Grand Prix,LEC,2,27,2,LEC,1.0,20.0,Ferrari,Turbo,-19.0,False
2022,Spanish Grand Prix,MAG,2,64,2,MAG,8.0,17.0,Haas F1 Team,+2 Laps,-9.0,False
2022,Spanish Grand Prix,MSC,2,65,2,MSC,10.0,14.0,Haas F1 Team,+1 Lap,-4.0,False
2022,Spanish Grand Prix,NOR,3,66,3,NOR,11.0,8.0,McLaren,Finished,3.0,True
2022,Spanish Grand Prix,OCO,3,66,3,OCO,12.0,7.0,Alpine,Finished,5.0,True
2022,Spanish Grand Prix,PER,3,66,3,PER,5.0,2.0,Red Bull Racing,Finished,3.0,True
2022,Spanish Grand Prix,RIC,3,65,3,RIC,9.0,12.0,McLaren,+1 Lap,-3.0,False
2022,Spanish Grand Prix,RUS,3,66,3,RUS,4.0,3.0,Mercedes,Finished,1.0,True
2022,Spanish Grand Prix,SAI,3,66,3,SAI,3.0,4.0,Ferrari,Finished,-1.0,False
2022,Spanish Grand Prix,STR,3,65,3,STR,17.0,15.0,Aston Martin,+1 Lap,2.0,True
2022,Spanish Grand Prix,TSU,3,65,3,TSU,13.0,10.0,AlphaTauri,+1 Lap,3.0,True
2022,Spanish Grand Prix,VER,3,66,3,VER,2.0,1.0,Red Bull Racing,Finished,1.0,True
2022,Spanish Grand Prix,VET,2,65,2,VET,16.0,11.0,Aston Martin,+1 Lap,5.0,True
2022,Spanish Grand Prix,ZHO,2,28,2,ZHO,15.0,19.0,Alfa Romeo,Power loss,-4.0,False
2022,United States Grand Prix,ALB,2,56,2,ALB,8.0,13.0,Williams,Finished,-5.0,False
2022,United States Grand Prix,ALO,2,56,2,ALO,14.0,7.0,Alpine,Finished,7.0,True
2022,United States Grand Prix,BOT,1,17,1,BOT,7.0,19.0,Alfa Romeo,Spun off,-12.0,False
2022,United States Grand Prix,GAS,2,56,2,GAS,11.0,14.0,AlphaTauri,Finished,-3.0,False
2022,United States Grand Prix,HAM,2,56,2,HAM,3.0,2.0,Mercedes,Finished,1.0,True
2022,United States Grand Prix,LAT,2,56,2,LAT,17.0,17.0,Williams,Finished,0.0,False
2022,United States Grand Prix,LEC,2,56,2,LEC,12.0,3.0,Ferrari,Finished,9.0,True
2022,United States Grand Prix,MAG,1,56,1,MAG,13.0,9.0,Haas F1 Team,Finished,4.0,True
2022,United States Grand Prix,MSC,2,56,2,MSC,16.0,15.0,Haas F1 Team,Finished,1.0,True
2022,United States Grand Prix,NOR,2,56,2,NOR,6.0,6.0,McLaren,Finished,0.0,False
2022,United States Grand Prix,PER,2,56,2,PER,9.0,4.0,Red Bull Racing,Finished,5.0,True
2022,United States Grand Prix,RIC,2,56,2,RIC,15.0,16.0,McLaren,Finished,-1.0,False
2022,United States Grand Prix,RUS,3,56,3,RUS,4.0,5.0,Mercedes,Finished,-1.0,False
2022,United States Grand Prix,SAI,1,1,1,SAI,1.0,20.0,Ferrari,Collision damage,-19.0,False
2022,United States Grand Prix,STR,1,22,1,STR,5.0,18.0,Aston Martin,Collision,-13.0,False
2022,United States Grand Prix,TSU,2,56,2,TSU,19.0,10.0,AlphaTauri,Finished,9.0,True
2022,United States Grand Prix,VER,2,56,2,VER,2.0,1.0,Red Bull Racing,Finished,1.0,True
2022,United States Grand Prix,VET,2,56,2,VET,10.0,8.0,Aston Martin,Finished,2.0,True
2022,United States Grand Prix,ZHO,2,56,2,ZHO,18.0,12.0,Alfa Romeo,Finished,6.0,True
2023,Abu Dhabi Grand Prix,ALB,2,58,2,ALB,14.0,14.0,Williams,Finished,0.0,False
2023,Abu Dhabi Grand Prix,ALO,2,58,2,ALO,7.0,7.0,Aston Martin,Finished,0.0,False
2023,Abu Dhabi Grand Prix,BOT,1,57,1,BOT,18.0,19.0,Alfa Romeo,Lapped,-1.0,False
2023,Abu Dhabi Grand Prix,GAS,2,58,2,GAS,10.0,13.0,Alpine,Finished,-3.0,False
2023,Abu Dhabi Grand Prix,HAM,2,58,2,HAM,11.0,9.0,Mercedes,Finished,2.0,True
2023,Abu Dhabi Grand Prix,HUL,2,58,2,HUL,8.0,15.0,Haas F1 Team,Finished,-7.0,False
2023,Abu Dhabi Grand Prix,LEC,2,58,2,LEC,2.0,2.0,Ferrari,Finished,0.0,False
2023,Abu Dhabi Grand Prix,MAG,2,57,2,MAG,17.0,20.0,Haas F1 Team,Lapped,-3.0,False
2023,Abu Dhabi Grand Prix,NOR,2,58,2,NOR,5.0,5.0,McLaren,Finished,0.0,False
2023,Abu Dhabi Grand Prix,OCO,1,58,1,OCO,12.0,12.0,Alpine,Finished,0.0,False
2023,Abu Dhabi Grand Prix,PER,2,58,2,PER,9.0,4.0,Red Bull Racing,Finished,5.0,True
2023,Abu Dhabi Grand Prix,PIA,2,58,2,PIA,3.0,6.0,McLaren,Finished,-3.0,False
2023,Abu Dhabi Grand Prix,RIC,2,58,2,RIC,15.0,11.0,AlphaTauri,Finished,4.0,True
2023,Abu Dhabi Grand Prix,RUS,2,58,2,RUS,4.0,3.0,Mercedes,Finished,1.0,True
2023,Abu Dhabi Grand Prix,SAI,3,57,3,SAI,16.0,18.0,Ferrari,Retired,-2.0,False
2023,Abu Dhabi Grand Prix,SAR,2,58,2,SAR,20.0,16.0,Williams,Finished,4.0,True
2023,Abu Dhabi Grand Prix,STR,2,58,2,STR,13.0,10.0,Aston Martin,Finished,3.0,True
2023,Abu Dhabi Grand Prix,TSU,1,58,1,TSU,6.0,8.0,AlphaTauri,Finished,-2.0,False
2023,Abu Dhabi Grand Prix,VER,2,58,2,VER,1.0,1.0,Red Bull Racing,Finished,0.0,False
2023,Abu Dhabi Grand Prix,ZHO,2,58,2,ZHO,19.0,17.0,Alfa Romeo,Finished,2.0,True
2023,Australian Grand Prix,ALB,0,7,0,ALB,8.0,19.0,Williams,Retired,-11.0,False
2023,Australian Grand Prix,ALO,3,58,3,ALO,4.0,3.0,Aston Martin,Finished,1.0,True
2023,Australian Grand Prix,BOT,6,58,4+,BOT,19.0,11.0,Alfa Romeo,Finished,8.0,True
2023,Australian Grand Prix,DEV,4,57,4+,DEV,15.0,15.0,AlphaTauri,Retired,0.0,False
2023,Australian Grand Prix,GAS,2,57,2,GAS,9.0,13.0,Alpine,Retired,-4.0,False
2023,Australian Grand Prix,HAM,3,58,3,HAM,3.0,2.0,Mercedes,Finished,1.0,True
2023,Australian Grand Prix,HUL,3,58,3,HUL,10.0,7.0,Haas F1 Team,Finished,3.0,True
2023,Australian Grand Prix,LEC,0,1,0,LEC,7.0,20.0,Ferrari,Retired,-13.0,False
2023,Australian Grand Prix,MAG,2,53,2,MAG,14.0,17.0,Haas F1 Team,Retired,-3.0,False
2023,Australian Grand Prix,NOR,3,58,3,NOR,13.0,6.0,McLaren,Finished,7.0,True
2023,Australian Grand Prix,OCO,3,57,3,OCO,11.0,14.0,Alpine,Retired,-3.0,False
2023,Australian Grand Prix,PER,5,58,4+,PER,20.0,5.0,Red Bull Racing,Finished,15.0,True
2023,Australian Grand Prix,PIA,4,58,4+,PIA,16.0,8.0,McLaren,Finished,8.0,True
2023,Australian Grand Prix,RUS,2,18,2,RUS,2.0,18.0,Mercedes,Retired,-16.0,False
2023,Australian Grand Prix,SAI,4,58,4+,SAI,5.0,12.0,Ferrari,Finished,-7.0,False
2023,Australian Grand Prix,SAR,6,57,4+,SAR,18.0,16.0,Williams,Retired,2.0,True
2023,Australian Grand Prix,STR,3,58,3,STR,6.0,4.0,Aston Martin,Finished,2.0,True
