RaceYear,RaceName,Driver,pit_stops,completed_laps,pit_stop_bucket,Abbreviation,GridPosition,Position,TeamName,Status,places_gained_from_grid,finished_ahead_of_grid
2019,Japanese Grand Prix,VER,1,14,1,VER,5.0,18.0,Red Bull Racing,Brakes,-13.0,False
2019,Japanese Grand Prix,VET,2,53,2,VET,1.0,2.0,Ferrari,Finished,-1.0,False
2019,Mexican Grand Prix,ALB,2,71,2,ALB,5.0,5.0,Red Bull Racing,Finished,0.0,False
2019,Mexican Grand Prix,BOT,1,71,1,BOT,6.0,3.0,Mercedes,Finished,3.0,True
2019,Mexican Grand Prix,GAS,2,70,2,GAS,10.0,9.0,Toro Rosso,+1 Lap,1.0,True
2019,Mexican Grand Prix,GIO,1,70,1,GIO,15.0,14.0,Alfa Romeo Racing,+1 Lap,1.0,True
2019,Mexican Grand Prix,GRO,1,69,1,GRO,18.0,17.0,Haas F1 Team,+2 Laps,1.0,True
2019,Mexican Grand Prix,HAM,1,71,1,HAM,3.0,1.0,Mercedes,Finished,2.0,True
2019,Mexican Grand Prix,HUL,1,70,1,HUL,12.0,10.0,Renault,+1 Lap,2.0,True
2019,Mexican Grand Prix,KUB,2,69,2,KUB,20.0,18.0,Williams,+2 Laps,2.0,True
2019,Mexican Grand Prix,KVY,2,70,2,KVY,9.0,11.0,Toro Rosso,+1 Lap,-2.0,False
2019,Mexican Grand Prix,LEC,2,71,2,LEC,1.0,4.0,Ferrari,Finished,-3.0,False
2019,Mexican Grand Prix,MAG,1,69,1,MAG,17.0,15.0,Haas F1 Team,+2 Laps,2.0,True
2019,Mexican Grand Prix,NOR,2,48,2,NOR,8.0,20.0,McLaren,Withdrew,-12.0,False
2019,Mexican Grand Prix,PER,1,71,1,PER,11.0,7.0,Racing Point,Finished,4.0,True
2019,Mexican Grand Prix,RAI,3,58,3,RAI,14.0,19.0,Alfa Romeo Racing,Overheating,-5.0,False
2019,Mexican Grand Prix,RIC,1,71,1,RIC,13.0,8.0,Renault,Finished,5.0,True
2019,Mexican Grand Prix,RUS,1,69,1,RUS,19.0,16.0,Williams,+2 Laps,3.0,True
2019,Mexican Grand Prix,SAI,2,70,2,SAI,7.0,13.0,McLaren,+1 Lap,-6.0,False
2019,Mexican Grand Prix,STR,1,70,1,STR,16.0,12.0,Racing Point,+1 Lap,4.0,True
2019,Mexican Grand Prix,VER,1,71,1,VER,4.0,6.0,Red Bull Racing,Finished,-2.0,False
2019,Mexican Grand Prix,VET,1,71,1,VET,2.0,2.0,Ferrari,Finished,0.0,False
2019,Monaco Grand Prix,ALB,1,78,1,ALB,10.0,8.0,Toro Rosso,Finished,2.0,True
2019,Monaco Grand Prix,BOT,2,78,2,BOT,2.0,3.0,Mercedes,Finished,-1.0,False
2019,Monaco Grand Prix,GAS,2,78,2,GAS,8.0,5.0,Red Bull Racing,Finished,3.0,True
2019,Monaco Grand Prix,GIO,1,76,1,GIO,18.0,19.0,Alfa Romeo Racing,+2 Laps,-1.0,False
2019,Monaco Grand Prix,GRO,1,78,1,GRO,13.0,10.0,Haas F1 Team,Finished,3.0,True
2019,Monaco Grand Prix,HAM,1,78,1,HAM,1.0,1.0,Mercedes,Finished,0.0,False
2019,Monaco Grand Prix,HUL,1,77,1,HUL,11.0,13.0,Renault,+1 Lap,-2.0,False
2019,Monaco Grand Prix,KUB,1,77,1,KUB,20.0,18.0,Williams,+1 Lap,2.0,True
2019,Monaco Grand Prix,KVY,1,78,1,KVY,7.0,7.0,Toro Rosso,Finished,0.0,False
2019,Monaco Grand Prix,LEC,3,17,3,LEC,15.0,20.0,Ferrari,Collision,-5.0,False
2019,Monaco Grand Prix,MAG,1,77,1,MAG,5.0,14.0,Haas F1 Team,+1 Lap,-9.0,False
2019,Monaco Grand Prix,NOR,1,78,1,NOR,12.0,11.0,McLaren,Finished,1.0,True
2019,Monaco Grand Prix,PER,1,77,1,PER,16.0,12.0,Racing Point,+1 Lap,4.0,True
2019,Monaco Grand Prix,RAI,1,77,1,RAI,14.0,17.0,Alfa Romeo Racing,+1 Lap,-3.0,False
2019,Monaco Grand Prix,RIC,1,78,1,RIC,6.0,9.0,Renault,Finished,-3.0,False
2019,Monaco Grand Prix,RUS,1,77,1,RUS,19.0,15.0,Williams,+1 Lap,4.0,True
2019,Monaco Grand Prix,SAI,1,78,1,SAI,9.0,6.0,McLaren,Finished,3.0,True
2019,Monaco Grand Prix,STR,1,77,1,STR,17.0,16.0,Racing Point,+1 Lap,1.0,True
2019,Monaco Grand Prix,VER,1,78,1,VER,3.0,4.0,Red Bull Racing,Finished,-1.0,False
2019,Monaco Grand Prix,VET,1,78,1,VET,4.0,2.0,Ferrari,Finished,2.0,True
2019,Russian Grand Prix,BOT,1,53,1,BOT,4.0,2.0,Mercedes,Finished,2.0,True
2019,Russian Grand Prix,GAS,1,53,1,GAS,16.0,14.0,Toro Rosso,Finished,2.0,True
2019,Russian Grand Prix,GIO,2,53,2,GIO,12.0,15.0,Alfa Romeo Racing,Finished,-3.0,False
2019,Russian Grand Prix,GRO,0,1,0,GRO,8.0,20.0,Haas F1 Team,Collision,-12.0,False
2019,Russian Grand Prix,HAM,1,53,1,HAM,2.0,1.0,Mercedes,Finished,1.0,True
2019,Russian Grand Prix,HUL,2,53,2,HUL,6.0,10.0,Renault,Finished,-4.0,False
2019,Russian Grand Prix,KUB,3,28,3,KUB,18.0,16.0,Williams,Brakes,2.0,True
2019,Russian Grand Prix,KVY,2,53,2,KVY,19.0,12.0,Toro Rosso,Finished,7.0,True
2019,Russian Grand Prix,LEC,2,53,2,LEC,1.0,3.0,Ferrari,Finished,-2.0,False
2019,Russian Grand Prix,MAG,1,53,1,MAG,13.0,9.0,Haas F1 Team,Finished,4.0,True
2019,Russian Grand Prix,NOR,1,53,1,NOR,7.0,8.0,McLaren,Finished,-1.0,False
2019,Russian Grand Prix,PER,1,53,1,PER,11.0,7.0,Racing Point,Finished,4.0,True
2019,Russian Grand Prix,RAI,2,53,2,RAI,15.0,13.0,Alfa Romeo Racing,Finished,2.0,True
2019,Russian Grand Prix,RIC,2,24,2,RIC,10.0,19.0,Renault,Collision,-9.0,False
2019,Russian Grand Prix,RUS,1,27,1,RUS,17.0,17.0,Williams,Brakes,0.0,False
2019,Russian Grand Prix,SAI,1,53,1,SAI,5.0,6.0,McLaren,Finished,-1.0,False
2019,Russian Grand Prix,STR,1,53,1,STR,14.0,11.0,Racing Point,Finished,3.0,True
2019,Russian Grand Prix,VER,1,53,1,VER,9.0,4.0,Red Bull Racing,Finished,5.0,True
2019,Russian Grand Prix,VET,1,26,1,VET,3.0,18.0,Ferrari,Power loss,-15.0,False
2019,Singapore Grand Prix,ALB,1,61,1,ALB,6.0,6.0,Red Bull Racing,Finished,0.0,False
2019,Singapore Grand Prix,BOT,1,61,1,BOT,5.0,5.0,Mercedes,Finished,0.0,False
2019,Singapore Grand Prix,GAS,1,61,1,GAS,11.0,8.0,Toro Rosso,Finished,3.0,True
2019,Singapore Grand Prix,GIO,2,61,2,GIO,10.0,10.0,Alfa Romeo Racing,Finished,0.0,False
2019,Singapore Grand Prix,GRO,2,61,2,GRO,17.0,11.0,Haas F1 Team,Finished,6.0,True
2019,Singapore Grand Prix,HAM,1,61,1,HAM,2.0,4.0,Mercedes,Finished,-2.0,False
2019,Singapore Grand Prix,HUL,2,61,2,HUL,8.0,9.0,Renault,Finished,-1.0,False
2019,Singapore Grand Prix,KUB,2,61,2,KUB,19.0,16.0,Williams,Finished,3.0,True
2019,Singapore Grand Prix,KVY,2,61,2,KVY,14.0,15.0,Toro Rosso,Finished,-1.0,False
2019,Singapore Grand Prix,LEC,1,61,1,LEC,1.0,2.0,Ferrari,Finished,-1.0,False
2019,Singapore Grand Prix,MAG,2,61,2,MAG,13.0,17.0,Haas F1 Team,Finished,-4.0,False
2019,Singapore Grand Prix,NOR,1,61,1,NOR,9.0,7.0,McLaren,Finished,2.0,True
2019,Singapore Grand Prix,PER,1,43,1,PER,15.0,19.0,Racing Point,Engine,-4.0,False
2019,Singapore Grand Prix,RAI,1,50,1,RAI,12.0,18.0,Alfa Romeo Racing,Collision,-6.0,False
2019,Singapore Grand Prix,RIC,1,61,1,RIC,20.0,14.0,Renault,Finished,6.0,True
2019,Singapore Grand Prix,RUS,1,35,1,RUS,18.0,20.0,Williams,Collision,-2.0,False
2019,Singapore Grand Prix,SAI,2,61,2,SAI,7.0,12.0,McLaren,Finished,-5.0,False
2019,Singapore Grand Prix,STR,3,61,3,STR,16.0,13.0,Racing Point,Finished,3.0,True
2019,Singapore Grand Prix,VER,1,61,1,VER,4.0,3.0,Red Bull Racing,Finished,1.0,True
2019,Singapore Grand Prix,VET,1,61,1,VET,3.0,1.0,Ferrari,Finished,2.0,True
2019,Spanish Grand Prix,ALB,2,66,2,ALB,11.0,11.0,Toro Rosso,Finished,0.0,False
2019,Spanish Grand Prix,BOT,2,66,2,BOT,1.0,2.0,Mercedes,Finished,-1.0,False
2019,Spanish Grand Prix,GAS,2,66,2,GAS,6.0,6.0,Red Bull Racing,Finished,0.0,False
2019,Spanish Grand Prix,GIO,2,66,2,GIO,18.0,16.0,Alfa Romeo Racing,Finished,2.0,True
2019,Spanish Grand Prix,GRO,2,66,2,GRO,7.0,10.0,Haas F1 Team,Finished,-3.0,False
2019,Spanish Grand Prix,HAM,2,66,2,HAM,2.0,1.0,Mercedes,Finished,1.0,True
2019,Spanish Grand Prix,KUB,2,65,2,KUB,17.0,18.0,Williams,+1 Lap,-1.0,False
2019,Spanish Grand Prix,KVY,2,66,2,KVY,9.0,9.0,Toro Rosso,Finished,0.0,False
2019,Spanish Grand Prix,LEC,2,66,2,LEC,5.0,5.0,Ferrari,Finished,0.0,False
2019,Spanish Grand Prix,MAG,2,66,2,MAG,8.0,7.0,Haas F1 Team,Finished,1.0,True
2019,Spanish Grand Prix,NOR,1,45,1,NOR,10.0,20.0,McLaren,Collision,-10.0,False
2019,Spanish Grand Prix,PER,2,66,2,PER,15.0,15.0,Racing Point,Finished,0.0,False
2019,Spanish Grand Prix,RAI,2,66,2,RAI,14.0,14.0,Alfa Romeo Racing,Finished,0.0,False
2019,Spanish Grand Prix,RIC,2,66,2,RIC,13.0,12.0,Renault,Finished,1.0,True
2019,Spanish Grand Prix,RUS,2,65,2,RUS,19.0,17.0,Williams,+1 Lap,2.0,True
2019,Spanish Grand Prix,SAI,2,66,2,SAI,12.0,8.0,McLaren,Finished,4.0,True
2019,Spanish Grand Prix,STR,1,45,1,STR,16.0,19.0,Racing Point,Collision,-3.0,False
2019,Spanish Grand Prix,VER,2,66,2,VER,4.0,3.0,Red Bull Racing,Finished,1.0,True
2019,Spanish Grand Prix,VET,2,66,2,VET,3.0,4.0,Ferrari,Finished,-1.0,False
2019,United States Grand Prix,ALB,3,56,3,ALB,6.0,5.0,Red Bull Racing,Finished,1.0,True
2019,United States Grand Prix,BOT,2,56,2,BOT,1.0,1.0,Mercedes,Finished,0.0,False
2019,United States Grand Prix,GAS,3,54,3,GAS,10.0,16.0,Toro Rosso,Suspension,-6.0,False
2019,United States Grand Prix,GIO,2,55,2,GIO,16.0,14.0,Alfa Romeo Racing,+1 Lap,2.0,True
2019,United States Grand Prix,GRO,1,55,1,GRO,15.0,15.0,Haas F1 Team,+1 Lap,0.0,False
2019,United States Grand Prix,HAM,1,56,1,HAM,5.0,2.0,Mercedes,Finished,3.0,True
2019,United States Grand Prix,HUL,2,55,2,HUL,11.0,9.0,Renault,+1 Lap,2.0,True
2019,United States Grand Prix,KUB,2,31,2,KUB,19.0,19.0,Williams,Oil leak,0.0,False
2019,United States Grand Prix,KVY,2,55,2,KVY,13.0,12.0,Toro Rosso,+1 Lap,1.0,True
2019,United States Grand Prix,LEC,2,56,2,LEC,4.0,4.0,Ferrari,Finished,0.0,False
2019,United States Grand Prix,MAG,2,53,2,MAG,12.0,18.0,Haas F1 Team,Brakes,-6.0,False
2019,United States Grand Prix,NOR,2,56,2,NOR,8.0,7.0,McLaren,Finished,1.0,True
2019,United States Grand Prix,RAI,2,55,2,RAI,17.0,11.0,Alfa Romeo Racing,+1 Lap,6.0,True
2019,United States Grand Prix,RIC,1,56,1,RIC,9.0,6.0,Renault,Finished,3.0,True
2019,United States Grand Prix,RUS,2,54,2,RUS,18.0,17.0,Williams,+2 Laps,1.0,True
2019,United States Grand Prix,SAI,1,55,1,SAI,7.0,8.0,McLaren,+1 Lap,-1.0,False
2019,United States Grand Prix,STR,2,55,2,STR,14.0,13.0,Racing Point,+1 Lap,1.0,True
2019,United States Grand Prix,VER,2,56,2,VER,3.0,3.0,Red Bull Racing,Finished,0.0,False
2019,United States Grand Prix,VET,1,8,1,VET,2.0,20.0,Ferrari,Suspension,-18.0,False
2020,70th Anniversary Grand Prix,ALB,2,52,2,ALB,9.0,5.0,Red Bull Racing,Finished,4.0,True
2020,70th Anniversary Grand Prix,BOT,2,52,2,BOT,1.0,3.0,Mercedes,Finished,-2.0,False
2020,70th Anniversary Grand Prix,GAS,2,52,2,GAS,7.0,11.0,AlphaTauri,Finished,-4.0,False
2020,70th Anniversary Grand Prix,GIO,2,51,2,GIO,19.0,17.0,Alfa Romeo Racing,+1 Lap,2.0,True
2020,70th Anniversary Grand Prix,GRO,2,51,2,GRO,13.0,16.0,Haas F1 Team,+1 Lap,-3.0,False
2020,70th Anniversary Grand Prix,HAM,2,52,2,HAM,2.0,2.0,Mercedes,Finished,0.0,False
2020,70th Anniversary Grand Prix,HUL,3,52,3,HUL,3.0,7.0,Racing Point,Finished,-4.0,False
2020,70th Anniversary Grand Prix,KVY,2,52,2,KVY,16.0,10.0,AlphaTauri,Finished,6.0,True
2020,70th Anniversary Grand Prix,LAT,3,51,3,LAT,18.0,19.0,Williams,+1 Lap,-1.0,False
2020,70th Anniversary Grand Prix,LEC,1,52,1,LEC,8.0,4.0,Ferrari,Finished,4.0,True
2020,70th Anniversary Grand Prix,MAG,3,43,3,MAG,17.0,20.0,Haas F1 Team,Retired,-3.0,False
2020,70th Anniversary Grand Prix,NOR,2,52,2,NOR,10.0,9.0,McLaren,Finished,1.0,True
2020,70th Anniversary Grand Prix,OCO,1,52,1,OCO,14.0,8.0,Renault,Finished,6.0,True
2020,70th Anniversary Grand Prix,RAI,1,51,1,RAI,20.0,15.0,Alfa Romeo Racing,+1 Lap,5.0,True
2020,70th Anniversary Grand Prix,RIC,3,51,3,RIC,5.0,14.0,Renault,+1 Lap,-9.0,False
2020,70th Anniversary Grand Prix,RUS,3,51,3,RUS,15.0,18.0,Williams,+1 Lap,-3.0,False
2020,70th Anniversary Grand Prix,SAI,2,52,2,SAI,12.0,13.0,McLaren,Finished,-1.0,False
2020,70th Anniversary Grand Prix,STR,2,52,2,STR,6.0,6.0,Racing Point,Finished,0.0,False
2020,70th Anniversary Grand Prix,VER,2,52,2,VER,4.0,1.0,Red Bull Racing,Finished,3.0,True
2020,70th Anniversary Grand Prix,VET,2,52,2,VET,11.0,12.0,Ferrari,Finished,-1.0,False
2020,Abu Dhabi Grand Prix,ALB,1,55,1,ALB,5.0,4.0,Red Bull Racing,Finished,1.0,True
2020,Abu Dhabi Grand Prix,BOT,1,55,1,BOT,2.0,2.0,Mercedes,Finished,0.0,False
2020,Abu Dhabi Grand Prix,FIT,3,53,3,FIT,17.0,19.0,Haas F1 Team,+2 Laps,-2.0,False
2020,Abu Dhabi Grand Prix,GAS,1,55,1,GAS,9.0,8.0,AlphaTauri,Finished,1.0,True
2020,Abu Dhabi Grand Prix,GIO,1,54,1,GIO,14.0,16.0,Alfa Romeo Racing,+1 Lap,-2.0,False
2020,Abu Dhabi Grand Prix,HAM,1,55,1,HAM,3.0,3.0,Mercedes,Finished,0.0,False
2020,Abu Dhabi Grand Prix,KVY,1,54,1,KVY,7.0,11.0,AlphaTauri,+1 Lap,-4.0,False
2020,Abu Dhabi Grand Prix,LAT,2,54,2,LAT,18.0,17.0,Williams,+1 Lap,1.0,True
2020,Abu Dhabi Grand Prix,LEC,1,54,1,LEC,12.0,13.0,Ferrari,+1 Lap,-1.0,False
2020,Abu Dhabi Grand Prix,MAG,2,54,2,MAG,20.0,18.0,Haas F1 Team,+1 Lap,2.0,True
2020,Abu Dhabi Grand Prix,NOR,1,55,1,NOR,4.0,5.0,McLaren,Finished,-1.0,False
2020,Abu Dhabi Grand Prix,OCO,1,55,1,OCO,10.0,9.0,Renault,Finished,1.0,True
2020,Abu Dhabi Grand Prix,PER,0,9,0,PER,19.0,20.0,Racing Point,Transmission,-1.0,False
2020,Abu Dhabi Grand Prix,RAI,1,54,1,RAI,15.0,12.0,Alfa Romeo Racing,+1 Lap,3.0,True
2020,Abu Dhabi Grand Prix,RIC,1,55,1,RIC,11.0,7.0,Renault,Finished,4.0,True
2020,Abu Dhabi Grand Prix,RUS,1,54,1,RUS,16.0,15.0,Williams,+1 Lap,1.0,True
2020,Abu Dhabi Grand Prix,SAI,1,55,1,SAI,6.0,6.0,McLaren,Finished,0.0,False
2020,Abu Dhabi Grand Prix,STR,1,55,1,STR,8.0,10.0,Racing Point,Finished,-2.0,False
2020,Abu Dhabi Grand Prix,VER,1,55,1,VER,1.0,1.0,Red Bull Racing,Finished,0.0,False
2020,Abu Dhabi Grand Prix,VET,1,54,1,VET,13.0,14.0,Ferrari,+1 Lap,-1.0,False
2020,Austrian Grand Prix,ALB,3,63,3,ALB,4.0,13.0,Red Bull Racing,Electronics,-9.0,False
2020,Austrian Grand Prix,BOT,2,68,2,BOT,1.0,1.0,Mercedes,Finished,0.0,False
2020,Austrian Grand Prix,GAS,2,67,2,GAS,12.0,7.0,AlphaTauri,Finished,5.0,True
2020,Austrian Grand Prix,GIO,3,67,3,GIO,18.0,9.0,Alfa Romeo Racing,Finished,9.0,True
2020,Austrian Grand Prix,GRO,2,44,2,GRO,15.0,16.0,Haas F1 Team,Brakes,-1.0,False
2020,Austrian Grand Prix,HAM,2,67,2,HAM,5.0,4.0,Mercedes,Finished,1.0,True
2020,Austrian Grand Prix,KVY,3,65,3,KVY,13.0,12.0,AlphaTauri,Suspension,1.0,True
2020,Austrian Grand Prix,LAT,3,67,3,LAT,20.0,11.0,Williams,Finished,9.0,True
2020,Austrian Grand Prix,LEC,3,67,3,LEC,7.0,2.0,Ferrari,Finished,5.0,True
2020,Austrian Grand Prix,MAG,0,20,0,MAG,16.0,17.0,Haas F1 Team,Brakes,-1.0,False
2020,Austrian Grand Prix,NOR,3,67,3,NOR,3.0,3.0,McLaren,Finished,0.0,False
2020,Austrian Grand Prix,OCO,2,67,2,OCO,14.0,8.0,Renault,Finished,6.0,True
2020,Austrian Grand Prix,PER,2,67,2,PER,6.0,6.0,Racing Point,Finished,0.0,False
2020,Austrian Grand Prix,RAI,2,49,2,RAI,19.0,14.0,Alfa Romeo Racing,Wheel,5.0,True
2020,Austrian Grand Prix,RIC,1,12,1,RIC,10.0,19.0,Renault,Overheating,-9.0,False
2020,Austrian Grand Prix,RUS,1,45,1,RUS,17.0,15.0,Williams,Fuel pressure,2.0,True
2020,Austrian Grand Prix,SAI,3,67,3,SAI,8.0,5.0,McLaren,Finished,3.0,True
2020,Austrian Grand Prix,STR,1,15,1,STR,9.0,18.0,Racing Point,Engine,-9.0,False
2020,Austrian Grand Prix,VER,1,10,1,VER,2.0,20.0,Red Bull Racing,Electronics,-18.0,False
2020,Austrian Grand Prix,VET,3,67,3,VET,11.0,10.0,Ferrari,Finished,1.0,True
2020,Bahrain Grand Prix,ALB,3,57,3,ALB,4.0,3.0,Red Bull Racing,Finished,1.0,True
2020,Bahrain Grand Prix,BOT,4,57,4+,BOT,2.0,8.0,Mercedes,Finished,-6.0,False
2020,Bahrain Grand Prix,GAS,2,57,2,GAS,8.0,6.0,AlphaTauri,Finished,2.0,True
2020,Bahrain Grand Prix,GIO,3,56,3,GIO,16.0,16.0,Alfa Romeo Racing,+1 Lap,0.0,False
2020,Bahrain Grand Prix,GRO,0,1,0,GRO,19.0,20.0,Haas F1 Team,Collision,-1.0,False
2020,Bahrain Grand Prix,HAM,3,57,3,HAM,1.0,1.0,Mercedes,Finished,0.0,False
2020,Bahrain Grand Prix,KVY,3,56,3,KVY,10.0,11.0,AlphaTauri,+1 Lap,-1.0,False
2020,Bahrain Grand Prix,LAT,3,56,3,LAT,20.0,14.0,Williams,+1 Lap,6.0,True
2020,Bahrain Grand Prix,LEC,3,56,3,LEC,12.0,10.0,Ferrari,+1 Lap,2.0,True
2020,Bahrain Grand Prix,MAG,4,56,4+,MAG,18.0,17.0,Haas F1 Team,+1 Lap,1.0,True
2020,Bahrain Grand Prix,NOR,3,57,3,NOR,9.0,4.0,McLaren,Finished,5.0,True
2020,Bahrain Grand Prix,OCO,3,57,3,OCO,7.0,9.0,Renault,Finished,-2.0,False
2020,Bahrain Grand Prix,PER,3,54,3,PER,5.0,18.0,Racing Point,Engine,-13.0,False
2020,Bahrain Grand Prix,RAI,3,56,3,RAI,17.0,15.0,Alfa Romeo Racing,+1 Lap,2.0,True
2020,Bahrain Grand Prix,RIC,3,57,3,RIC,6.0,7.0,Renault,Finished,-1.0,False
2020,Bahrain Grand Prix,RUS,3,56,3,RUS,14.0,12.0,Williams,+1 Lap,2.0,True
2020,Bahrain Grand Prix,SAI,3,57,3,SAI,15.0,5.0,McLaren,Finished,10.0,True
2020,Bahrain Grand Prix,STR,1,3,1,STR,13.0,19.0,Racing Point,Collision,-6.0,False
2020,Bahrain Grand Prix,VER,4,57,4+,VER,3.0,2.0,Red Bull Racing,Finished,1.0,True
2020,Bahrain Grand Prix,VET,3,56,3,VET,11.0,13.0,Ferrari,+1 Lap,-2.0,False
2020,Belgian Grand Prix,ALB,1,44,1,ALB,5.0,6.0,Red Bull Racing,Finished,-1.0,False
2020,Belgian Grand Prix,BOT,1,44,1,BOT,2.0,2.0,Mercedes,Finished,0.0,False
2020,Belgian Grand Prix,GAS,1,44,1,GAS,12.0,8.0,AlphaTauri,Finished,4.0,True
2020,Belgian Grand Prix,GIO,0,10,0,GIO,18.0,18.0,Alfa Romeo Racing,Accident,0.0,False
2020,Belgian Grand Prix,GRO,1,44,1,GRO,17.0,15.0,Haas F1 Team,Finished,2.0,True
2020,Belgian Grand Prix,HAM,1,44,1,HAM,1.0,1.0,Mercedes,Finished,0.0,False
2020,Belgian Grand Prix,KVY,1,44,1,KVY,11.0,11.0,AlphaTauri,Finished,0.0,False
2020,Belgian Grand Prix,LAT,2,44,2,LAT,19.0,16.0,Williams,Finished,3.0,True
2020,Belgian Grand Prix,LEC,2,44,2,LEC,13.0,14.0,Ferrari,Finished,-1.0,False
2020,Belgian Grand Prix,MAG,2,44,2,MAG,20.0,17.0,Haas F1 Team,Finished,3.0,True
2020,Belgian Grand Prix,NOR,1,44,1,NOR,10.0,7.0,McLaren,Finished,3.0,True
2020,Belgian Grand Prix,OCO,1,44,1,OCO,6.0,5.0,Renault,Finished,1.0,True
2020,Belgian Grand Prix,PER,1,44,1,PER,8.0,10.0,Racing Point,Finished,-2.0,False
2020,Belgian Grand Prix,RAI,1,44,1,RAI,16.0,12.0,Alfa Romeo Racing,Finished,4.0,True
2020,Belgian Grand Prix,RIC,1,44,1,RIC,4.0,4.0,Renault,Finished,0.0,False
2020,Belgian Grand Prix,RUS,0,10,0,RUS,15.0,19.0,Williams,Debris,-4.0,False
2020,Belgian Grand Prix,STR,1,44,1,STR,9.0,9.0,Racing Point,Finished,0.0,False
2020,Belgian Grand Prix,VER,1,44,1,VER,3.0,3.0,Red Bull Racing,Finished,0.0,False
2020,Belgian Grand Prix,VET,1,44,1,VET,14.0,13.0,Ferrari,Finished,1.0,True
2020,British Grand Prix,ALB,2,52,2,ALB,12.0,8.0,Red Bull Racing,Finished,4.0,True
2020,British Grand Prix,BOT,2,52,2,BOT,2.0,11.0,Mercedes,Finished,-9.0,False
2020,British Grand Prix,GAS,1,52,1,GAS,11.0,7.0,AlphaTauri,Finished,4.0,True
2020,British Grand Prix,GIO,1,52,1,GIO,15.0,14.0,Alfa Romeo Racing,Finished,1.0,True
2020,British Grand Prix,GRO,1,52,1,GRO,17.0,16.0,Haas F1 Team,Finished,1.0,True
2020,British Grand Prix,HAM,1,52,1,HAM,1.0,1.0,Mercedes,Finished,0.0,False
2020,British Grand Prix,KVY,0,12,0,KVY,19.0,18.0,AlphaTauri,Accident,1.0,True
2020,British Grand Prix,LAT,1,52,1,LAT,18.0,15.0,Williams,Finished,3.0,True
2020,British Grand Prix,LEC,1,52,1,LEC,4.0,3.0,Ferrari,Finished,1.0,True
2020,British Grand Prix,MAG,0,2,0,MAG,14.0,19.0,Haas F1 Team,Collision,-5.0,False
2020,British Grand Prix,NOR,1,52,1,NOR,5.0,5.0,McLaren,Finished,0.0,False
2020,British Grand Prix,OCO,1,52,1,OCO,9.0,6.0,Renault,Finished,3.0,True
2020,British Grand Prix,RAI,2,51,2,RAI,16.0,17.0,Alfa Romeo Racing,+1 Lap,-1.0,False
2020,British Grand Prix,RIC,1,52,1,RIC,8.0,4.0,Renault,Finished,4.0,True
2020,British Grand Prix,RUS,1,52,1,RUS,20.0,12.0,Williams,Finished,8.0,True
2020,British Grand Prix,SAI,2,52,2,SAI,7.0,13.0,McLaren,Finished,-6.0,False
2020,British Grand Prix,STR,1,52,1,STR,6.0,9.0,Racing Point,Finished,-3.0,False
2020,British Grand Prix,VER,2,52,2,VER,3.0,2.0,Red Bull Racing,Finished,1.0,True
2020,British Grand Prix,VET,1,52,1,VET,10.0,10.0,Ferrari,Finished,0.0,False
2020,Eifel Grand Prix,ALB,2,23,2,ALB,5.0,17.0,Red Bull Racing,Radiator,-12.0,False
2020,Eifel Grand Prix,BOT,2,18,2,BOT,1.0,19.0,Mercedes,Power Unit,-18.0,False
2020,Eifel Grand Prix,GAS,2,60,2,GAS,12.0,6.0,AlphaTauri,Finished,6.0,True
2020,Eifel Grand Prix,GIO,2,60,2,GIO,14.0,10.0,Alfa Romeo Racing,Finished,4.0,True
2020,Eifel Grand Prix,GRO,1,60,1,GRO,16.0,9.0,Haas F1 Team,Finished,7.0,True
2020,Eifel Grand Prix,HAM,2,60,2,HAM,2.0,1.0,Mercedes,Finished,1.0,True
2020,Eifel Grand Prix,HUL,2,60,2,HUL,20.0,8.0,Racing Point,Finished,12.0,True
2020,Eifel Grand Prix,KVY,2,60,2,KVY,13.0,15.0,AlphaTauri,Finished,-2.0,False
2020,Eifel Grand Prix,LAT,2,60,2,LAT,18.0,14.0,Williams,Finished,4.0,True
2020,Eifel Grand Prix,LEC,2,60,2,LEC,4.0,7.0,Ferrari,Finished,-3.0,False
2020,Eifel Grand Prix,MAG,2,60,2,MAG,15.0,13.0,Haas F1 Team,Finished,2.0,True
2020,Eifel Grand Prix,NOR,1,43,1,NOR,8.0,16.0,McLaren,Power Unit,-8.0,False
2020,Eifel Grand Prix,OCO,1,22,1,OCO,7.0,18.0,Renault,Gearbox,-11.0,False
2020,Eifel Grand Prix,PER,2,60,2,PER,9.0,4.0,Racing Point,Finished,5.0,True
2020,Eifel Grand Prix,RAI,2,60,2,RAI,19.0,12.0,Alfa Romeo Racing,Finished,7.0,True
2020,Eifel Grand Prix,RIC,2,60,2,RIC,6.0,3.0,Renault,Finished,3.0,True
2020,Eifel Grand Prix,RUS,1,13,1,RUS,17.0,20.0,Williams,Collision,-3.0,False
2020,Eifel Grand Prix,SAI,2,60,2,SAI,10.0,5.0,McLaren,Finished,5.0,True
2020,Eifel Grand Prix,VER,2,60,2,VER,3.0,2.0,Red Bull Racing,Finished,1.0,True
2020,Eifel Grand Prix,VET,2,60,2,VET,11.0,11.0,Ferrari,Finished,0.0,False
2020,Emilia Romagna Grand Prix,ALB,2,63,2,ALB,6.0,15.0,Red Bull Racing,Finished,-9.0,False
