RaceYear,RaceName,Driver,Stint,Compound,stint_laps_sampled,early_stint_median_loss,late_stint_median_loss,pace_fade_seconds
2018,Australian Grand Prix,LEC,3,ULTRASOFT,27,2.239999999999995,0.24200000000000443,-1.9979999999999905
2018,Australian Grand Prix,MAG,1,ULTRASOFT,17,1.0429999999999922,0.28599999999998715,-0.757000000000005
2018,Australian Grand Prix,OCO,1,ULTRASOFT,18,1.3939999999999912,0.06599999999998829,-1.328000000000003
2018,Australian Grand Prix,OCO,2,SOFT,27,2.9180000000000064,0.3689999999999998,-2.5490000000000066
2018,Australian Grand Prix,PER,1,ULTRASOFT,19,1.3170000000000073,0.4240000000000066,-0.8930000000000007
2018,Australian Grand Prix,PER,2,SOFT,27,2.7680000000000007,0.7049999999999983,-2.0630000000000024
2018,Australian Grand Prix,RAI,1,ULTRASOFT,12,1.9620000000000033,0.23399999999999466,-1.7280000000000086
2018,Australian Grand Prix,RAI,2,SOFT,33,2.3900000000000006,0.17300000000000182,-2.2169999999999987
2018,Australian Grand Prix,RIC,1,SUPERSOFT,21,2.591000000000008,1.1740000000000066,-1.4170000000000016
2018,Australian Grand Prix,RIC,2,SOFT,27,2.0390000000000015,0.48400000000000887,-1.5549999999999926
2018,Australian Grand Prix,SAI,1,ULTRASOFT,17,2.076999999999998,0.387999999999991,-1.6890000000000072
2018,Australian Grand Prix,SAI,2,SOFT,28,2.2069999999999936,0.1599999999999966,-2.046999999999997
2018,Australian Grand Prix,STR,1,SUPERSOFT,20,1.445999999999998,0.1419999999999959,-1.304000000000002
2018,Australian Grand Prix,STR,3,ULTRASOFT,27,2.4680000000000035,0.17799999999999727,-2.2900000000000063
2018,Australian Grand Prix,VAN,1,ULTRASOFT,20,1.7909999999999968,0.6599999999999966,-1.1310000000000002
2018,Australian Grand Prix,VAN,2,SUPERSOFT,27,2.6170000000000044,0.13299999999999557,-2.484000000000009
2018,Australian Grand Prix,VER,1,SUPERSOFT,16,0.8269999999999982,0.3649999999999949,-0.4620000000000033
2018,Australian Grand Prix,VER,2,SOFT,29,1.5560000000000116,0.18200000000000216,-1.3740000000000094
2018,Australian Grand Prix,VET,1,ULTRASOFT,20,1.9320000000000022,0.708999999999989,-1.2230000000000132
2018,Australian Grand Prix,VET,2,SOFT,27,1.4200000000000017,0.7670000000000101,-0.6529999999999916
2018,Austrian Grand Prix,ALO,1,SUPERSOFT,12,0.8640000000000043,0.09700000000000841,-0.7669999999999959
2018,Austrian Grand Prix,ALO,2,SOFT,54,1.5769999999999982,0.025000000000005684,-1.5519999999999925
2018,Austrian Grand Prix,BOT,1,SUPERSOFT,12,0.695999999999998,0.17799999999999727,-0.5180000000000007
2018,Austrian Grand Prix,ERI,1,SOFT,40,2.2420000000000044,0.2120000000000033,-2.030000000000001
2018,Austrian Grand Prix,ERI,2,SUPERSOFT,24,0.5790000000000077,0.4380000000000024,-0.14100000000000534
2018,Austrian Grand Prix,GAS,1,SUPERSOFT,12,0.6170000000000044,0.07500000000000284,-0.5420000000000016
2018,Austrian Grand Prix,GAS,2,SOFT,54,0.5769999999999982,0.9110000000000014,0.3340000000000032
2018,Austrian Grand Prix,GRO,1,ULTRASOFT,13,1.3829999999999956,0.28600000000000136,-1.0969999999999942
2018,Austrian Grand Prix,GRO,2,SOFT,54,0.6170000000000044,0.10500000000000398,-0.5120000000000005
2018,Austrian Grand Prix,HAM,1,SUPERSOFT,20,0.9829999999999899,0.2639999999999958,-0.7189999999999941
2018,Austrian Grand Prix,HAM,2,SOFT,25,0.28600000000000136,0.5729999999999933,0.28699999999999193
2018,Austrian Grand Prix,HAM,3,SUPERSOFT,9,0.3299999999999983,0.9629999999999939,0.6329999999999956
2018,Austrian Grand Prix,HAR,1,SUPERSOFT,49,2.549999999999997,0.38299999999999557,-2.1670000000000016
2018,Austrian Grand Prix,HUL,1,ULTRASOFT,10,1.0799999999999983,0.19899999999999807,-0.8810000000000002
2018,Austrian Grand Prix,LEC,1,SUPERSOFT,10,0.20900000000000318,0.4060000000000059,0.19700000000000273
2018,Austrian Grand Prix,LEC,2,SOFT,54,0.6689999999999969,0.15500000000000114,-0.5139999999999958
2018,Austrian Grand Prix,MAG,1,ULTRASOFT,24,2.2139999999999986,0.07500000000000284,-2.138999999999996
2018,Austrian Grand Prix,MAG,2,SOFT,41,0.39100000000000534,0.09000000000000341,-0.30100000000000193
2018,Austrian Grand Prix,OCO,1,SUPERSOFT,13,1.063999999999993,0.04399999999999693,-1.019999999999996
2018,Austrian Grand Prix,OCO,2,SOFT,54,0.953000000000003,0.362000000000009,-0.590999999999994
2018,Austrian Grand Prix,PER,1,SUPERSOFT,23,2.3149999999999977,0.036000000000001364,-2.2789999999999964
2018,Austrian Grand Prix,PER,2,SOFT,42,0.7869999999999919,1.161999999999992,0.375
2018,Austrian Grand Prix,RAI,1,ULTRASOFT,13,0.9370000000000118,0.284000000000006,-0.6530000000000058
2018,Austrian Grand Prix,RAI,2,SOFT,55,1.4520000000000124,0.2600000000000051,-1.1920000000000073
2018,Austrian Grand Prix,RIC,1,SUPERSOFT,13,1.2129999999999939,0.22999999999998977,-0.9830000000000041
2018,Austrian Grand Prix,RIC,2,SOFT,21,0.11800000000000921,0.6150000000000091,0.4969999999999999
2018,Austrian Grand Prix,RIC,3,SUPERSOFT,14,1.0370000000000061,0.7670000000000101,-0.269999999999996
2018,Austrian Grand Prix,SAI,1,ULTRASOFT,12,0.9570000000000078,0.17200000000001125,-0.7849999999999966
2018,Austrian Grand Prix,SAI,2,SOFT,17,0.44000000000001194,2.155000000000001,1.7149999999999892
2018,Austrian Grand Prix,SAI,3,SUPERSOFT,35,0.3990000000000009,1.1529999999999916,0.7539999999999907
2018,Austrian Grand Prix,SIR,1,SUPERSOFT,19,1.4140000000000015,0.30800000000000693,-1.1059999999999945
2018,Austrian Grand Prix,SIR,2,SOFT,34,0.28999999999999204,1.5720000000000027,1.2820000000000107
2018,Austrian Grand Prix,SIR,3,ULTRASOFT,8,0.2259999999999991,0.14499999999999602,-0.08100000000000307
2018,Austrian Grand Prix,STR,1,ULTRASOFT,12,0.8939999999999912,0.10299999999999443,-0.7909999999999968
2018,Austrian Grand Prix,STR,2,SOFT,48,0.7719999999999914,0.6829999999999927,-0.08899999999999864
2018,Austrian Grand Prix,VAN,2,SOFT,35,1.0730000000000075,0.05100000000000193,-1.0220000000000056
2018,Austrian Grand Prix,VAN,3,SOFT,23,0.4089999999999918,0.5489999999999924,0.14000000000000057
2018,Austrian Grand Prix,VER,1,SUPERSOFT,13,0.6830000000000069,0.17300000000000182,-0.5100000000000051
2018,Austrian Grand Prix,VER,2,SOFT,55,1.2450000000000045,0.007000000000005002,-1.2379999999999995
2018,Austrian Grand Prix,VET,1,ULTRASOFT,13,1.6530000000000058,0.0969999999999942,-1.5560000000000116
2018,Austrian Grand Prix,VET,2,SOFT,55,1.413000000000011,0.1010000000000133,-1.3119999999999976
2018,Azerbaijan Grand Prix,ALO,2,SOFT,34,7.109000000000009,0.472999999999999,-6.63600000000001
2018,Azerbaijan Grand Prix,BOT,1,SUPERSOFT,34,5.989999999999995,0.3049999999999926,-5.685000000000002
2018,Azerbaijan Grand Prix,ERI,2,SOFT,12,4.655000000000001,0.5229999999999961,-4.132000000000005
2018,Azerbaijan Grand Prix,ERI,3,ULTRASOFT,16,1.0849999999999937,0.507000000000005,-0.5779999999999887
2018,Azerbaijan Grand Prix,GAS,1,ULTRASOFT,6,0.7459999999999951,0.7339999999999947,-0.012000000000000455
2018,Azerbaijan Grand Prix,GAS,2,SOFT,25,2.983000000000004,1.046999999999997,-1.936000000000007
2018,Azerbaijan Grand Prix,GRO,2,SUPERSOFT,34,6.189999999999998,0.44899999999999807,-5.741
2018,Azerbaijan Grand Prix,HAM,1,SUPERSOFT,16,3.7419999999999902,0.19499999999999318,-3.546999999999997
2018,Azerbaijan Grand Prix,HAM,2,SOFT,16,1.1699999999999875,0.16599999999999682,-1.0039999999999907
2018,Azerbaijan Grand Prix,HAR,2,ULTRASOFT,15,3.953000000000003,0.1570000000000107,-3.7959999999999923
2018,Azerbaijan Grand Prix,HAR,3,SUPERSOFT,15,1.1439999999999912,0.12699999999999534,-1.016999999999996
2018,Azerbaijan Grand Prix,LEC,1,SUPERSOFT,18,4.575999999999993,0.25499999999999545,-4.320999999999998
2018,Azerbaijan Grand Prix,LEC,2,SOFT,14,0.3459999999999894,0.17099999999999227,-0.17499999999999716
2018,Azerbaijan Grand Prix,MAG,2,SOFT,32,6.587000000000003,0.5030000000000001,-6.084000000000003
2018,Azerbaijan Grand Prix,PER,2,SOFT,34,6.114999999999995,0.07299999999999329,-6.042000000000002
2018,Azerbaijan Grand Prix,RAI,2,SOFT,34,5.869,0.19000000000001194,-5.678999999999988
2018,Azerbaijan Grand Prix,RIC,1,SUPERSOFT,31,7.2250000000000085,0.7630000000000052,-6.462000000000003
2018,Azerbaijan Grand Prix,SAI,1,ULTRASOFT,8,2.8759999999999906,0.6929999999999978,-2.1829999999999927
2018,Azerbaijan Grand Prix,SAI,2,SOFT,23,1.2199999999999989,0.27599999999999625,-0.9440000000000026
2018,Azerbaijan Grand Prix,STR,1,SUPERSOFT,17,4.082999999999998,0.37999999999999545,-3.703000000000003
2018,Azerbaijan Grand Prix,STR,2,SOFT,15,1.0460000000000065,0.17600000000000193,-0.8700000000000045
2018,Azerbaijan Grand Prix,VAN,1,SUPERSOFT,11,4.63300000000001,0.1980000000000075,-4.435000000000002
2018,Azerbaijan Grand Prix,VAN,2,SOFT,6,0.5730000000000075,0.49900000000000944,-0.07399999999999807
2018,Azerbaijan Grand Prix,VAN,3,ULTRASOFT,12,0.25199999999999534,3.0039999999999907,2.7519999999999953
2018,Azerbaijan Grand Prix,VER,1,SUPERSOFT,32,6.109999999999999,0.8709999999999951,-5.239000000000004
2018,Azerbaijan Grand Prix,VET,1,SUPERSOFT,24,3.38900000000001,0.4230000000000018,-2.966000000000008
2018,Azerbaijan Grand Prix,VET,2,SOFT,8,0.7680000000000007,0.3359999999999985,-0.43200000000000216
2018,Bahrain Grand Prix,ALO,1,SOFT,7,0.472999999999999,0.05200000000000671,-0.42099999999999227
2018,Bahrain Grand Prix,ALO,2,MEDIUM,23,0.5510000000000019,0.0379999999999967,-0.5130000000000052
2018,Bahrain Grand Prix,ALO,3,SUPERSOFT,16,1.3269999999999982,0.8029999999999973,-0.5240000000000009
2018,Bahrain Grand Prix,BOT,1,SUPERSOFT,14,0.06400000000000716,0.6330000000000098,0.5690000000000026
2018,Bahrain Grand Prix,BOT,2,MEDIUM,36,0.8460000000000036,2.6240000000000094,1.7780000000000058
2018,Bahrain Grand Prix,ERI,1,SOFT,16,0.3569999999999993,0.24200000000000443,-0.11499999999999488
2018,Bahrain Grand Prix,ERI,2,MEDIUM,32,0.367999999999995,1.5139999999999958,1.1460000000000008
2018,Bahrain Grand Prix,GAS,1,SUPERSOFT,9,0.09499999999999886,0.2220000000000084,0.12700000000000955
2018,Bahrain Grand Prix,GAS,2,SOFT,17,0.6780000000000115,0.8360000000000127,0.15800000000000125
2018,Bahrain Grand Prix,GAS,3,SUPERSOFT,22,0.2600000000000051,0.45000000000000284,0.18999999999999773
2018,Bahrain Grand Prix,GRO,1,SUPERSOFT,11,0.36099999999999,0.5939999999999941,0.2330000000000041
2018,Bahrain Grand Prix,GRO,2,SOFT,10,0.8259999999999934,1.1069999999999993,0.2810000000000059
2018,Bahrain Grand Prix,GRO,3,SUPERSOFT,13,1.0699999999999932,3.4949999999999903,2.424999999999997
2018,Bahrain Grand Prix,GRO,4,SUPERSOFT,10,0.4380000000000024,1.4129999999999967,0.9749999999999943
2018,Bahrain Grand Prix,HAM,1,SOFT,20,1.1149999999999949,0.9369999999999976,-0.17799999999999727
2018,Bahrain Grand Prix,HAM,2,MEDIUM,30,0.32099999999999795,0.605000000000004,0.284000000000006
2018,Bahrain Grand Prix,HAR,1,SUPERSOFT,13,0.055999999999997385,0.09300000000000352,0.03700000000000614
2018,Bahrain Grand Prix,HAR,2,SOFT,20,0.3579999999999899,2.2890000000000015,1.9310000000000116
2018,Bahrain Grand Prix,HAR,3,SUPERSOFT,13,0.2890000000000015,3.2750000000000057,2.986000000000004
2018,Bahrain Grand Prix,HUL,1,SUPERSOFT,8,0.40500000000000114,0.21400000000001285,-0.1909999999999883
2018,Bahrain Grand Prix,HUL,2,SOFT,22,0.5109999999999957,1.2870000000000061,0.7760000000000105
2018,Bahrain Grand Prix,HUL,3,SUPERSOFT,17,0.7710000000000008,3.5279999999999916,2.756999999999991
2018,Bahrain Grand Prix,LEC,2,MEDIUM,27,0.2960000000000065,2.4690000000000083,2.173000000000002
2018,Bahrain Grand Prix,LEC,3,SUPERSOFT,21,0.3989999999999867,0.8499999999999943,0.4510000000000076
2018,Bahrain Grand Prix,MAG,1,SUPERSOFT,7,0.8610000000000042,0.2639999999999958,-0.5970000000000084
2018,Bahrain Grand Prix,MAG,2,SUPERSOFT,12,0.3119999999999976,0.1979999999999933,-0.11400000000000432
2018,Bahrain Grand Prix,MAG,3,SOFT,29,1.906000000000006,1.7590000000000003,-0.14700000000000557
2018,Bahrain Grand Prix,OCO,1,SUPERSOFT,8,0.7560000000000002,0.3130000000000024,-0.44299999999999784
2018,Bahrain Grand Prix,OCO,2,MEDIUM,18,1.5280000000000058,0.8520000000000039,-0.6760000000000019
2018,Bahrain Grand Prix,OCO,3,SOFT,20,0.1529999999999916,0.9679999999999893,0.8149999999999977
2018,Bahrain Grand Prix,PER,2,MEDIUM,20,1.4939999999999998,1.9810000000000088,0.487000000000009
2018,Bahrain Grand Prix,PER,3,SUPERSOFT,23,0.12299999999999045,3.3079999999999927,3.1850000000000023
2018,Bahrain Grand Prix,RAI,1,SUPERSOFT,13,0.049000000000006594,1.0030000000000001,0.9539999999999935
2018,Bahrain Grand Prix,RAI,2,SOFT,14,0.07399999999999807,0.8119999999999976,0.7379999999999995
2018,Bahrain Grand Prix,SAI,1,SUPERSOFT,9,0.09099999999999397,0.19599999999999795,0.10500000000000398
2018,Bahrain Grand Prix,SAI,2,SUPERSOFT,8,1.13900000000001,1.5900000000000034,0.4509999999999934
2018,Bahrain Grand Prix,SAI,3,SOFT,29,0.6599999999999966,2.844999999999999,2.1850000000000023
2018,Bahrain Grand Prix,SIR,1,SOFT,15,1.399000000000001,2.9070000000000107,1.5080000000000098
2018,Bahrain Grand Prix,SIR,2,MEDIUM,16,0.5930000000000035,0.9609999999999985,0.367999999999995
2018,Bahrain Grand Prix,SIR,3,SUPERSOFT,15,0.08299999999999841,3.1170000000000044,3.034000000000006
2018,Bahrain Grand Prix,STR,2,SUPERSOFT,17,0.7680000000000007,1.8070000000000022,1.0390000000000015
2018,Bahrain Grand Prix,STR,3,MEDIUM,25,0.29599999999999227,2.277000000000001,1.9810000000000088
2018,Bahrain Grand Prix,VAN,2,SOFT,15,0.9950000000000045,1.2140000000000128,0.2190000000000083
2018,Bahrain Grand Prix,VAN,3,MEDIUM,27,0.2360000000000042,0.9959999999999951,0.7599999999999909
2018,Bahrain Grand Prix,VET,1,SUPERSOFT,12,0.15200000000000102,1.125,0.972999999999999
2018,Bahrain Grand Prix,VET,2,SOFT,38,0.2079999999999984,2.171999999999997,1.9639999999999986
2018,Belgian Grand Prix,BOT,3,SUPERSOFT,24,5.536000000000001,0.23399999999999466,-5.302000000000007
2018,Belgian Grand Prix,BOT,4,SOFT,14,0.7249999999999943,1.3160000000000025,0.5910000000000082
2018,Belgian Grand Prix,ERI,2,SOFT,21,2.9339999999999975,0.23999999999999488,-2.6940000000000026
2018,Belgian Grand Prix,ERI,3,SUPERSOFT,16,0.688999999999993,0.6359999999999957,-0.05299999999999727
2018,Belgian Grand Prix,GAS,2,SUPERSOFT,20,2.1970000000000027,0.15000000000000568,-2.046999999999997
2018,Belgian Grand Prix,GAS,3,SOFT,18,0.2540000000000049,0.7750000000000057,0.5210000000000008
2018,Belgian Grand Prix,GRO,2,SUPERSOFT,18,1.6559999999999917,0.06499999999999773,-1.590999999999994
2018,Belgian Grand Prix,GRO,3,SUPERSOFT,20,0.695999999999998,0.6189999999999998,-0.07699999999999818
2018,Belgian Grand Prix,HAM,2,SUPERSOFT,16,1.2890000000000015,0.5280000000000058,-0.7609999999999957
2018,Belgian Grand Prix,HAM,3,SOFT,22,0.1349999999999909,2.138999999999996,2.004000000000005
2018,Belgian Grand Prix,HAR,2,SOFT,26,4.388999999999996,0.9050000000000011,-3.4839999999999947
2018,Belgian Grand Prix,HAR,3,SUPERSOFT,11,0.44299999999999784,0.46299999999999386,0.01999999999999602
2018,Belgian Grand Prix,MAG,2,SUPERSOFT,21,2.0999999999999943,0.4549999999999983,-1.644999999999996
2018,Belgian Grand Prix,MAG,3,SUPERSOFT,17,0.30700000000000216,0.3710000000000093,0.06400000000000716
2018,Belgian Grand Prix,OCO,2,SUPERSOFT,19,1.7519999999999953,0.23999999999999488,-1.5120000000000005
2018,Belgian Grand Prix,OCO,3,SOFT,19,0.8389999999999986,0.5039999999999907,-0.33500000000000796
2018,Belgian Grand Prix,PER,2,SUPERSOFT,20,1.3589999999999947,0.09999999999999432,-1.2590000000000003
2018,Belgian Grand Prix,PER,3,SOFT,18,0.7060000000000031,0.5760000000000076,-0.12999999999999545
2018,Belgian Grand Prix,RIC,2,SOFT,25,4.575999999999993,0.8279999999999887,-3.7480000000000047
2018,Belgian Grand Prix,SAI,2,MEDIUM,17,1.8299999999999983,0.0799999999999983,-1.75
2018,Belgian Grand Prix,SAI,3,SUPERSOFT,20,0.8610000000000042,0.7139999999999986,-0.14700000000000557
2018,Belgian Grand Prix,SIR,2,SOFT,19,2.100999999999999,0.13100000000000023,-1.9699999999999989
2018,Belgian Grand Prix,SIR,3,SUPERSOFT,18,0.29000000000000625,0.42499999999999716,0.1349999999999909
2018,Belgian Grand Prix,STR,2,SOFT,18,2.4369999999999976,0.03699999999999193,-2.4000000000000057
2018,Belgian Grand Prix,STR,3,SUPERSOFT,19,1.0779999999999887,0.3739999999999952,-0.7039999999999935
2018,Belgian Grand Prix,VAN,3,MEDIUM,23,3.728999999999999,0.7710000000000008,-2.9579999999999984
2018,Belgian Grand Prix,VAN,4,SUPERSOFT,14,0.7939999999999969,0.3639999999999901,-0.4300000000000068
2018,Belgian Grand Prix,VER,1,SUPERSOFT,21,3.0829999999999984,0.21999999999999886,-2.8629999999999995
2018,Belgian Grand Prix,VER,2,SOFT,17,0.40099999999999625,0.8799999999999955,0.4789999999999992
2018,Belgian Grand Prix,VET,2,SUPERSOFT,17,0.29599999999999227,0.382000000000005,0.08600000000001273
2018,Belgian Grand Prix,VET,3,SOFT,21,0.09899999999998954,0.9709999999999894,0.8719999999999999
2018,Brazilian Grand Prix,ALO,1,SOFT,13,0.730000000000004,0.7630000000000052,0.03300000000000125
2018,Brazilian Grand Prix,ALO,2,MEDIUM,37,0.3649999999999949,1.036999999999992,0.671999999999997
2018,Brazilian Grand Prix,ALO,3,SUPERSOFT,14,0.04599999999999227,2.2510000000000048,2.2050000000000125
2018,Brazilian Grand Prix,BOT,1,SUPERSOFT,16,0.33100000000000307,0.41500000000000625,0.08400000000000318
2018,Brazilian Grand Prix,BOT,2,MEDIUM,39,1.8160000000000025,0.09100000000000819,-1.7249999999999943
2018,Brazilian Grand Prix,BOT,3,SOFT,11,1.2099999999999937,0.7419999999999902,-0.4680000000000035
2018,Brazilian Grand Prix,ERI,1,SUPERSOFT,16,0.25900000000000034,1.4309999999999974,1.171999999999997
2018,Brazilian Grand Prix,GAS,1,SUPERSOFT,20,0.4900000000000091,0.5940000000000083,0.1039999999999992
2018,Brazilian Grand Prix,GAS,2,MEDIUM,47,0.9549999999999983,2.5799999999999983,1.625
2018,Brazilian Grand Prix,GRO,1,SUPERSOFT,30,0.8260000000000076,0.6569999999999965,-0.16900000000001114
2018,Brazilian Grand Prix,GRO,2,MEDIUM,38,0.8290000000000077,0.21699999999999875,-0.612000000000009
2018,Brazilian Grand Prix,HAM,1,SUPERSOFT,17,0.3149999999999977,0.007000000000005002,-0.3079999999999927
2018,Brazilian Grand Prix,HAM,2,MEDIUM,51,1.597999999999999,0.2360000000000042,-1.3619999999999948
2018,Brazilian Grand Prix,HAR,1,MEDIUM,47,2.0919999999999987,0.49799999999999045,-1.5940000000000083
2018,Brazilian Grand Prix,HAR,2,SUPERSOFT,20,0.028000000000005798,1.6539999999999964,1.6259999999999906
2018,Brazilian Grand Prix,HUL,1,SOFT,28,1.6550000000000011,0.06499999999999773,-1.5900000000000034
2018,Brazilian Grand Prix,LEC,1,SUPERSOFT,33,1.266999999999996,0.25199999999999534,-1.0150000000000006
2018,Brazilian Grand Prix,LEC,2,MEDIUM,35,0.9260000000000019,0.08400000000000318,-0.8419999999999987
2018,Brazilian Grand Prix,MAG,1,SOFT,39,1.597999999999999,0.5040000000000049,-1.093999999999994
2018,Brazilian Grand Prix,MAG,2,SUPERSOFT,29,0.7669999999999959,0.6020000000000039,-0.16499999999999204
2018,Brazilian Grand Prix,OCO,1,SOFT,38,1.6840000000000117,0.7590000000000003,-0.9250000000000114
2018,Brazilian Grand Prix,OCO,2,SUPERSOFT,15,0.9680000000000035,0.15900000000000603,-0.8089999999999975
2018,Brazilian Grand Prix,OCO,3,SUPERSOFT,12,0.554000000000002,0.48099999999999454,-0.0730000000000075
2018,Brazilian Grand Prix,PER,1,SUPERSOFT,37,1.2079999999999984,0.7590000000000003,-0.44899999999999807
2018,Brazilian Grand Prix,PER,2,SOFT,30,0.8000000000000114,0.7310000000000088,-0.06900000000000261
2018,Brazilian Grand Prix,RAI,1,SOFT,29,1.4989999999999952,0.0759999999999934,-1.4230000000000018
2018,Brazilian Grand Prix,RAI,2,MEDIUM,39,1.48599999999999,0.19299999999999784,-1.2929999999999922
2018,Brazilian Grand Prix,RIC,1,SUPERSOFT,37,1.6850000000000023,0.44299999999999784,-1.2420000000000044
2018,Brazilian Grand Prix,RIC,2,SOFT,31,1.668999999999997,0.6629999999999967,-1.0060000000000002
2018,Brazilian Grand Prix,SAI,1,SOFT,23,0.4240000000000066,0.1600000000000108,-0.2639999999999958
