RaceYear,RaceName,Driver,pit_stops,completed_laps,pit_stop_bucket
2023,Miami Grand Prix,HAM,1,57,1
2023,Miami Grand Prix,HUL,1,57,1
2023,Miami Grand Prix,LEC,1,57,1
2023,Miami Grand Prix,MAG,1,57,1
2023,Miami Grand Prix,NOR,1,57,1
2023,Miami Grand Prix,OCO,1,57,1
2023,Miami Grand Prix,PER,1,57,1
2023,Miami Grand Prix,PIA,1,56,1
2023,Miami Grand Prix,RUS,1,57,1
2023,Miami Grand Prix,SAI,1,57,1
2023,Miami Grand Prix,SAR,1,56,1
2023,Miami Grand Prix,STR,1,57,1
2023,Miami Grand Prix,TSU,1,57,1
2023,Miami Grand Prix,VER,1,57,1
2023,Miami Grand Prix,ZHO,1,57,1
2023,Monaco Grand Prix,ALB,2,77,2
2023,Monaco Grand Prix,ALO,2,78,2
2023,Monaco Grand Prix,BOT,1,77,1
2023,Monaco Grand Prix,DEV,1,77,1
2023,Monaco Grand Prix,GAS,2,78,2
2023,Monaco Grand Prix,HAM,2,78,2
2023,Monaco Grand Prix,HUL,3,76,3
2023,Monaco Grand Prix,LEC,2,78,2
2023,Monaco Grand Prix,MAG,2,71,2
2023,Monaco Grand Prix,NOR,2,77,2
2023,Monaco Grand Prix,OCO,2,78,2
2023,Monaco Grand Prix,PER,5,76,4+
2023,Monaco Grand Prix,PIA,1,77,1
2023,Monaco Grand Prix,RUS,1,78,1
2023,Monaco Grand Prix,SAI,2,78,2
2023,Monaco Grand Prix,SAR,3,76,3
2023,Monaco Grand Prix,STR,1,54,1
2023,Monaco Grand Prix,TSU,1,76,1
2023,Monaco Grand Prix,VER,1,78,1
2023,Monaco Grand Prix,ZHO,2,77,2
2023,Qatar Grand Prix,ALB,3,57,3
2023,Qatar Grand Prix,ALO,3,57,3
2023,Qatar Grand Prix,BOT,3,57,3
2023,Qatar Grand Prix,GAS,3,57,3
2023,Qatar Grand Prix,HAM,0,1,0
2023,Qatar Grand Prix,HUL,3,56,3
2023,Qatar Grand Prix,LAW,3,56,3
2023,Qatar Grand Prix,LEC,3,57,3
2023,Qatar Grand Prix,MAG,3,56,3
2023,Qatar Grand Prix,NOR,3,57,3
2023,Qatar Grand Prix,OCO,3,57,3
2023,Qatar Grand Prix,PER,3,57,3
2023,Qatar Grand Prix,PIA,3,57,3
2023,Qatar Grand Prix,RUS,4,57,4+
2023,Qatar Grand Prix,SAR,3,40,3
2023,Qatar Grand Prix,STR,3,57,3
2023,Qatar Grand Prix,TSU,3,56,3
2023,Qatar Grand Prix,VER,3,57,3
2023,Qatar Grand Prix,ZHO,3,57,3
2023,Saudi Arabian Grand Prix,ALB,2,27,2
2023,Saudi Arabian Grand Prix,ALO,1,50,1
2023,Saudi Arabian Grand Prix,BOT,3,49,3
2023,Saudi Arabian Grand Prix,DEV,1,50,1
2023,Saudi Arabian Grand Prix,GAS,1,50,1
2023,Saudi Arabian Grand Prix,HAM,1,50,1
2023,Saudi Arabian Grand Prix,HUL,1,50,1
2023,Saudi Arabian Grand Prix,LEC,1,50,1
2023,Saudi Arabian Grand Prix,MAG,1,50,1
2023,Saudi Arabian Grand Prix,NOR,2,50,2
2023,Saudi Arabian Grand Prix,OCO,1,50,1
2023,Saudi Arabian Grand Prix,PER,1,50,1
2023,Saudi Arabian Grand Prix,PIA,1,50,1
2023,Saudi Arabian Grand Prix,RUS,1,50,1
2023,Saudi Arabian Grand Prix,SAI,1,50,1
2023,Saudi Arabian Grand Prix,SAR,1,50,1
2023,Saudi Arabian Grand Prix,STR,1,17,1
2023,Saudi Arabian Grand Prix,TSU,1,50,1
2023,Saudi Arabian Grand Prix,VER,1,50,1
2023,Saudi Arabian Grand Prix,ZHO,2,50,2
2023,São Paulo Grand Prix,ALB,0,1,0
2023,São Paulo Grand Prix,ALO,4,71,4+
2023,São Paulo Grand Prix,BOT,4,39,4+
2023,São Paulo Grand Prix,GAS,4,71,4+
2023,São Paulo Grand Prix,HAM,4,71,4+
2023,São Paulo Grand Prix,HUL,4,70,4+
2023,São Paulo Grand Prix,MAG,0,1,0
2023,São Paulo Grand Prix,NOR,4,71,4+
2023,São Paulo Grand Prix,OCO,5,70,4+
2023,São Paulo Grand Prix,PER,4,71,4+
2023,São Paulo Grand Prix,PIA,4,69,4+
2023,São Paulo Grand Prix,RIC,4,70,4+
2023,São Paulo Grand Prix,RUS,5,57,4+
2023,São Paulo Grand Prix,SAI,4,71,4+
2023,São Paulo Grand Prix,SAR,4,70,4+
2023,São Paulo Grand Prix,STR,4,71,4+
2023,São Paulo Grand Prix,TSU,4,71,4+
2023,São Paulo Grand Prix,VER,4,71,4+
2023,São Paulo Grand Prix,ZHO,4,22,4+
2023,Singapore Grand Prix,ALB,2,62,2
2023,Singapore Grand Prix,ALO,2,62,2
2023,Singapore Grand Prix,BOT,1,52,1
2023,Singapore Grand Prix,GAS,1,62,1
2023,Singapore Grand Prix,HAM,2,62,2
2023,Singapore Grand Prix,HUL,1,62,1
2023,Singapore Grand Prix,LAW,1,62,1
2023,Singapore Grand Prix,LEC,1,62,1
2023,Singapore Grand Prix,MAG,2,62,2
2023,Singapore Grand Prix,NOR,1,62,1
2023,Singapore Grand Prix,OCO,1,43,1
2023,Singapore Grand Prix,PER,1,62,1
2023,Singapore Grand Prix,PIA,1,62,1
2023,Singapore Grand Prix,RUS,2,62,2
2023,Singapore Grand Prix,SAI,1,62,1
2023,Singapore Grand Prix,SAR,2,62,2
2023,Singapore Grand Prix,TSU,0,1,0
2023,Singapore Grand Prix,VER,1,62,1
2023,Singapore Grand Prix,ZHO,2,62,2
2023,Spanish Grand Prix,ALB,2,65,2
2023,Spanish Grand Prix,ALO,2,66,2
2023,Spanish Grand Prix,BOT,2,65,2
2023,Spanish Grand Prix,DEV,2,65,2
2023,Spanish Grand Prix,GAS,2,66,2
2023,Spanish Grand Prix,HAM,2,66,2
2023,Spanish Grand Prix,HUL,3,65,3
2023,Spanish Grand Prix,LEC,2,66,2
2023,Spanish Grand Prix,MAG,3,65,3
2023,Spanish Grand Prix,NOR,3,65,3
2023,Spanish Grand Prix,OCO,2,66,2
2023,Spanish Grand Prix,PER,2,66,2
2023,Spanish Grand Prix,PIA,2,65,2
2023,Spanish Grand Prix,RUS,2,66,2
2023,Spanish Grand Prix,SAI,2,66,2
2023,Spanish Grand Prix,SAR,2,65,2
2023,Spanish Grand Prix,STR,2,66,2
2023,Spanish Grand Prix,TSU,2,66,2
2023,Spanish Grand Prix,VER,2,66,2
2023,Spanish Grand Prix,ZHO,2,66,2
2023,United States Grand Prix,ALB,2,56,2
2023,United States Grand Prix,ALO,3,49,3
2023,United States Grand Prix,BOT,2,56,2
2023,United States Grand Prix,GAS,2,56,2
2023,United States Grand Prix,HAM,2,56,2
2023,United States Grand Prix,HUL,2,56,2
2023,United States Grand Prix,LEC,1,56,1
2023,United States Grand Prix,MAG,2,55,2
2023,United States Grand Prix,NOR,2,56,2
2023,United States Grand Prix,OCO,1,6,1
2023,United States Grand Prix,PER,2,56,2
2023,United States Grand Prix,PIA,1,10,1
2023,United States Grand Prix,RIC,2,55,2
2023,United States Grand Prix,RUS,2,56,2
2023,United States Grand Prix,SAI,2,56,2
2023,United States Grand Prix,SAR,2,56,2
2023,United States Grand Prix,STR,2,56,2
2023,United States Grand Prix,TSU,3,56,3
2023,United States Grand Prix,VER,2,56,2
2023,United States Grand Prix,ZHO,2,55,2
2024,Abu Dhabi Grand Prix,ALB,1,57,1
2024,Abu Dhabi Grand Prix,ALO,2,58,2
2024,Abu Dhabi Grand Prix,BOT,2,30,2
2024,Abu Dhabi Grand Prix,COL,2,26,2
2024,Abu Dhabi Grand Prix,DOO,1,57,1
2024,Abu Dhabi Grand Prix,GAS,1,58,1
2024,Abu Dhabi Grand Prix,HAM,1,58,1
2024,Abu Dhabi Grand Prix,HUL,1,58,1
2024,Abu Dhabi Grand Prix,LAW,3,56,3
2024,Abu Dhabi Grand Prix,LEC,1,58,1
2024,Abu Dhabi Grand Prix,MAG,4,57,4+
2024,Abu Dhabi Grand Prix,NOR,1,58,1
2024,Abu Dhabi Grand Prix,PER,0,1,0
2024,Abu Dhabi Grand Prix,PIA,2,58,2
2024,Abu Dhabi Grand Prix,RUS,1,58,1
2024,Abu Dhabi Grand Prix,SAI,1,58,1
2024,Abu Dhabi Grand Prix,STR,2,57,2
2024,Abu Dhabi Grand Prix,TSU,1,57,1
2024,Abu Dhabi Grand Prix,VER,1,58,1
2024,Abu Dhabi Grand Prix,ZHO,2,57,2
2024,Australian Grand Prix,ALB,2,57,2
2024,Australian Grand Prix,ALO,2,58,2
2024,Australian Grand Prix,BOT,2,57,2
2024,Australian Grand Prix,GAS,2,57,2
2024,Australian Grand Prix,HAM,1,16,1
2024,Australian Grand Prix,HUL,2,58,2
2024,Australian Grand Prix,LEC,2,58,2
2024,Australian Grand Prix,MAG,2,57,2
2024,Australian Grand Prix,NOR,2,58,2
2024,Australian Grand Prix,OCO,3,57,3
2024,Australian Grand Prix,PER,2,58,2
2024,Australian Grand Prix,PIA,2,58,2
2024,Australian Grand Prix,RIC,2,57,2
2024,Australian Grand Prix,RUS,2,57,2
2024,Australian Grand Prix,SAI,2,58,2
2024,Australian Grand Prix,STR,2,58,2
2024,Australian Grand Prix,TSU,2,58,2
2024,Australian Grand Prix,VER,1,4,1
2024,Australian Grand Prix,ZHO,2,57,2
2024,Austrian Grand Prix,ALB,2,70,2
2024,Austrian Grand Prix,ALO,3,70,3
2024,Austrian Grand Prix,BOT,2,70,2
2024,Austrian Grand Prix,GAS,2,71,2
2024,Austrian Grand Prix,HAM,2,71,2
2024,Austrian Grand Prix,HUL,2,71,2
2024,Austrian Grand Prix,LEC,4,71,4+
2024,Austrian Grand Prix,MAG,2,71,2
2024,Austrian Grand Prix,NOR,3,64,3
2024,Austrian Grand Prix,OCO,2,71,2
2024,Austrian Grand Prix,PER,2,71,2
2024,Austrian Grand Prix,PIA,2,71,2
2024,Austrian Grand Prix,RIC,2,71,2
2024,Austrian Grand Prix,RUS,2,71,2
2024,Austrian Grand Prix,SAI,2,71,2
2024,Austrian Grand Prix,SAR,3,69,3
2024,Austrian Grand Prix,STR,2,70,2
2024,Austrian Grand Prix,TSU,2,70,2
2024,Austrian Grand Prix,VER,3,71,3
2024,Austrian Grand Prix,ZHO,2,70,2
2024,Azerbaijan Grand Prix,ALB,1,51,1
2024,Azerbaijan Grand Prix,ALO,1,51,1
2024,Azerbaijan Grand Prix,BEA,1,51,1
2024,Azerbaijan Grand Prix,BOT,1,50,1
2024,Azerbaijan Grand Prix,COL,1,51,1
2024,Azerbaijan Grand Prix,GAS,1,51,1
2024,Azerbaijan Grand Prix,HAM,1,51,1
2024,Azerbaijan Grand Prix,HUL,1,51,1
2024,Azerbaijan Grand Prix,LEC,1,51,1
2024,Azerbaijan Grand Prix,NOR,1,51,1
2024,Azerbaijan Grand Prix,OCO,1,50,1
2024,Azerbaijan Grand Prix,PER,1,50,1
2024,Azerbaijan Grand Prix,PIA,1,51,1
2024,Azerbaijan Grand Prix,RIC,1,51,1
2024,Azerbaijan Grand Prix,RUS,1,51,1
2024,Azerbaijan Grand Prix,SAI,1,50,1
2024,Azerbaijan Grand Prix,STR,3,45,3
2024,Azerbaijan Grand Prix,TSU,2,14,2
2024,Azerbaijan Grand Prix,VER,2,51,2
2024,Azerbaijan Grand Prix,ZHO,1,51,1
2024,Bahrain Grand Prix,ALB,2,56,2
2024,Bahrain Grand Prix,ALO,2,57,2
2024,Bahrain Grand Prix,BOT,2,56,2
2024,Bahrain Grand Prix,GAS,3,56,3
2024,Bahrain Grand Prix,HAM,2,57,2
2024,Bahrain Grand Prix,HUL,3,56,3
2024,Bahrain Grand Prix,LEC,2,57,2
2024,Bahrain Grand Prix,MAG,2,56,2
2024,Bahrain Grand Prix,NOR,2,57,2
2024,Bahrain Grand Prix,OCO,2,56,2
2024,Bahrain Grand Prix,PER,2,57,2
2024,Bahrain Grand Prix,PIA,2,57,2
2024,Bahrain Grand Prix,RIC,2,56,2
2024,Bahrain Grand Prix,RUS,2,57,2
2024,Bahrain Grand Prix,SAI,2,57,2
2024,Bahrain Grand Prix,SAR,3,55,3
2024,Bahrain Grand Prix,STR,2,57,2
2024,Bahrain Grand Prix,TSU,2,56,2
2024,Bahrain Grand Prix,VER,2,57,2
2024,Bahrain Grand Prix,ZHO,2,56,2
2024,Belgian Grand Prix,ALB,2,44,2
2024,Belgian Grand Prix,ALO,1,44,1
2024,Belgian Grand Prix,BOT,2,44,2
2024,Belgian Grand Prix,GAS,2,44,2
2024,Belgian Grand Prix,HAM,2,44,2
2024,Belgian Grand Prix,HUL,2,44,2
2024,Belgian Grand Prix,LEC,2,44,2
2024,Belgian Grand Prix,MAG,1,44,1
2024,Belgian Grand Prix,NOR,2,44,2
2024,Belgian Grand Prix,OCO,2,44,2
2024,Belgian Grand Prix,PER,3,44,3
2024,Belgian Grand Prix,PIA,2,44,2
2024,Belgian Grand Prix,RIC,2,44,2
2024,Belgian Grand Prix,RUS,1,44,1
2024,Belgian Grand Prix,SAI,2,44,2
2024,Belgian Grand Prix,SAR,2,44,2
2024,Belgian Grand Prix,STR,1,44,1
2024,Belgian Grand Prix,TSU,1,44,1
2024,Belgian Grand Prix,VER,2,44,2
2024,Belgian Grand Prix,ZHO,1,5,1
2024,British Grand Prix,ALB,2,52,2
2024,British Grand Prix,ALO,2,52,2
2024,British Grand Prix,BOT,2,51,2
2024,British Grand Prix,HAM,2,52,2
2024,British Grand Prix,HUL,2,52,2
2024,British Grand Prix,LEC,3,51,3
2024,British Grand Prix,MAG,2,52,2
2024,British Grand Prix,NOR,2,52,2
2024,British Grand Prix,OCO,4,50,4+
2024,British Grand Prix,PER,4,50,4+
2024,British Grand Prix,PIA,2,52,2
2024,British Grand Prix,RIC,2,51,2
2024,British Grand Prix,RUS,2,33,2
2024,British Grand Prix,SAI,3,52,3
2024,British Grand Prix,SAR,2,52,2
2024,British Grand Prix,STR,2,52,2
2024,British Grand Prix,TSU,2,52,2
2024,British Grand Prix,VER,2,52,2
2024,British Grand Prix,ZHO,4,50,4+
2024,Canadian Grand Prix,ALB,2,53,2
2024,Canadian Grand Prix,ALO,2,70,2
2024,Canadian Grand Prix,BOT,1,70,1
2024,Canadian Grand Prix,GAS,2,70,2
2024,Canadian Grand Prix,HAM,3,70,3
2024,Canadian Grand Prix,HUL,3,70,3
2024,Canadian Grand Prix,LEC,4,41,4+
2024,Canadian Grand Prix,MAG,4,70,4+
2024,Canadian Grand Prix,NOR,2,70,2
2024,Canadian Grand Prix,OCO,1,70,1
2024,Canadian Grand Prix,PER,3,52,3
2024,Canadian Grand Prix,PIA,2,70,2
2024,Canadian Grand Prix,RIC,2,70,2
2024,Canadian Grand Prix,RUS,3,70,3
2024,Canadian Grand Prix,SAI,3,53,3
2024,Canadian Grand Prix,SAR,0,24,0
2024,Canadian Grand Prix,STR,2,70,2
2024,Canadian Grand Prix,TSU,1,70,1
2024,Canadian Grand Prix,VER,2,70,2
2024,Canadian Grand Prix,ZHO,3,69,3
2024,Chinese Grand Prix,ALB,2,56,2
2024,Chinese Grand Prix,ALO,3,56,3
2024,Chinese Grand Prix,BOT,1,20,1
2024,Chinese Grand Prix,GAS,3,56,3
2024,Chinese Grand Prix,HAM,2,56,2
2024,Chinese Grand Prix,HUL,2,56,2
2024,Chinese Grand Prix,LEC,1,56,1
2024,Chinese Grand Prix,MAG,2,56,2
2024,Chinese Grand Prix,NOR,1,56,1
2024,Chinese Grand Prix,OCO,2,56,2
2024,Chinese Grand Prix,PER,2,56,2
2024,Chinese Grand Prix,PIA,2,56,2
2024,Chinese Grand Prix,RIC,2,33,2
2024,Chinese Grand Prix,RUS,2,56,2
2024,Chinese Grand Prix,SAI,1,56,1
2024,Chinese Grand Prix,SAR,2,56,2
2024,Chinese Grand Prix,STR,4,56,4+
2024,Chinese Grand Prix,TSU,2,27,2
2024,Chinese Grand Prix,VER,2,56,2
2024,Chinese Grand Prix,ZHO,3,56,3
2024,Dutch Grand Prix,ALB,2,71,2
2024,Dutch Grand Prix,ALO,1,71,1
2024,Dutch Grand Prix,BOT,2,70,2
2024,Dutch Grand Prix,GAS,1,71,1
2024,Dutch Grand Prix,HAM,2,72,2
2024,Dutch Grand Prix,HUL,1,71,1
2024,Dutch Grand Prix,LEC,1,72,1
2024,Dutch Grand Prix,MAG,1,71,1
2024,Dutch Grand Prix,NOR,1,72,1
2024,Dutch Grand Prix,OCO,1,71,1
2024,Dutch Grand Prix,PER,1,72,1
2024,Dutch Grand Prix,PIA,1,72,1
2024,Dutch Grand Prix,RIC,1,71,1
2024,Dutch Grand Prix,RUS,2,72,2
2024,Dutch Grand Prix,SAI,1,72,1
2024,Dutch Grand Prix,SAR,1,71,1
2024,Dutch Grand Prix,STR,1,71,1
2024,Dutch Grand Prix,TSU,2,71,2
2024,Dutch Grand Prix,VER,1,72,1
2024,Dutch Grand Prix,ZHO,2,70,2
2024,Emilia Romagna Grand Prix,ALB,5,51,4+
2024,Emilia Romagna Grand Prix,ALO,3,62,3
2024,Emilia Romagna Grand Prix,BOT,1,62,1
2024,Emilia Romagna Grand Prix,GAS,2,62,2
2024,Emilia Romagna Grand Prix,HAM,1,63,1
2024,Emilia Romagna Grand Prix,HUL,1,62,1
2024,Emilia Romagna Grand Prix,LEC,1,63,1
2024,Emilia Romagna Grand Prix,MAG,1,62,1
2024,Emilia Romagna Grand Prix,NOR,1,63,1
2024,Emilia Romagna Grand Prix,OCO,1,62,1
2024,Emilia Romagna Grand Prix,PER,1,63,1
2024,Emilia Romagna Grand Prix,PIA,1,63,1
2024,Emilia Romagna Grand Prix,RIC,1,62,1
2024,Emilia Romagna Grand Prix,RUS,2,63,2
2024,Emilia Romagna Grand Prix,SAI,1,63,1
2024,Emilia Romagna Grand Prix,SAR,1,62,1
2024,Emilia Romagna Grand Prix,STR,1,63,1
2024,Emilia Romagna Grand Prix,TSU,1,62,1
2024,Emilia Romagna Grand Prix,VER,1,63,1
2024,Emilia Romagna Grand Prix,ZHO,1,62,1
2024,Hungarian Grand Prix,ALB,2,69,2
2024,Hungarian Grand Prix,ALO,2,70,2
2024,Hungarian Grand Prix,BOT,2,69,2
2024,Hungarian Grand Prix,GAS,2,33,2
2024,Hungarian Grand Prix,HAM,2,70,2
2024,Hungarian Grand Prix,HUL,2,69,2
2024,Hungarian Grand Prix,LEC,2,70,2
2024,Hungarian Grand Prix,MAG,2,69,2
2024,Hungarian Grand Prix,NOR,2,70,2
2024,Hungarian Grand Prix,OCO,3,69,3
2024,Hungarian Grand Prix,PER,2,70,2
2024,Hungarian Grand Prix,PIA,2,70,2
2024,Hungarian Grand Prix,RIC,2,69,2
2024,Hungarian Grand Prix,RUS,2,70,2
2024,Hungarian Grand Prix,SAI,2,70,2
2024,Hungarian Grand Prix,SAR,3,69,3
2024,Hungarian Grand Prix,STR,2,70,2
2024,Hungarian Grand Prix,TSU,1,70,1
2024,Hungarian Grand Prix,VER,2,70,2
2024,Hungarian Grand Prix,ZHO,2,69,2
2024,Italian Grand Prix,ALB,1,53,1
2024,Italian Grand Prix,ALO,2,53,2
2024,Italian Grand Prix,BOT,1,52,1
2024,Italian Grand Prix,COL,1,53,1
2024,Italian Grand Prix,GAS,2,52,2
2024,Italian Grand Prix,HAM,2,53,2
2024,Italian Grand Prix,HUL,2,52,2
2024,Italian Grand Prix,LEC,1,53,1
2024,Italian Grand Prix,MAG,1,53,1
2024,Italian Grand Prix,NOR,2,53,2
2024,Italian Grand Prix,OCO,1,52,1
2024,Italian Grand Prix,PER,2,53,2
2024,Italian Grand Prix,PIA,2,53,2
2024,Italian Grand Prix,RIC,1,53,1
2024,Italian Grand Prix,RUS,2,53,2
2024,Italian Grand Prix,SAI,1,53,1
2024,Italian Grand Prix,STR,3,52,3
2024,Italian Grand Prix,TSU,1,7,1
2024,Italian Grand Prix,VER,2,53,2
2024,Italian Grand Prix,ZHO,1,52,1
2024,Japanese Grand Prix,ALB,0,1,0
2024,Japanese Grand Prix,ALO,3,53,3
2024,Japanese Grand Prix,BOT,3,52,3
2024,Japanese Grand Prix,GAS,3,52,3
2024,Japanese Grand Prix,HAM,3,53,3
2024,Japanese Grand Prix,HUL,3,52,3
2024,Japanese Grand Prix,LEC,2,53,2
2024,Japanese Grand Prix,MAG,2,52,2
2024,Japanese Grand Prix,NOR,3,53,3
2024,Japanese Grand Prix,OCO,3,52,3
2024,Japanese Grand Prix,PER,3,53,3
2024,Japanese Grand Prix,PIA,3,53,3
2024,Japanese Grand Prix,RIC,0,1,0
2024,Japanese Grand Prix,RUS,3,53,3
2024,Japanese Grand Prix,SAI,3,53,3
2024,Japanese Grand Prix,SAR,4,52,4+
2024,Japanese Grand Prix,STR,4,52,4+
2024,Japanese Grand Prix,TSU,3,52,3
2024,Japanese Grand Prix,VER,3,53,3
2024,Japanese Grand Prix,ZHO,4,12,4+
2024,Las Vegas Grand Prix,ALB,2,25,2
2024,Las Vegas Grand Prix,ALO,2,50,2
2024,Las Vegas Grand Prix,BOT,2,49,2
2024,Las Vegas Grand Prix,COL,2,50,2
2024,Las Vegas Grand Prix,GAS,2,15,2
2024,Las Vegas Grand Prix,HAM,2,50,2
2024,Las Vegas Grand Prix,HUL,2,50,2
2024,Las Vegas Grand Prix,LAW,2,50,2
2024,Las Vegas Grand Prix,LEC,2,50,2
2024,Las Vegas Grand Prix,MAG,1,50,1
2024,Las Vegas Grand Prix,NOR,3,50,3
2024,Las Vegas Grand Prix,OCO,3,49,3
2024,Las Vegas Grand Prix,PER,2,50,2
2024,Las Vegas Grand Prix,PIA,2,50,2
2024,Las Vegas Grand Prix,RUS,2,50,2
2024,Las Vegas Grand Prix,SAI,2,50,2
2024,Las Vegas Grand Prix,STR,2,50,2
2024,Las Vegas Grand Prix,TSU,2,50,2
2024,Las Vegas Grand Prix,VER,2,50,2
2024,Las Vegas Grand Prix,ZHO,2,50,2
2024,Mexico City Grand Prix,ALB,0,1,0
2024,Mexico City Grand Prix,ALO,1,15,1
2024,Mexico City Grand Prix,BOT,1,70,1
2024,Mexico City Grand Prix,COL,1,70,1
2024,Mexico City Grand Prix,GAS,1,70,1
2024,Mexico City Grand Prix,HAM,1,71,1
2024,Mexico City Grand Prix,HUL,1,70,1
2024,Mexico City Grand Prix,LAW,2,70,2
2024,Mexico City Grand Prix,LEC,2,71,2
2024,Mexico City Grand Prix,MAG,1,71,1
2024,Mexico City Grand Prix,NOR,1,71,1
2024,Mexico City Grand Prix,OCO,1,70,1
2024,Mexico City Grand Prix,PER,3,70,3
2024,Mexico City Grand Prix,PIA,1,71,1
2024,Mexico City Grand Prix,RUS,1,71,1
2024,Mexico City Grand Prix,SAI,1,71,1
2024,Mexico City Grand Prix,STR,1,70,1
2024,Mexico City Grand Prix,TSU,0,1,0
2024,Mexico City Grand Prix,VER,1,71,1
2024,Mexico City Grand Prix,ZHO,1,70,1
2024,Miami Grand Prix,ALB,2,57,2
2024,Miami Grand Prix,ALO,1,57,1
2024,Miami Grand Prix,BOT,2,57,2
2024,Miami Grand Prix,GAS,1,57,1
2024,Miami Grand Prix,HAM,1,57,1
2024,Miami Grand Prix,HUL,2,57,2
2024,Miami Grand Prix,LEC,1,57,1
2024,Miami Grand Prix,MAG,3,57,3
2024,Miami Grand Prix,NOR,1,57,1
2024,Miami Grand Prix,OCO,1,57,1
2024,Miami Grand Prix,PER,2,57,2
2024,Miami Grand Prix,PIA,2,57,2
2024,Miami Grand Prix,RIC,1,57,1
2024,Miami Grand Prix,RUS,1,57,1
2024,Miami Grand Prix,SAI,1,57,1
2024,Miami Grand Prix,SAR,1,28,1
2024,Miami Grand Prix,STR,2,57,2
2024,Miami Grand Prix,TSU,1,57,1
2024,Miami Grand Prix,VER,1,57,1
2024,Miami Grand Prix,ZHO,1,57,1
2024,Monaco Grand Prix,ALB,1,77,1
2024,Monaco Grand Prix,ALO,1,76,1
2024,Monaco Grand Prix,BOT,2,76,2
2024,Monaco Grand Prix,GAS,1,77,1
2024,Monaco Grand Prix,HAM,2,78,2
2024,Monaco Grand Prix,HUL,0,1,0
2024,Monaco Grand Prix,LEC,1,78,1
2024,Monaco Grand Prix,MAG,0,1,0
2024,Monaco Grand Prix,NOR,1,78,1
2024,Monaco Grand Prix,OCO,0,1,0
2024,Monaco Grand Prix,PER,0,1,0
2024,Monaco Grand Prix,PIA,1,78,1
2024,Monaco Grand Prix,RIC,1,76,1
2024,Monaco Grand Prix,RUS,1,78,1
2024,Monaco Grand Prix,SAI,1,78,1
2024,Monaco Grand Prix,SAR,2,76,2
2024,Monaco Grand Prix,STR,3,76,3
2024,Monaco Grand Prix,TSU,1,77,1
2024,Monaco Grand Prix,VER,2,78,2
2024,Monaco Grand Prix,ZHO,2,76,2
2024,Qatar Grand Prix,ALB,4,56,4+
2024,Qatar Grand Prix,ALO,3,57,3
2024,Qatar Grand Prix,BOT,3,57,3
2024,Qatar Grand Prix,COL,0,1,0
2024,Qatar Grand Prix,GAS,3,57,3
2024,Qatar Grand Prix,HAM,4,57,4+
2024,Qatar Grand Prix,HUL,4,40,4+
2024,Qatar Grand Prix,LAW,4,57,4+
2024,Qatar Grand Prix,LEC,3,57,3
2024,Qatar Grand Prix,MAG,3,57,3
2024,Qatar Grand Prix,NOR,4,57,4+
2024,Qatar Grand Prix,OCO,0,1,0
2024,Qatar Grand Prix,PER,3,39,3
2024,Qatar Grand Prix,PIA,3,57,3
2024,Qatar Grand Prix,RUS,4,57,4+
2024,Qatar Grand Prix,SAI,3,57,3
2024,Qatar Grand Prix,STR,3,8,3
2024,Qatar Grand Prix,TSU,4,57,4+
2024,Qatar Grand Prix,VER,3,57,3
2024,Qatar Grand Prix,ZHO,3,57,3
2024,Saudi Arabian Grand Prix,ALB,1,50,1
2024,Saudi Arabian Grand Prix,ALO,1,50,1
2024,Saudi Arabian Grand Prix,BEA,1,50,1
2024,Saudi Arabian Grand Prix,BOT,2,49,2
2024,Saudi Arabian Grand Prix,GAS,1,1,1
2024,Saudi Arabian Grand Prix,HAM,1,50,1
2024,Saudi Arabian Grand Prix,HUL,1,50,1
2024,Saudi Arabian Grand Prix,LEC,1,50,1
2024,Saudi Arabian Grand Prix,MAG,1,50,1
2024,Saudi Arabian Grand Prix,NOR,1,50,1
2024,Saudi Arabian Grand Prix,OCO,1,49,1
2024,Saudi Arabian Grand Prix,PER,1,50,1
2024,Saudi Arabian Grand Prix,PIA,1,50,1
2024,Saudi Arabian Grand Prix,RIC,1,49,1
2024,Saudi Arabian Grand Prix,RUS,1,50,1
2024,Saudi Arabian Grand Prix,SAR,1,49,1
2024,Saudi Arabian Grand Prix,STR,0,6,0
2024,Saudi Arabian Grand Prix,TSU,1,49,1
2024,Saudi Arabian Grand Prix,VER,1,50,1
2024,Saudi Arabian Grand Prix,ZHO,1,49,1
2024,São Paulo Grand Prix,ALO,2,69,2
2024,São Paulo Grand Prix,BEA,2,69,2
2024,São Paulo Grand Prix,BOT,1,69,1
2024,São Paulo Grand Prix,COL,2,30,2
2024,São Paulo Grand Prix,GAS,1,69,1
2024,São Paulo Grand Prix,HAM,2,69,2
2024,São Paulo Grand Prix,HUL,4,30,4+
2024,São Paulo Grand Prix,LAW,2,69,2
2024,São Paulo Grand Prix,LEC,2,69,2
2024,São Paulo Grand Prix,NOR,2,69,2
2024,São Paulo Grand Prix,OCO,1,69,1
2024,São Paulo Grand Prix,PER,2,69,2
2024,São Paulo Grand Prix,PIA,2,69,2
2024,São Paulo Grand Prix,RUS,2,69,2
2024,São Paulo Grand Prix,SAI,2,39,2
2024,São Paulo Grand Prix,TSU,2,69,2
2024,São Paulo Grand Prix,VER,1,69,1
2024,São Paulo Grand Prix,ZHO,4,69,4+
