RaceYear,RaceName,Driver,Stint,Compound,degradation_slope_seconds_per_lap,intercept,n_laps,min_tyre_life,max_tyre_life
2018,Azerbaijan Grand Prix,RAI,2,SOFT,-0.1524090145148969,5.021470282658522,34,5.0,38.0
2018,Azerbaijan Grand Prix,RIC,1,SUPERSOFT,-0.2223987903225807,7.952990322580649,31,9.0,39.0
2018,Azerbaijan Grand Prix,SAI,1,ULTRASOFT,-0.6409999999999999,9.396499999999998,8,8.0,16.0
2018,Azerbaijan Grand Prix,SAI,2,SOFT,-0.05444367588932801,1.4395938735177862,23,2.0,24.0
2018,Azerbaijan Grand Prix,STR,1,SUPERSOFT,-0.3057647058823528,5.694529411764703,17,5.0,21.0
2018,Azerbaijan Grand Prix,STR,2,SOFT,-0.0638571428571428,1.0426476190476177,15,2.0,16.0
2018,Azerbaijan Grand Prix,VAN,1,SUPERSOFT,-0.7352909090909089,9.78736363636364,11,5.0,15.0
2018,Azerbaijan Grand Prix,VAN,2,SOFT,0.01942857142857118,0.5042380952381008,6,2.0,7.0
2018,Azerbaijan Grand Prix,VAN,3,ULTRASOFT,0.1357342657342654,0.2746596736596723,12,2.0,13.0
2018,Azerbaijan Grand Prix,VER,1,SUPERSOFT,-0.19410923753665665,6.994988819648092,32,9.0,40.0
2018,Azerbaijan Grand Prix,VET,1,SUPERSOFT,-0.10597608695652182,3.1258253623188486,24,8.0,31.0
2018,Azerbaijan Grand Prix,VET,2,SOFT,-0.05491666666666665,0.8456666666666653,8,2.0,9.0
2018,Bahrain Grand Prix,ALO,1,SOFT,-0.07925000000000033,0.8084642857142913,7,4.0,10.0
2018,Bahrain Grand Prix,ALO,2,MEDIUM,-0.016392292490118743,0.5269258893280662,23,2.0,24.0
2018,Bahrain Grand Prix,ALO,3,SUPERSOFT,0.2968147058823529,-1.0904897058823584,16,2.0,17.0
2018,Bahrain Grand Prix,BOT,1,SUPERSOFT,0.03352087912087977,-0.04353186813187073,14,7.0,20.0
2018,Bahrain Grand Prix,BOT,2,MEDIUM,0.02388198198198205,0.8422666666666704,36,1.0,36.0
