RaceYear,RaceName,Driver,PitInLap,pit_in_compound,pit_out_compound,position_before_pit,next_position,position_delta_after_pit,pit_lane_time_seconds,LapTimeSeconds,next_lap_time_seconds,tyre_life_at_pit
2018,Abu Dhabi Grand Prix,ALO,27,ULTRASOFT,SUPERSOFT,10.0,17.0,7.0,21.63500000000022,109.095,124.097,27.0
2018,Abu Dhabi Grand Prix,BOT,16,ULTRASOFT,SUPERSOFT,1.0,4.0,3.0,21.605000000000018,106.227,124.439,19.0
2018,Abu Dhabi Grand Prix,BOT,40,SUPERSOFT,ULTRASOFT,5.0,5.0,0.0,21.286999999999352,105.486,122.431,24.0
2018,Abu Dhabi Grand Prix,GAS,29,SUPERSOFT,ULTRASOFT,7.0,16.0,9.0,22.519000000000233,106.692,126.614,29.0
2018,Abu Dhabi Grand Prix,GRO,7,HYPERSOFT,SUPERSOFT,7.0,18.0,11.0,22.286000000000058,133.568,144.915,10.0
2018,Abu Dhabi Grand Prix,HAM,7,ULTRASOFT,SUPERSOFT,1.0,5.0,4.0,21.278999999999996,128.384,147.462,10.0
2018,Abu Dhabi Grand Prix,HAR,1,ULTRASOFT,ULTRASOFT,19.0,19.0,0.0,41.00500000000011,167.566,,1.0
2018,Abu Dhabi Grand Prix,LEC,7,HYPERSOFT,SUPERSOFT,4.0,14.0,10.0,21.940000000000055,131.538,146.003,10.0
2018,Abu Dhabi Grand Prix,MAG,41,SUPERSOFT,ULTRASOFT,9.0,12.0,3.0,21.673999999999978,106.505,123.475,41.0
2018,Abu Dhabi Grand Prix,OCO,18,HYPERSOFT,SUPERSOFT,8.0,18.0,10.0,21.927999999999884,108.526,124.792,21.0
2018,Abu Dhabi Grand Prix,OCO,45,SUPERSOFT,,9.0,,,,,,27.0
2018,Abu Dhabi Grand Prix,PER,26,ULTRASOFT,SUPERSOFT,7.0,9.0,2.0,22.10900000000038,108.456,124.774,26.0
2018,Abu Dhabi Grand Prix,RAI,7,ULTRASOFT,,19.0,,,,,,11.0
2018,Abu Dhabi Grand Prix,RIC,33,ULTRASOFT,SUPERSOFT,1.0,5.0,4.0,21.125,104.613,121.418,37.0
2018,Abu Dhabi Grand Prix,SAI,37,ULTRASOFT,SUPERSOFT,6.0,6.0,0.0,21.98700000000008,106.098,123.274,37.0
2018,Abu Dhabi Grand Prix,SIR,35,SUPERSOFT,ULTRASOFT,17.0,17.0,0.0,22.861000000000786,108.908,128.251,35.0
2018,Abu Dhabi Grand Prix,STR,40,SUPERSOFT,ULTRASOFT,12.0,15.0,3.0,22.324000000000524,107.905,125.942,40.0
2018,Abu Dhabi Grand Prix,VAN,35,SUPERSOFT,ULTRASOFT,15.0,16.0,1.0,22.179000000000087,109.18,126.769,35.0
2018,Abu Dhabi Grand Prix,VER,17,HYPERSOFT,SUPERSOFT,2.0,5.0,3.0,21.065000000000055,106.678,121.596,20.0
2018,Abu Dhabi Grand Prix,VET,15,ULTRASOFT,SUPERSOFT,3.0,5.0,2.0,22.682000000000244,107.097,125.214,18.0
2018,Australian Grand Prix,ALO,26,ULTRASOFT,SOFT,5.0,6.0,1.0,22.22499999999991,140.53,130.157,25.0
2018,Australian Grand Prix,BOT,25,ULTRASOFT,SUPERSOFT,9.0,9.0,0.0,21.77200000000039,106.549,128.176,27.0
2018,Australian Grand Prix,ERI,6,SUPERSOFT,,18.0,,,,,,5.0
2018,Australian Grand Prix,GAS,14,ULTRASOFT,,18.0,,,,,,13.0
2018,Australian Grand Prix,GRO,24,ULTRASOFT,,7.0,,,,109.039,,26.0
2018,Australian Grand Prix,HAM,19,ULTRASOFT,SOFT,2.0,2.0,0.0,22.085999999999785,105.05,92.966,20.0
2018,Australian Grand Prix,HAR,1,SUPERSOFT,SOFT,20.0,20.0,0.0,21.866999999999962,125.584,97.241,1.0
2018,Australian Grand Prix,HAR,22,SOFT,SOFT,17.0,16.0,-1.0,22.29399999999987,121.527,98.833,21.0
2018,Australian Grand Prix,HUL,24,ULTRASOFT,SOFT,10.0,8.0,-2.0,22.743000000000393,108.142,103.87,26.0
2018,Australian Grand Prix,LEC,20,SUPERSOFT,SOFT,17.0,17.0,0.0,22.266999999999825,108.767,94.359,19.0
2018,Australian Grand Prix,LEC,27,SOFT,ULTRASOFT,14.0,14.0,0.0,23.588000000000193,139.646,129.67,7.0
2018,Australian Grand Prix,MAG,22,ULTRASOFT,,9.0,,,,107.39,,24.0
2018,Australian Grand Prix,OCO,23,ULTRASOFT,SOFT,14.0,14.0,0.0,21.33100000000013,107.849,94.226,22.0
2018,Australian Grand Prix,PER,24,ULTRASOFT,SOFT,13.0,11.0,-2.0,22.88899999999967,108.875,110.397,23.0
2018,Australian Grand Prix,RAI,18,ULTRASOFT,SOFT,3.0,3.0,0.0,21.357999999999947,105.858,92.537,20.0
2018,Australian Grand Prix,RIC,26,SUPERSOFT,SOFT,4.0,4.0,0.0,21.453999999999724,137.173,129.56,28.0
2018,Australian Grand Prix,SAI,22,ULTRASOFT,SOFT,15.0,13.0,-2.0,23.773999999999887,115.942,94.136,24.0
2018,Australian Grand Prix,STR,25,SUPERSOFT,SOFT,13.0,13.0,0.0,25.416000000000167,120.771,128.343,24.0
2018,Australian Grand Prix,STR,29,SOFT,ULTRASOFT,13.0,13.0,0.0,21.440000000000055,112.536,97.353,4.0
2018,Australian Grand Prix,VAN,25,ULTRASOFT,SUPERSOFT,7.0,8.0,1.0,21.253000000000156,108.016,127.933,24.0
2018,Australian Grand Prix,VER,21,SUPERSOFT,SOFT,13.0,13.0,0.0,21.135999999999967,106.361,93.466,23.0
2018,Australian Grand Prix,VET,26,ULTRASOFT,SOFT,1.0,1.0,0.0,21.81399999999985,125.108,129.347,28.0
2018,Austrian Grand Prix,ALO,15,SUPERSOFT,SOFT,17.0,17.0,0.0,21.5329999999999,93.71,87.388,14.0
2018,Austrian Grand Prix,ERI,45,SOFT,SUPERSOFT,10.0,14.0,4.0,21.51700000000028,73.355,86.022,44.0
2018,Austrian Grand Prix,GAS,15,SUPERSOFT,SOFT,12.0,15.0,3.0,22.008000000000038,94.972,87.79,14.0
2018,Austrian Grand Prix,GRO,15,ULTRASOFT,SOFT,6.0,8.0,2.0,22.103000000000065,93.593,92.147,17.0
2018,Austrian Grand Prix,HAM,25,SUPERSOFT,SOFT,1.0,4.0,3.0,21.142999999999574,72.25,85.039,26.0
2018,Austrian Grand Prix,HAM,52,SOFT,SUPERSOFT,4.0,5.0,1.0,20.861999999999625,71.638,84.07,27.0
2018,Austrian Grand Prix,LEC,15,SUPERSOFT,SOFT,14.0,16.0,2.0,21.392000000000053,94.254,86.56,14.0
2018,Austrian Grand Prix,MAG,28,ULTRASOFT,SOFT,6.0,9.0,3.0,22.048999999999978,73.016,86.358,30.0
2018,Austrian Grand Prix,OCO,15,SUPERSOFT,SOFT,8.0,9.0,1.0,22.534999999999854,95.36,88.772,14.0
2018,Austrian Grand Prix,PER,27,SUPERSOFT,SOFT,8.0,11.0,3.0,22.846000000000004,72.843,87.041,26.0
2018,Austrian Grand Prix,RAI,15,ULTRASOFT,SOFT,3.0,3.0,0.0,21.432000000000016,88.35,93.64,17.0
2018,Austrian Grand Prix,RIC,15,SUPERSOFT,SOFT,4.0,4.0,0.0,21.798999999999978,88.735,93.13,17.0
2018,Austrian Grand Prix,RIC,38,SOFT,SUPERSOFT,5.0,5.0,0.0,21.26800000000003,74.63,86.081,23.0
2018,Austrian Grand Prix,SAI,15,ULTRASOFT,SOFT,9.0,10.0,1.0,23.205000000000155,95.806,88.431,17.0
2018,Austrian Grand Prix,SAI,34,SOFT,SUPERSOFT,12.0,17.0,5.0,26.333000000000084,75.982,91.46,19.0
2018,Austrian Grand Prix,SIR,24,SUPERSOFT,SOFT,13.0,17.0,4.0,22.922999999999774,73.715,88.563,23.0
2018,Austrian Grand Prix,SIR,60,SOFT,ULTRASOFT,15.0,15.0,0.0,24.283000000000357,74.381,90.963,36.0
2018,Austrian Grand Prix,STR,15,ULTRASOFT,SOFT,11.0,14.0,3.0,22.189999999999827,98.829,87.716,14.0
2018,Austrian Grand Prix,STR,65,SOFT,SUPERSOFT,13.0,13.0,0.0,22.26800000000003,73.806,87.563,50.0
2018,Austrian Grand Prix,VAN,1,SUPERSOFT,SOFT,20.0,20.0,0.0,46.50700000000006,93.639,113.141,1.0
2018,Austrian Grand Prix,VAN,40,SOFT,SOFT,18.0,18.0,0.0,22.51800000000003,75.66,88.282,39.0
2018,Austrian Grand Prix,VAN,65,SOFT,,15.0,,,,84.589,,25.0
2018,Austrian Grand Prix,VER,15,SUPERSOFT,SOFT,2.0,2.0,0.0,21.18899999999985,87.553,93.857,17.0
2018,Austrian Grand Prix,VET,15,ULTRASOFT,SOFT,5.0,5.0,0.0,23.777000000000044,89.122,96.112,17.0
2018,Azerbaijan Grand Prix,ALO,1,SUPERSOFT,SOFT,16.0,17.0,1.0,56.61500000000001,198.104,,1.0
2018,Azerbaijan Grand Prix,ALO,40,SOFT,ULTRASOFT,10.0,10.0,0.0,21.333999999999833,,,39.0
2018,Azerbaijan Grand Prix,BOT,40,SUPERSOFT,ULTRASOFT,1.0,1.0,0.0,20.215000000000146,116.537,,43.0
2018,Azerbaijan Grand Prix,ERI,1,SUPERSOFT,SOFT,18.0,18.0,0.0,44.063999999999965,216.382,,1.0
2018,Azerbaijan Grand Prix,ERI,18,SOFT,ULTRASOFT,17.0,17.0,0.0,27.778999999999996,136.714,132.841,17.0
2018,Azerbaijan Grand Prix,ERI,36,ULTRASOFT,ULTRASOFT,17.0,17.0,0.0,32.82800000000043,119.73,138.24,18.0
2018,Azerbaijan Grand Prix,ERI,39,ULTRASOFT,ULTRASOFT,17.0,15.0,-2.0,15.006000000000313,148.577,136.806,3.0
2018,Azerbaijan Grand Prix,GAS,12,ULTRASOFT,SOFT,14.0,17.0,3.0,20.736999999999625,115.851,128.728,11.0
2018,Azerbaijan Grand Prix,GAS,39,SOFT,ULTRASOFT,14.0,12.0,-2.0,21.267000000000735,130.628,,27.0
2018,Azerbaijan Grand Prix,GRO,2,SOFT,SUPERSOFT,15.0,14.0,-1.0,21.694000000000074,,,1.0
2018,Azerbaijan Grand Prix,GRO,40,SUPERSOFT,ULTRASOFT,6.0,6.0,0.0,22.786000000000058,140.263,,38.0
2018,Azerbaijan Grand Prix,HAM,22,SUPERSOFT,SOFT,3.0,3.0,0.0,20.346000000000004,115.171,124.215,26.0
2018,Azerbaijan Grand Prix,HAM,40,SOFT,ULTRASOFT,3.0,3.0,0.0,21.268999999999323,125.747,,18.0
2018,Azerbaijan Grand Prix,HAR,1,SOFT,ULTRASOFT,15.0,14.0,-1.0,21.341999999999985,174.272,,1.0
2018,Azerbaijan Grand Prix,HAR,22,ULTRASOFT,SUPERSOFT,15.0,16.0,1.0,20.61700000000019,114.983,128.731,21.0
2018,Azerbaijan Grand Prix,HAR,39,SUPERSOFT,ULTRASOFT,15.0,13.0,-2.0,21.062000000000808,133.044,,17.0
2018,Azerbaijan Grand Prix,LEC,24,SUPERSOFT,SOFT,8.0,11.0,3.0,19.61200000000008,112.685,125.091,23.0
2018,Azerbaijan Grand Prix,LEC,40,SOFT,ULTRASOFT,8.0,8.0,0.0,21.829999999999927,146.86,,16.0
2018,Azerbaijan Grand Prix,MAG,1,SUPERSOFT,SOFT,17.0,16.0,-1.0,35.61299999999994,211.147,,1.0
2018,Azerbaijan Grand Prix,MAG,39,SOFT,ULTRASOFT,13.0,11.0,-2.0,21.76800000000003,127.833,,38.0
2018,Azerbaijan Grand Prix,PER,2,ULTRASOFT,SOFT,9.0,15.0,6.0,27.875999999999976,,,4.0
2018,Azerbaijan Grand Prix,PER,40,SOFT,SUPERSOFT,5.0,5.0,0.0,26.1899999999996,139.099,,38.0
2018,Azerbaijan Grand Prix,RAI,1,ULTRASOFT,SOFT,6.0,13.0,7.0,29.956000000000017,154.726,,4.0
2018,Azerbaijan Grand Prix,RAI,40,SOFT,ULTRASOFT,4.0,4.0,0.0,20.69800000000032,137.585,,39.0
2018,Azerbaijan Grand Prix,RIC,37,SUPERSOFT,ULTRASOFT,5.0,5.0,0.0,19.892000000000735,110.554,122.845,40.0
2018,Azerbaijan Grand Prix,SAI,15,ULTRASOFT,SOFT,9.0,13.0,4.0,21.5029999999997,115.203,126.581,17.0
2018,Azerbaijan Grand Prix,SAI,40,SOFT,ULTRASOFT,7.0,7.0,0.0,21.014000000000124,142.488,,25.0
2018,Azerbaijan Grand Prix,STR,23,SUPERSOFT,SOFT,10.0,12.0,2.0,19.704999999999927,114.215,123.791,22.0
2018,Azerbaijan Grand Prix,STR,40,SOFT,ULTRASOFT,9.0,9.0,0.0,21.2470000000003,148.672,,17.0
2018,Azerbaijan Grand Prix,VAN,17,SUPERSOFT,SOFT,13.0,15.0,2.0,22.76000000000022,114.173,127.675,16.0
2018,Azerbaijan Grand Prix,VAN,25,SOFT,ULTRASOFT,14.0,16.0,2.0,19.5949999999998,118.878,126.509,8.0
2018,Azerbaijan Grand Prix,VAN,39,ULTRASOFT,ULTRASOFT,16.0,14.0,-2.0,20.735999999999876,139.187,,14.0
2018,Azerbaijan Grand Prix,VAN,46,ULTRASOFT,ULTRASOFT,14.0,14.0,0.0,20.95300000000043,,,7.0
2018,Azerbaijan Grand Prix,VER,38,SUPERSOFT,ULTRASOFT,4.0,4.0,0.0,19.704999999999927,109.815,121.646,41.0
2018,Azerbaijan Grand Prix,VET,30,SUPERSOFT,SOFT,1.0,2.0,1.0,20.048999999999978,110.536,122.645,32.0
2018,Azerbaijan Grand Prix,VET,40,SOFT,ULTRASOFT,2.0,2.0,0.0,20.81500000000051,121.148,,10.0
2018,Bahrain Grand Prix,ALO,14,SOFT,MEDIUM,7.0,16.0,9.0,24.989000000000033,100.167,116.239,13.0
2018,Bahrain Grand Prix,ALO,39,MEDIUM,SUPERSOFT,6.0,8.0,2.0,24.73999999999978,99.378,115.063,25.0
2018,Bahrain Grand Prix,BOT,19,SUPERSOFT,SUPERSOFT,1.0,3.0,2.0,26.632000000000062,99.344,116.583,21.0
2018,Bahrain Grand Prix,ERI,23,SOFT,MEDIUM,9.0,16.0,7.0,25.810999999999694,102.242,117.423,22.0
2018,Bahrain Grand Prix,GAS,15,SUPERSOFT,SOFT,5.0,9.0,4.0,25.048000000000002,99.656,116.448,17.0
2018,Bahrain Grand Prix,GAS,34,SOFT,SUPERSOFT,5.0,6.0,1.0,24.740999999999985,99.077,116.049,19.0
2018,Bahrain Grand Prix,GRO,18,SUPERSOFT,SOFT,8.0,18.0,10.0,24.827000000000226,101.29,116.167,17.0
2018,Bahrain Grand Prix,GRO,30,SOFT,SUPERSOFT,10.0,17.0,7.0,25.48700000000008,100.026,115.787,12.0
2018,Bahrain Grand Prix,GRO,45,SUPERSOFT,SUPERSOFT,14.0,16.0,2.0,26.2529999999997,103.994,116.846,15.0
2018,Bahrain Grand Prix,HAM,25,SOFT,SOFT,3.0,4.0,1.0,25.02099999999973,100.383,114.547,27.0
2018,Bahrain Grand Prix,HAR,20,SUPERSOFT,SOFT,6.0,18.0,12.0,36.23900000000003,100.643,130.979,19.0
2018,Bahrain Grand Prix,HAR,42,SOFT,SUPERSOFT,11.0,15.0,4.0,24.456999999999425,100.358,115.682,22.0
2018,Bahrain Grand Prix,HUL,15,SUPERSOFT,SOFT,6.0,12.0,6.0,23.103000000000065,100.01,116.761,17.0
2018,Bahrain Grand Prix,HUL,39,SOFT,SUPERSOFT,4.0,7.0,3.0,24.364000000000487,99.445,114.638,24.0
2018,Bahrain Grand Prix,LEC,3,SOFT,MEDIUM,16.0,18.0,2.0,25.440000000000055,128.581,125.593,2.0
2018,Bahrain Grand Prix,LEC,34,MEDIUM,SUPERSOFT,16.0,17.0,1.0,24.940999999999804,102.74,117.016,31.0
2018,Bahrain Grand Prix,MAG,13,SUPERSOFT,SUPERSOFT,7.0,16.0,9.0,25.077999999999975,99.865,116.348,15.0
2018,Bahrain Grand Prix,MAG,27,SUPERSOFT,SOFT,7.0,12.0,5.0,24.580000000000382,99.319,116.09,17.0
2018,Bahrain Grand Prix,OCO,15,SUPERSOFT,MEDIUM,9.0,18.0,9.0,24.819999999999936,100.991,116.678,17.0
2018,Bahrain Grand Prix,OCO,35,MEDIUM,SOFT,9.0,14.0,5.0,24.922000000000025,100.968,115.134,20.0
2018,Bahrain Grand Prix,PER,9,SOFT,MEDIUM,15.0,18.0,3.0,24.962999999999965,101.242,115.936,8.0
2018,Bahrain Grand Prix,PER,32,MEDIUM,SUPERSOFT,12.0,17.0,5.0,24.644999999999982,100.363,115.397,23.0
2018,Bahrain Grand Prix,RAI,18,SUPERSOFT,SUPERSOFT,2.0,4.0,2.0,25.017999999999574,99.187,114.794,20.0
2018,Bahrain Grand Prix,RAI,34,SOFT,,3.0,,,,97.888,,15.0
2018,Bahrain Grand Prix,SAI,16,SUPERSOFT,SUPERSOFT,8.0,18.0,10.0,25.77599999999984,100.981,117.745,18.0
2018,Bahrain Grand Prix,SAI,26,SUPERSOFT,SOFT,15.0,17.0,2.0,24.11700000000019,100.446,115.865,13.0
2018,Bahrain Grand Prix,SIR,22,SOFT,MEDIUM,17.0,18.0,1.0,24.675000000000182,103.477,117.826,21.0
2018,Bahrain Grand Prix,SIR,40,MEDIUM,SUPERSOFT,16.0,17.0,1.0,25.630999999999403,99.484,116.951,18.0
2018,Bahrain Grand Prix,STR,10,SOFT,SUPERSOFT,16.0,14.0,-2.0,33.610999999999876,101.617,96.82,9.0
2018,Bahrain Grand Prix,STR,29,SUPERSOFT,SUPERSOFT,11.0,17.0,6.0,24.3149999999996,102.258,116.614,19.0
2018,Bahrain Grand Prix,VAN,10,SUPERSOFT,SOFT,14.0,18.0,4.0,25.097999999999956,100.646,116.832,9.0
2018,Bahrain Grand Prix,VAN,28,SOFT,MEDIUM,11.0,16.0,5.0,25.227000000000317,99.693,115.531,18.0
2018,Bahrain Grand Prix,VER,2,SOFT,SUPERSOFT,19.0,19.0,0.0,30.864000000000033,,128.112,1.0
2018,Bahrain Grand Prix,VET,17,SUPERSOFT,SUPERSOFT,2.0,4.0,2.0,24.424999999999727,99.31,114.708,18.0
2018,Belgian Grand Prix,BOT,1,SOFT,SOFT,15.0,14.0,-1.0,20.21199999999999,171.105,,4.0
2018,Belgian Grand Prix,BOT,2,SOFT,SUPERSOFT,14.0,16.0,2.0,30.4079999999999,,,5.0
2018,Belgian Grand Prix,BOT,29,SUPERSOFT,SOFT,4.0,6.0,2.0,22.281999999999243,112.864,121.139,27.0
2018,Belgian Grand Prix,ERI,1,SOFT,SOFT,9.0,9.0,0.0,19.70399999999995,161.049,,1.0
2018,Belgian Grand Prix,ERI,26,SOFT,SUPERSOFT,9.0,11.0,2.0,22.563000000000102,114.739,124.533,26.0
2018,Belgian Grand Prix,GAS,1,SUPERSOFT,SUPERSOFT,8.0,8.0,0.0,20.00299999999993,159.935,,1.0
2018,Belgian Grand Prix,GAS,25,SUPERSOFT,SOFT,10.0,10.0,0.0,22.815999999999804,115.53,123.514,25.0
2018,Belgian Grand Prix,GRO,1,SUPERSOFT,SUPERSOFT,6.0,6.0,0.0,20.141999999999825,156.224,,4.0
2018,Belgian Grand Prix,GRO,23,SUPERSOFT,SUPERSOFT,7.0,10.0,3.0,22.51800000000003,115.02,123.178,26.0
2018,Belgian Grand Prix,HAM,1,SUPERSOFT,SUPERSOFT,2.0,2.0,0.0,19.391000000000076,151.397,,4.0
2018,Belgian Grand Prix,HAM,21,SUPERSOFT,SOFT,2.0,3.0,1.0,22.26800000000003,113.411,119.902,24.0
2018,Belgian Grand Prix,HAR,1,SOFT,SOFT,13.0,12.0,-1.0,17.955999999999904,167.144,,1.0
2018,Belgian Grand Prix,HAR,31,SOFT,SUPERSOFT,13.0,14.0,1.0,28.829000000000633,115.36,130.13,31.0
2018,Belgian Grand Prix,MAG,1,SUPERSOFT,SUPERSOFT,7.0,7.0,0.0,19.923000000000002,157.55,,4.0
2018,Belgian Grand Prix,MAG,26,SUPERSOFT,SUPERSOFT,7.0,8.0,1.0,24.17200000000048,115.135,123.618,29.0
2018,Belgian Grand Prix,OCO,1,SUPERSOFT,SUPERSOFT,4.0,4.0,0.0,19.548999999999978,153.245,,4.0
2018,Belgian Grand Prix,OCO,24,SUPERSOFT,SOFT,5.0,7.0,2.0,23.11200000000008,114.416,123.773,27.0
2018,Belgian Grand Prix,PER,1,SUPERSOFT,SUPERSOFT,3.0,3.0,0.0,19.87799999999993,152.527,,4.0
2018,Belgian Grand Prix,PER,25,SUPERSOFT,SOFT,4.0,5.0,1.0,23.050000000000182,114.655,123.182,28.0
2018,Belgian Grand Prix,RAI,1,SUPERSOFT,MEDIUM,17.0,15.0,-2.0,26.22499999999991,207.671,144.008,4.0
2018,Belgian Grand Prix,RAI,7,MEDIUM,MEDIUM,16.0,16.0,0.0,34.470000000000255,122.327,,6.0
2018,Belgian Grand Prix,RAI,8,MEDIUM,,16.0,,,,,,7.0
2018,Belgian Grand Prix,RIC,1,SUPERSOFT,SOFT,12.0,17.0,5.0,,164.752,,4.0
2018,Belgian Grand Prix,RIC,28,SOFT,,16.0,,,,115.261,,27.0
2018,Belgian Grand Prix,SAI,1,MEDIUM,MEDIUM,14.0,13.0,-1.0,18.423000000000002,168.471,,1.0
2018,Belgian Grand Prix,SAI,22,MEDIUM,SUPERSOFT,14.0,15.0,1.0,23.751999999999953,116.155,123.971,22.0
2018,Belgian Grand Prix,SIR,1,SOFT,SOFT,10.0,10.0,0.0,19.58100000000013,162.542,,1.0
2018,Belgian Grand Prix,SIR,24,SOFT,SUPERSOFT,11.0,12.0,1.0,22.188000000000102,115.243,123.55,24.0
2018,Belgian Grand Prix,STR,1,SOFT,SOFT,11.0,11.0,0.0,19.626999999999953,163.592,,1.0
2018,Belgian Grand Prix,STR,23,SOFT,SUPERSOFT,13.0,15.0,2.0,22.846999999999753,115.687,124.658,23.0
2018,Belgian Grand Prix,VAN,1,SOFT,SOFT,16.0,16.0,0.0,19.73700000000008,172.517,,1.0
2018,Belgian Grand Prix,VAN,2,SOFT,MEDIUM,16.0,15.0,-1.0,22.841000000000122,,,2.0
2018,Belgian Grand Prix,VAN,28,MEDIUM,SUPERSOFT,15.0,15.0,0.0,23.40599999999995,116.001,124.389,26.0
2018,Belgian Grand Prix,VER,1,UNKNOWN,SUPERSOFT,5.0,5.0,0.0,19.86500000000001,154.928,,
2018,Belgian Grand Prix,VER,26,SUPERSOFT,SOFT,3.0,3.0,0.0,22.25,113.013,120.763,29.0
2018,Belgian Grand Prix,VET,1,SUPERSOFT,SUPERSOFT,1.0,1.0,0.0,19.56100000000015,149.572,,4.0
2018,Belgian Grand Prix,VET,22,SUPERSOFT,SOFT,1.0,1.0,0.0,22.12599999999975,112.901,119.728,25.0
2018,Brazilian Grand Prix,ALO,15,SOFT,MEDIUM,20.0,20.0,0.0,33.483999999999924,79.943,102.275,15.0
2018,Brazilian Grand Prix,ALO,54,MEDIUM,SUPERSOFT,18.0,18.0,0.0,23.139000000000124,79.564,89.694,39.0
2018,Brazilian Grand Prix,BOT,18,SUPERSOFT,MEDIUM,5.0,9.0,4.0,23.090999999999894,77.068,89.713,21.0
2018,Brazilian Grand Prix,BOT,59,MEDIUM,SOFT,5.0,5.0,0.0,22.829000000000633,77.332,89.551,41.0
2018,Brazilian Grand Prix,ERI,18,SUPERSOFT,MEDIUM,17.0,18.0,1.0,22.195999999999913,81.26,93.141,23.0
2018,Brazilian Grand Prix,ERI,20,MEDIUM,,20.0,,,,101.63,,2.0
2018,Brazilian Grand Prix,GAS,22,SUPERSOFT,MEDIUM,14.0,16.0,2.0,24.149000000000342,79.208,93.499,26.0
2018,Brazilian Grand Prix,GRO,32,SUPERSOFT,MEDIUM,9.0,11.0,2.0,22.869000000000597,78.66,90.493,35.0
2018,Brazilian Grand Prix,HAM,19,SUPERSOFT,MEDIUM,2.0,6.0,4.0,22.61100000000033,77.295,89.165,22.0
2018,Brazilian Grand Prix,HAR,49,MEDIUM,SUPERSOFT,11.0,12.0,1.0,23.25500000000011,78.833,91.765,49.0
2018,Brazilian Grand Prix,HUL,32,SOFT,,12.0,,,,85.503,,32.0
2018,Brazilian Grand Prix,LEC,35,SUPERSOFT,MEDIUM,7.0,9.0,2.0,23.64300000000003,78.292,92.03,40.0
2018,Brazilian Grand Prix,MAG,41,SOFT,SUPERSOFT,7.0,9.0,2.0,23.35900000000038,78.391,90.408,41.0
2018,Brazilian Grand Prix,OCO,40,SOFT,SUPERSOFT,10.0,14.0,4.0,27.329999999999927,79.36,95.926,40.0
2018,Brazilian Grand Prix,OCO,57,SUPERSOFT,SUPERSOFT,14.0,17.0,3.0,31.26800000000003,77.571,98.574,17.0
2018,Brazilian Grand Prix,PER,39,SUPERSOFT,SOFT,10.0,12.0,2.0,23.485000000000582,79.791,91.208,39.0
2018,Brazilian Grand Prix,RAI,31,SOFT,MEDIUM,3.0,7.0,4.0,22.99200000000019,77.856,89.986,34.0
2018,Brazilian Grand Prix,RIC,39,SUPERSOFT,SOFT,1.0,6.0,5.0,22.951000000000022,77.319,90.744,42.0
2018,Brazilian Grand Prix,SAI,25,SOFT,MEDIUM,13.0,16.0,3.0,23.880999999999858,79.572,92.234,25.0
2018,Brazilian Grand Prix,SAI,48,MEDIUM,SUPERSOFT,13.0,13.0,0.0,24.074000000000524,79.119,91.104,23.0
2018,Brazilian Grand Prix,SIR,16,SOFT,MEDIUM,19.0,19.0,0.0,23.329999999999927,79.95,93.57,16.0
2018,Brazilian Grand Prix,STR,17,SOFT,MEDIUM,18.0,19.0,1.0,24.432000000000244,80.105,93.402,17.0
2018,Brazilian Grand Prix,STR,65,MEDIUM,SUPERSOFT,18.0,18.0,0.0,24.47700000000077,80.275,92.898,48.0
2018,Brazilian Grand Prix,VAN,28,SOFT,MEDIUM,16.0,19.0,3.0,22.33600000000024,79.339,91.527,28.0
2018,Brazilian Grand Prix,VER,35,SUPERSOFT,SOFT,1.0,3.0,2.0,23.149999999999636,77.807,90.774,38.0
2018,Brazilian Grand Prix,VET,27,SOFT,MEDIUM,4.0,9.0,5.0,22.516999999999825,77.511,89.579,30.0
2018,Brazilian Grand Prix,VET,53,MEDIUM,SUPERSOFT,6.0,7.0,1.0,22.798999999999978,76.09,89.943,26.0
2018,British Grand Prix,ALO,13,SOFT,MEDIUM,12.0,17.0,5.0,28.63799999999992,95.481,114.202,12.0
2018,British Grand Prix,ALO,32,MEDIUM,SOFT,7.0,10.0,3.0,28.067000000000007,105.571,143.13,19.0
2018,British Grand Prix,BOT,21,SOFT,MEDIUM,1.0,3.0,2.0,27.907000000000153,93.608,111.503,23.0
2018,British Grand Prix,ERI,24,SOFT,MEDIUM,9.0,15.0,6.0,28.205000000000382,95.021,112.796,23.0
2018,British Grand Prix,GAS,20,SOFT,MEDIUM,9.0,15.0,6.0,28.657000000000153,94.462,115.401,19.0
2018,British Grand Prix,GAS,32,MEDIUM,SOFT,12.0,14.0,2.0,29.721000000000004,107.455,146.732,12.0
2018,British Grand Prix,GRO,26,SOFT,MEDIUM,7.0,15.0,8.0,29.26700000000028,95.07,115.25,28.0
2018,British Grand Prix,HAM,25,SOFT,MEDIUM,3.0,6.0,3.0,28.929000000000087,93.916,113.205,28.0
2018,British Grand Prix,HAR,1,UNKNOWN,,20.0,,,,174.472,,
2018,British Grand Prix,HUL,20,MEDIUM,HARD,7.0,10.0,3.0,28.253000000000156,94.272,115.604,19.0
2018,British Grand Prix,LEC,18,SOFT,,8.0,,,,95.269,,22.0
2018,British Grand Prix,MAG,25,SOFT,MEDIUM,7.0,11.0,4.0,28.425000000000182,93.964,114.467,27.0
2018,British Grand Prix,OCO,19,SOFT,MEDIUM,8.0,13.0,5.0,29.39300000000003,94.382,114.556,21.0
