RaceYear,RaceName,Driver,stop_number,PitInLap,pit_in_compound,pit_out_compound,tyre_life_at_pit,pre_change_lap_time_seconds,post_change_lap_time_seconds,pace_delta_after_change,pre_window_laps,post_window_laps
2018,Azerbaijan Grand Prix,RAI,2,40,SOFT,ULTRASOFT,39.0,107.049,107.95,0.9009999999999962,3,3
2018,Azerbaijan Grand Prix,SAI,1,15,ULTRASOFT,SOFT,17.0,109.801,108.187,-1.6140000000000043,3,3
2018,Azerbaijan Grand Prix,SAI,2,40,SOFT,ULTRASOFT,25.0,107.243,108.854,1.6110000000000042,3,3
2018,Azerbaijan Grand Prix,STR,1,23,SUPERSOFT,SOFT,22.0,108.868,108.049,-0.8189999999999884,3,3
2018,Azerbaijan Grand Prix,STR,2,40,SOFT,ULTRASOFT,17.0,107.179,109.037,1.858000000000004,3,3
2018,Azerbaijan Grand Prix,VAN,1,17,SUPERSOFT,SOFT,16.0,109.87,109.301,-0.5690000000000026,3,3
2018,Azerbaijan Grand Prix,VAN,2,25,SOFT,ULTRASOFT,8.0,109.227,108.991,-0.2360000000000042,3,3
2018,Azerbaijan Grand Prix,VAN,3,39,ULTRASOFT,ULTRASOFT,14.0,111.743,109.873,-1.8699999999999903,3,3
2018,Azerbaijan Grand Prix,VAN,4,46,ULTRASOFT,ULTRASOFT,7.0,111.743,109.873,-1.8699999999999903,3,3
2018,Azerbaijan Grand Prix,VET,1,30,SUPERSOFT,SOFT,32.0,106.621,106.298,-0.3229999999999933,3,3
2018,Azerbaijan Grand Prix,VET,2,40,SOFT,ULTRASOFT,10.0,105.866,108.757,2.8910000000000053,3,3
2018,Bahrain Grand Prix,ALO,1,14,SOFT,MEDIUM,13.0,97.661,96.902,-0.7590000000000003,3,3
2018,Bahrain Grand Prix,ALO,2,39,MEDIUM,SUPERSOFT,25.0,96.389,95.495,-0.8939999999999912,3,3
2018,Bahrain Grand Prix,BOT,1,19,SUPERSOFT,MEDIUM,21.0,96.325,94.586,-1.7390000000000043,3,3
2018,Bahrain Grand Prix,ERI,1,23,SOFT,MEDIUM,22.0,98.066,95.461,-2.605000000000004,3,3
2018,Bahrain Grand Prix,GAS,1,15,SUPERSOFT,SOFT,17.0,97.084,96.263,-0.820999999999998,3,3
2018,Bahrain Grand Prix,GAS,2,34,SOFT,SUPERSOFT,19.0,96.421,95.123,-1.2980000000000018,3,3
2018,Bahrain Grand Prix,GRO,1,18,SUPERSOFT,SOFT,17.0,98.193,96.318,-1.875,3,3
2018,Bahrain Grand Prix,GRO,2,30,SOFT,SUPERSOFT,12.0,96.599,95.648,-0.9510000000000076,3,3
2018,Bahrain Grand Prix,GRO,3,45,SUPERSOFT,SUPERSOFT,15.0,98.073,94.491,-3.5819999999999936,3,3
2018,Bahrain Grand Prix,HAM,1,25,SOFT,MEDIUM,27.0,96.373,94.274,-2.0990000000000038,3,3
2018,Bahrain Grand Prix,HAR,1,20,SUPERSOFT,SOFT,19.0,97.988,96.252,-1.7360000000000042,3,3
2018,Bahrain Grand Prix,HAR,2,42,SOFT,SUPERSOFT,22.0,98.183,94.978,-3.2050000000000125,3,3
2018,Bahrain Grand Prix,HUL,1,15,SUPERSOFT,SOFT,17.0,97.531,96.097,-1.4340000000000117,3,3
2018,Bahrain Grand Prix,HUL,2,39,SOFT,SUPERSOFT,24.0,96.873,95.438,-1.4350000000000023,3,3
2018,Bahrain Grand Prix,LEC,2,34,MEDIUM,SUPERSOFT,31.0,99.084,95.457,-3.6270000000000095,3,3
2018,Bahrain Grand Prix,MAG,1,13,SUPERSOFT,SUPERSOFT,15.0,97.464,96.441,-1.0229999999999961,3,3
2018,Bahrain Grand Prix,MAG,2,27,SUPERSOFT,SOFT,17.0,96.327,96.233,-0.09399999999999409,3,3
2018,Bahrain Grand Prix,OCO,1,15,SUPERSOFT,MEDIUM,17.0,97.979,97.894,-0.08499999999999375,3,3
2018,Bahrain Grand Prix,OCO,2,35,MEDIUM,SOFT,20.0,97.218,95.196,-2.0220000000000056,3,3
2018,Bahrain Grand Prix,PER,1,9,SOFT,MEDIUM,8.0,97.341,97.326,-0.015000000000000568,3,3
2018,Bahrain Grand Prix,PER,2,32,MEDIUM,SUPERSOFT,23.0,97.813,95.198,-2.615000000000009,3,3
2018,Bahrain Grand Prix,RAI,1,18,SUPERSOFT,SOFT,20.0,96.758,94.411,-2.346999999999994,3,3
2018,Bahrain Grand Prix,SAI,1,16,SUPERSOFT,SUPERSOFT,18.0,98.117,97.078,-1.0390000000000015,3,3
2018,Bahrain Grand Prix,SAI,2,26,SUPERSOFT,SOFT,13.0,97.529,96.195,-1.3340000000000032,3,3
2018,Bahrain Grand Prix,SIR,1,22,SOFT,MEDIUM,21.0,100.98,96.45,-4.530000000000001,3,3
2018,Bahrain Grand Prix,SIR,2,40,MEDIUM,SUPERSOFT,18.0,96.818,94.646,-2.171999999999997,3,3
2018,Bahrain Grand Prix,STR,1,10,SOFT,SUPERSOFT,9.0,98.966,97.851,-1.1149999999999949,3,3
2018,Bahrain Grand Prix,STR,2,29,SUPERSOFT,MEDIUM,19.0,98.89,95.562,-3.328000000000003,3,3
2018,Bahrain Grand Prix,VAN,1,10,SUPERSOFT,SOFT,9.0,98.048,97.214,-0.8340000000000032,3,3
2018,Bahrain Grand Prix,VAN,2,28,SOFT,MEDIUM,18.0,97.433,95.367,-2.0660000000000025,3,3
2018,Bahrain Grand Prix,VET,1,17,SUPERSOFT,SOFT,18.0,96.494,94.661,-1.8329999999999984,3,3
2018,Belgian Grand Prix,BOT,3,29,SUPERSOFT,SOFT,27.0,108.487,107.011,-1.475999999999999,3,3
2018,Belgian Grand Prix,ERI,2,26,SOFT,SUPERSOFT,26.0,110.997,109.383,-1.6140000000000043,3,3
2018,Belgian Grand Prix,GAS,2,25,SUPERSOFT,SOFT,25.0,110.822,108.842,-1.980000000000004,3,3
2018,Belgian Grand Prix,GRO,2,23,SUPERSOFT,SUPERSOFT,26.0,110.593,108.979,-1.6140000000000043,3,3
2018,Belgian Grand Prix,HAM,2,21,SUPERSOFT,SOFT,24.0,108.736,106.856,-1.8800000000000097,3,3
2018,Belgian Grand Prix,HAR,2,31,SOFT,SUPERSOFT,31.0,111.381,109.199,-2.182000000000002,3,3
2018,Belgian Grand Prix,MAG,2,26,SUPERSOFT,SUPERSOFT,29.0,110.858,108.244,-2.6140000000000043,3,3
2018,Belgian Grand Prix,OCO,2,24,SUPERSOFT,SOFT,27.0,110.439,108.917,-1.5219999999999914,3,3
2018,Belgian Grand Prix,PER,2,25,SUPERSOFT,SOFT,28.0,109.829,108.786,-1.0429999999999922,3,3
2018,Belgian Grand Prix,SAI,2,22,MEDIUM,SUPERSOFT,22.0,111.617,109.531,-2.0859999999999985,3,3
2018,Belgian Grand Prix,SIR,2,24,SOFT,SUPERSOFT,24.0,111.415,109.403,-2.0120000000000005,3,3
2018,Belgian Grand Prix,STR,2,23,SOFT,SUPERSOFT,23.0,111.323,110.365,-0.9579999999999984,3,3
2018,Belgian Grand Prix,VAN,3,28,MEDIUM,SUPERSOFT,26.0,112.523,109.75,-2.772999999999996,3,3
2018,Belgian Grand Prix,VER,2,26,SUPERSOFT,SOFT,29.0,108.756,107.347,-1.409000000000006,3,3
2018,Belgian Grand Prix,VET,2,22,SUPERSOFT,SOFT,25.0,108.781,106.743,-2.038000000000011,3,3
2018,Brazilian Grand Prix,ALO,1,15,SOFT,MEDIUM,15.0,76.432,74.634,-1.7980000000000018,3,3
2018,Brazilian Grand Prix,ALO,2,54,MEDIUM,SUPERSOFT,39.0,75.306,72.689,-2.6170000000000044,3,3
2018,Brazilian Grand Prix,BOT,1,18,SUPERSOFT,MEDIUM,21.0,74.566,73.755,-0.811000000000007,3,3
2018,Brazilian Grand Prix,BOT,2,59,MEDIUM,SOFT,41.0,72.03,71.75,-0.28000000000000114,3,3
2018,Brazilian Grand Prix,GAS,1,22,SUPERSOFT,MEDIUM,26.0,75.9,74.777,-1.1230000000000047,3,3
2018,Brazilian Grand Prix,GRO,1,32,SUPERSOFT,MEDIUM,35.0,75.136,73.191,-1.9449999999999932,3,3
2018,Brazilian Grand Prix,HAM,1,19,SUPERSOFT,MEDIUM,22.0,73.793,73.393,-0.4000000000000057,3,3
2018,Brazilian Grand Prix,HAR,1,49,MEDIUM,SUPERSOFT,49.0,74.978,72.977,-2.0009999999999906,3,3
2018,Brazilian Grand Prix,LEC,1,35,SUPERSOFT,MEDIUM,40.0,74.189,73.008,-1.1809999999999974,3,3
2018,Brazilian Grand Prix,MAG,1,41,SOFT,SUPERSOFT,41.0,74.328,72.973,-1.355000000000004,3,3
2018,Brazilian Grand Prix,OCO,1,40,SOFT,SUPERSOFT,40.0,75.076,73.837,-1.23899999999999,3,3
2018,Brazilian Grand Prix,OCO,2,57,SUPERSOFT,SUPERSOFT,17.0,73.028,72.906,-0.12199999999999989,3,3
2018,Brazilian Grand Prix,PER,1,39,SUPERSOFT,SOFT,39.0,75.126,73.272,-1.8539999999999992,3,3
2018,Brazilian Grand Prix,RAI,1,31,SOFT,MEDIUM,34.0,73.622,73.255,-0.36700000000000443,3,3
2018,Brazilian Grand Prix,RIC,1,39,SUPERSOFT,SOFT,42.0,73.362,73.012,-0.3499999999999943,3,3
2018,Brazilian Grand Prix,SAI,1,25,SOFT,MEDIUM,25.0,75.379,73.913,-1.4660000000000082,3,3
2018,Brazilian Grand Prix,SAI,2,48,MEDIUM,SUPERSOFT,23.0,74.46,72.674,-1.7859999999999872,3,3
2018,Brazilian Grand Prix,SIR,1,16,SOFT,MEDIUM,16.0,76.444,74.456,-1.9879999999999995,3,3
2018,Brazilian Grand Prix,STR,1,17,SOFT,MEDIUM,17.0,76.481,74.906,-1.5749999999999886,3,3
2018,Brazilian Grand Prix,STR,2,65,MEDIUM,SUPERSOFT,48.0,76.334,71.91,-4.424000000000007,3,3
2018,Brazilian Grand Prix,VAN,1,28,SOFT,MEDIUM,28.0,75.852,74.657,-1.1950000000000074,3,3
2018,Brazilian Grand Prix,VER,1,35,SUPERSOFT,SOFT,38.0,73.709,72.656,-1.0529999999999973,3,3
2018,Brazilian Grand Prix,VET,1,27,SOFT,MEDIUM,30.0,73.988,73.099,-0.8889999999999958,3,3
2018,Brazilian Grand Prix,VET,2,53,MEDIUM,SUPERSOFT,26.0,72.706,72.217,-0.4890000000000043,3,3
2018,British Grand Prix,ALO,1,13,SOFT,MEDIUM,12.0,95.717,94.775,-0.9419999999999931,3,3
2018,British Grand Prix,ALO,2,32,MEDIUM,SOFT,19.0,94.968,94.2,-0.7680000000000007,3,3
2018,British Grand Prix,BOT,1,21,SOFT,MEDIUM,23.0,93.876,92.671,-1.2049999999999983,3,3
2018,British Grand Prix,ERI,1,24,SOFT,MEDIUM,23.0,95.406,94.659,-0.7469999999999999,3,3
2018,British Grand Prix,GAS,1,20,SOFT,MEDIUM,19.0,95.163,94.772,-0.39099999999999113,3,3
2018,British Grand Prix,GAS,2,32,MEDIUM,SOFT,12.0,94.512,94.369,-0.14300000000000068,3,3
2018,British Grand Prix,GRO,1,26,SOFT,MEDIUM,28.0,94.974,94.556,-0.41800000000000637,3,3
2018,British Grand Prix,HAM,1,25,SOFT,MEDIUM,28.0,94.62,91.682,-2.9380000000000024,3,3
2018,British Grand Prix,HUL,1,20,MEDIUM,HARD,19.0,95.3,95.443,0.14300000000000068,3,3
2018,British Grand Prix,MAG,1,25,SOFT,MEDIUM,27.0,94.81,94.892,0.08199999999999363,3,3
2018,British Grand Prix,OCO,1,19,SOFT,MEDIUM,21.0,95.274,95.229,-0.045000000000001705,3,3
2018,British Grand Prix,PER,1,13,SOFT,MEDIUM,12.0,96.275,94.63,-1.6450000000000102,3,3
2018,British Grand Prix,PER,2,32,MEDIUM,SOFT,19.0,94.637,94.281,-0.35599999999999454,3,3
2018,British Grand Prix,RAI,1,13,SOFT,MEDIUM,15.0,94.091,93.045,-1.0459999999999923,3,3
2018,British Grand Prix,RAI,2,33,MEDIUM,SOFT,20.0,93.443,92.007,-1.4359999999999928,3,3
2018,British Grand Prix,RIC,1,18,SOFT,MEDIUM,20.0,94.183,93.385,-0.7980000000000018,3,3
2018,British Grand Prix,RIC,2,30,MEDIUM,SOFT,12.0,92.938,92.596,-0.34199999999999875,3,3
2018,British Grand Prix,SAI,1,17,MEDIUM,HARD,16.0,95.806,95.174,-0.6319999999999908,3,3
2018,British Grand Prix,SIR,1,21,SOFT,MEDIUM,20.0,96.291,95.936,-0.35499999999998977,3,3
2018,British Grand Prix,STR,1,30,MEDIUM,SOFT,29.0,96.025,94.949,-1.0760000000000076,3,3
2018,British Grand Prix,VAN,1,21,SOFT,MEDIUM,20.0,95.31,94.872,-0.4380000000000024,3,3
2018,British Grand Prix,VAN,2,33,MEDIUM,SOFT,12.0,94.745,94.634,-0.1110000000000042,3,3
2018,British Grand Prix,VER,1,17,SOFT,MEDIUM,19.0,94.283,93.624,-0.659000000000006,3,3
2018,British Grand Prix,VER,2,33,MEDIUM,SOFT,16.0,93.513,92.18,-1.3329999999999984,3,3
2018,British Grand Prix,VET,1,20,SOFT,MEDIUM,21.0,94.352,93.033,-1.3190000000000026,3,3
2018,British Grand Prix,VET,2,33,MEDIUM,SOFT,13.0,93.095,91.75,-1.3449999999999989,3,3
2018,Canadian Grand Prix,ALO,1,18,ULTRASOFT,SUPERSOFT,17.0,77.219,77.042,-0.1769999999999925,3,3
2018,Canadian Grand Prix,BOT,1,36,ULTRASOFT,SUPERSOFT,38.0,76.099,74.663,-1.436000000000007,3,3
2018,Canadian Grand Prix,GAS,1,23,HYPERSOFT,SUPERSOFT,22.0,76.992,76.633,-0.35900000000000887,3,3
2018,Canadian Grand Prix,GRO,1,48,ULTRASOFT,SUPERSOFT,47.0,76.545,76.054,-0.49099999999999966,3,3
2018,Canadian Grand Prix,HAM,1,16,ULTRASOFT,SUPERSOFT,18.0,76.556,75.856,-0.7000000000000028,3,3
2018,Canadian Grand Prix,HUL,1,13,HYPERSOFT,SUPERSOFT,15.0,76.579,76.988,0.409000000000006,3,3
2018,Canadian Grand Prix,LEC,1,19,ULTRASOFT,SUPERSOFT,18.0,77.306,76.779,-0.527000000000001,3,3
2018,Canadian Grand Prix,MAG,1,22,ULTRASOFT,SUPERSOFT,21.0,77.159,76.547,-0.612000000000009,3,3
2018,Canadian Grand Prix,OCO,1,11,HYPERSOFT,SUPERSOFT,13.0,77.07,76.883,-0.1869999999999976,3,3
2018,Canadian Grand Prix,PER,1,9,HYPERSOFT,SUPERSOFT,11.0,77.949,76.785,-1.1640000000000015,3,3
2018,Canadian Grand Prix,PER,2,44,SUPERSOFT,SUPERSOFT,35.0,77.309,75.811,-1.4979999999999905,3,3
2018,Canadian Grand Prix,RAI,1,32,ULTRASOFT,SUPERSOFT,34.0,75.69,75.297,-0.3930000000000007,3,3
2018,Canadian Grand Prix,RIC,1,17,HYPERSOFT,SUPERSOFT,19.0,76.248,75.835,-0.4130000000000109,3,3
2018,Canadian Grand Prix,SAI,1,14,HYPERSOFT,SUPERSOFT,16.0,76.772,77.008,0.23599999999999,3,3
2018,Canadian Grand Prix,SIR,1,26,SUPERSOFT,ULTRASOFT,25.0,77.83,77.777,-0.05299999999999727,3,3
2018,Canadian Grand Prix,VAN,2,48,SUPERSOFT,HYPERSOFT,47.0,76.965,75.933,-1.0319999999999965,3,3
2018,Canadian Grand Prix,VER,1,16,HYPERSOFT,SUPERSOFT,18.0,76.443,75.881,-0.5619999999999976,3,3
2018,Canadian Grand Prix,VET,1,37,ULTRASOFT,SUPERSOFT,38.0,75.277,74.568,-0.7090000000000032,3,3
2018,Chinese Grand Prix,GAS,2,31,MEDIUM,MEDIUM,30.0,102.16399999999999,101.631,-0.532999999999987,2,3
2018,Chinese Grand Prix,GRO,2,46,ULTRASOFT,ULTRASOFT,48.0,98.704,98.058,-0.6459999999999866,3,3
2018,French Grand Prix,ALO,2,46,SOFT,ULTRASOFT,45.0,99.677,100.55199999999999,0.8749999999999858,3,2
2018,French Grand Prix,BOT,2,39,SOFT,SUPERSOFT,38.0,96.456,95.147,-1.3089999999999975,3,3
2018,French Grand Prix,ERI,1,35,SUPERSOFT,ULTRASOFT,34.0,98.151,97.021,-1.1299999999999955,3,3
2018,French Grand Prix,GRO,1,34,ULTRASOFT,SUPERSOFT,36.0,97.815,96.814,-1.0010000000000048,3,3
2018,French Grand Prix,HAM,1,33,SUPERSOFT,SOFT,34.0,96.274,95.365,-0.909000000000006,3,3
2018,French Grand Prix,HAR,1,38,ULTRASOFT,SUPERSOFT,37.0,98.162,96.904,-1.2580000000000098,3,3
2018,French Grand Prix,HUL,1,37,SOFT,ULTRASOFT,36.0,98.539,96.681,-1.858000000000004,3,3
2018,French Grand Prix,LEC,1,31,ULTRASOFT,SUPERSOFT,33.0,98.942,97.057,-1.884999999999991,3,3
2018,French Grand Prix,MAG,1,28,ULTRASOFT,SOFT,30.0,98.301,97.122,-1.179000000000002,3,3
2018,French Grand Prix,RAI,1,34,ULTRASOFT,SUPERSOFT,36.0,96.754,95.037,-1.7169999999999987,3,3
2018,French Grand Prix,RIC,1,28,SUPERSOFT,SOFT,32.0,96.792,96.068,-0.7240000000000038,3,3
2018,French Grand Prix,SAI,1,26,ULTRASOFT,SOFT,28.0,98.707,97.24,-1.4669999999999987,3,3
2018,French Grand Prix,VAN,1,40,SUPERSOFT,ULTRASOFT,39.0,97.845,97.372,-0.472999999999999,3,3
2018,French Grand Prix,VER,1,25,SUPERSOFT,SOFT,27.0,96.863,95.914,-0.9489999999999981,3,3
2018,French Grand Prix,VET,2,40,SOFT,ULTRASOFT,39.0,97.485,94.793,-2.691999999999993,3,3
2018,German Grand Prix,ALO,1,31,SOFT,MEDIUM,30.0,80.73,80.144,-0.5859999999999985,3,3
2018,German Grand Prix,ALO,2,43,MEDIUM,INTERMEDIATE,12.0,79.087,87.826,8.73899999999999,3,3
2018,German Grand Prix,ALO,3,47,INTERMEDIATE,SOFT,4.0,87.445,81.995,-5.449999999999989,3,3
2018,German Grand Prix,BOT,2,52,SOFT,ULTRASOFT,24.0,82.063,76.655,-5.408000000000001,3,3
2018,German Grand Prix,ERI,1,38,SOFT,ULTRASOFT,37.0,79.866,79.005,-0.8610000000000042,3,3
2018,German Grand Prix,GAS,1,43,SOFT,WET,42.0,81.329,94.544,13.215000000000003,3,3
2018,German Grand Prix,GAS,2,46,WET,ULTRASOFT,3.0,81.329,86.673,5.344000000000008,3,3
2018,German Grand Prix,GRO,2,51,MEDIUM,ULTRASOFT,30.0,85.795,78.715,-7.079999999999998,3,3
2018,German Grand Prix,GRO,3,55,INTERMEDIATE,ULTRASOFT,4.0,85.795,78.715,-7.079999999999998,3,3
