RaceYear,RaceName,Driver,stop_number,PitInLap,pit_in_compound,pit_out_compound,tyre_life_at_pit,pre_change_lap_time_seconds,post_change_lap_time_seconds,pace_delta_after_change,pre_window_laps,post_window_laps
2019,Mexican Grand Prix,HAM,1,23,MEDIUM,HARD,26.0,81.111,80.975,-0.1360000000000099,3,3
2019,Mexican Grand Prix,HUL,1,18,MEDIUM,HARD,18.0,82.879,82.586,-0.29300000000000637,3,3
2019,Mexican Grand Prix,KUB,1,21,MEDIUM,HARD,21.0,85.234,84.717,-0.5169999999999959,3,3
2019,Mexican Grand Prix,KUB,2,60,HARD,MEDIUM,39.0,82.985,81.041,-1.9440000000000026,3,3
2019,Mexican Grand Prix,KVY,1,10,SOFT,HARD,13.0,83.423,82.508,-0.9150000000000063,3,3
2019,Mexican Grand Prix,KVY,2,44,HARD,MEDIUM,34.0,82.036,79.99,-2.0460000000000065,3,3
2019,Mexican Grand Prix,LEC,1,15,MEDIUM,MEDIUM,18.0,81.125,80.585,-0.5400000000000063,3,3
2019,Mexican Grand Prix,LEC,2,43,MEDIUM,HARD,28.0,81.227,79.839,-1.3880000000000052,3,3
2019,Mexican Grand Prix,MAG,1,28,MEDIUM,HARD,28.0,83.704,82.032,-1.671999999999997,3,3
2019,Mexican Grand Prix,NOR,1,12,SOFT,HARD,15.0,83.546,82.648,-0.8980000000000103,3,3
2019,Mexican Grand Prix,PER,1,20,MEDIUM,HARD,20.0,82.334,81.758,-0.5760000000000076,3,3
2019,Mexican Grand Prix,RAI,1,15,MEDIUM,HARD,15.0,83.276,83.699,0.4230000000000018,3,3
2019,Mexican Grand Prix,RAI,2,52,HARD,MEDIUM,37.0,81.971,80.336,-1.6350000000000051,3,3
2019,Mexican Grand Prix,RIC,1,50,HARD,MEDIUM,50.0,81.506,80.316,-1.1899999999999977,3,3
2019,Mexican Grand Prix,RUS,1,22,MEDIUM,HARD,22.0,84.358,83.672,-0.686000000000007,3,3
2019,Mexican Grand Prix,SAI,1,15,SOFT,HARD,18.0,83.257,82.177,-1.0799999999999983,3,3
2019,Mexican Grand Prix,SAI,2,35,HARD,MEDIUM,20.0,83.396,81.629,-1.766999999999996,3,3
2019,Mexican Grand Prix,STR,1,37,MEDIUM,HARD,37.0,82.197,81.507,-0.6899999999999977,3,3
2019,Mexican Grand Prix,VET,1,37,MEDIUM,HARD,40.0,82.345,80.537,-1.8079999999999927,3,3
2019,Monaco Grand Prix,ALB,1,40,SOFT,MEDIUM,45.0,78.1,75.907,-2.192999999999998,3,3
2019,Monaco Grand Prix,BOT,1,11,SOFT,HARD,16.0,76.307,79.608,3.301000000000002,3,3
2019,Monaco Grand Prix,BOT,2,12,MEDIUM,HARD,1.0,76.307,79.608,3.301000000000002,3,3
2019,Monaco Grand Prix,GAS,1,27,SOFT,MEDIUM,31.0,78.362,77.283,-1.0789999999999935,3,3
2019,Monaco Grand Prix,GAS,2,62,MEDIUM,SOFT,35.0,77.191,77.105,-0.08599999999999852,3,3
2019,Monaco Grand Prix,GIO,1,44,SOFT,MEDIUM,44.0,80.113,76.952,-3.1610000000000014,3,3
2019,Monaco Grand Prix,GRO,1,50,SOFT,MEDIUM,50.0,77.579,77.789,0.21000000000000796,3,3
2019,Monaco Grand Prix,HAM,1,11,SOFT,MEDIUM,16.0,76.298,79.653,3.355000000000004,3,3
2019,Monaco Grand Prix,HUL,1,9,MEDIUM,HARD,9.0,80.155,78.067,-2.088000000000008,3,3
2019,Monaco Grand Prix,KUB,1,21,MEDIUM,HARD,21.0,80.476,78.404,-2.0720000000000027,3,3
2019,Monaco Grand Prix,KVY,1,32,SOFT,MEDIUM,37.0,77.549,77.304,-0.24500000000000455,3,3
2019,Monaco Grand Prix,MAG,1,11,SOFT,MEDIUM,16.0,80.155,81.06,0.9050000000000011,3,3
2019,Monaco Grand Prix,NOR,1,47,MEDIUM,SOFT,47.0,78.638,76.969,-1.6690000000000111,3,3
2019,Monaco Grand Prix,PER,1,11,MEDIUM,HARD,11.0,79.828,77.818,-2.010000000000005,3,3
2019,Monaco Grand Prix,RAI,1,46,SOFT,MEDIUM,46.0,81.917,77.132,-4.784999999999997,3,3
2019,Monaco Grand Prix,RIC,1,11,SOFT,MEDIUM,16.0,80.113,80.81,0.6970000000000027,3,3
2019,Monaco Grand Prix,RUS,1,10,MEDIUM,HARD,10.0,80.498,80.694,0.19599999999999795,3,3
2019,Monaco Grand Prix,SAI,1,30,SOFT,MEDIUM,35.0,77.742,76.74,-1.0020000000000095,3,3
2019,Monaco Grand Prix,STR,1,39,MEDIUM,HARD,39.0,79.341,77.5,-1.840999999999994,3,3
2019,Monaco Grand Prix,VER,1,11,SOFT,HARD,14.0,76.377,79.721,3.3440000000000083,3,3
2019,Monaco Grand Prix,VET,1,11,SOFT,HARD,14.0,76.541,79.462,2.9210000000000065,3,3
2019,Russian Grand Prix,ALB,1,29,MEDIUM,SOFT,29.0,100.262,100.408,0.1460000000000008,3,3
2019,Russian Grand Prix,BOT,1,28,MEDIUM,SOFT,31.0,98.597,97.695,-0.902000000000001,3,3
2019,Russian Grand Prix,GAS,1,26,MEDIUM,SOFT,26.0,102.307,100.92,-1.3870000000000005,3,3
2019,Russian Grand Prix,GIO,2,27,HARD,MEDIUM,25.0,101.571,101.402,-0.16899999999999693,3,3
2019,Russian Grand Prix,HAM,1,28,MEDIUM,SOFT,31.0,98.377,97.638,-0.7389999999999901,3,3
2019,Russian Grand Prix,HUL,1,16,SOFT,MEDIUM,19.0,100.745,100.286,-0.4590000000000032,3,3
2019,Russian Grand Prix,HUL,2,29,MEDIUM,SOFT,13.0,100.622,101.145,0.5229999999999961,3,3
2019,Russian Grand Prix,KVY,1,27,HARD,SOFT,27.0,100.8,101.427,0.6270000000000095,3,3
2019,Russian Grand Prix,KVY,2,29,SOFT,SOFT,2.0,100.8,101.427,0.6270000000000095,3,3
2019,Russian Grand Prix,LEC,1,22,SOFT,MEDIUM,25.0,98.769,97.354,-1.4150000000000063,3,3
2019,Russian Grand Prix,LEC,2,30,MEDIUM,SOFT,8.0,97.354,97.81,0.45600000000000307,3,3
2019,Russian Grand Prix,MAG,1,27,SOFT,MEDIUM,27.0,100.33,99.805,-0.5249999999999915,3,3
2019,Russian Grand Prix,NOR,1,20,SOFT,MEDIUM,23.0,100.448,100.602,0.15400000000001057,3,3
2019,Russian Grand Prix,PER,1,23,SOFT,MEDIUM,23.0,100.068,101.888,1.8200000000000074,3,3
2019,Russian Grand Prix,RAI,1,9,MEDIUM,MEDIUM,9.0,103.393,102.117,-1.2759999999999962,3,3
2019,Russian Grand Prix,RAI,2,27,MEDIUM,SOFT,27.0,100.849,101.442,0.5929999999999893,3,3
2019,Russian Grand Prix,SAI,1,21,SOFT,MEDIUM,24.0,100.43,100.222,-0.20800000000001262,3,3
2019,Russian Grand Prix,STR,1,27,MEDIUM,SOFT,27.0,100.388,101.677,1.2890000000000015,3,3
2019,Russian Grand Prix,VER,1,28,SOFT,MEDIUM,31.0,99.731,98.255,-1.475999999999999,3,3
2019,Singapore Grand Prix,ALB,1,20,SOFT,HARD,23.0,109.606,106.649,-2.9569999999999936,3,3
2019,Singapore Grand Prix,BOT,1,22,SOFT,HARD,25.0,107.638,108.519,0.8810000000000002,3,3
2019,Singapore Grand Prix,GAS,1,32,HARD,MEDIUM,32.0,109.431,107.389,-2.0420000000000016,3,3
2019,Singapore Grand Prix,GIO,1,34,MEDIUM,SOFT,34.0,110.675,109.177,-1.4979999999999905,3,3
2019,Singapore Grand Prix,GIO,2,36,HARD,SOFT,2.0,110.675,109.177,-1.4979999999999905,3,3
2019,Singapore Grand Prix,GRO,1,23,MEDIUM,HARD,23.0,110.181,107.058,-3.1229999999999905,3,3
2019,Singapore Grand Prix,GRO,2,35,HARD,SOFT,12.0,109.051,108.949,-0.10200000000000387,3,3
2019,Singapore Grand Prix,HAM,1,26,SOFT,HARD,29.0,108.831,107.75,-1.081000000000003,3,3
2019,Singapore Grand Prix,HUL,2,36,HARD,MEDIUM,35.0,109.218,109.149,-0.06900000000000261,3,3
2019,Singapore Grand Prix,KUB,1,21,MEDIUM,HARD,21.0,111.245,108.564,-2.6810000000000116,3,3
2019,Singapore Grand Prix,KUB,2,44,HARD,MEDIUM,23.0,110.391,111.822,1.4309999999999974,3,3
2019,Singapore Grand Prix,KVY,1,12,MEDIUM,HARD,12.0,112.715,107.419,-5.2960000000000065,3,3
2019,Singapore Grand Prix,KVY,2,36,HARD,SOFT,24.0,108.542,109.253,0.7109999999999985,3,3
2019,Singapore Grand Prix,LEC,1,20,SOFT,HARD,23.0,109.011,106.975,-2.0360000000000014,3,3
2019,Singapore Grand Prix,MAG,1,18,MEDIUM,HARD,18.0,109.421,108.723,-0.6980000000000075,3,3
2019,Singapore Grand Prix,MAG,2,56,HARD,SOFT,38.0,112.569,103.828,-8.741,3,3
2019,Singapore Grand Prix,NOR,1,20,SOFT,HARD,23.0,109.47,106.952,-2.5180000000000007,3,3
2019,Singapore Grand Prix,PER,1,13,MEDIUM,HARD,13.0,111.1,111.518,0.41800000000000637,3,3
2019,Singapore Grand Prix,RAI,1,15,MEDIUM,HARD,15.0,109.521,107.37,-2.1509999999999962,3,3
2019,Singapore Grand Prix,RIC,1,34,MEDIUM,HARD,34.0,111.705,109.289,-2.415999999999997,3,3
2019,Singapore Grand Prix,SAI,2,35,HARD,MEDIUM,34.0,110.057,105.983,-4.073999999999998,3,3
2019,Singapore Grand Prix,STR,1,31,MEDIUM,HARD,31.0,109.937,107.114,-2.8229999999999933,3,3
2019,Singapore Grand Prix,STR,2,41,HARD,SOFT,10.0,107.114,108.991,1.8769999999999953,3,3
2019,Singapore Grand Prix,STR,3,44,SOFT,SOFT,3.0,107.114,112.262,5.147999999999996,3,3
2019,Singapore Grand Prix,VER,1,19,SOFT,HARD,22.0,109.237,105.881,-3.3559999999999945,3,3
2019,Singapore Grand Prix,VET,1,19,SOFT,HARD,22.0,108.716,107.0,-1.715999999999994,3,3
2019,Spanish Grand Prix,ALB,1,25,SOFT,MEDIUM,25.0,83.948,83.065,-0.8829999999999956,3,3
2019,Spanish Grand Prix,ALB,2,45,MEDIUM,MEDIUM,20.0,82.743,82.712,-0.0309999999999917,3,3
2019,Spanish Grand Prix,BOT,1,26,SOFT,MEDIUM,29.0,83.405,81.593,-1.8119999999999976,3,3
2019,Spanish Grand Prix,BOT,2,45,MEDIUM,SOFT,19.0,81.56,81.217,-0.3430000000000035,3,3
2019,Spanish Grand Prix,GAS,1,22,SOFT,MEDIUM,25.0,83.786,82.897,-0.8889999999999958,3,3
2019,Spanish Grand Prix,GAS,2,46,MEDIUM,SOFT,24.0,82.441,81.28,-1.1610000000000014,3,3
2019,Spanish Grand Prix,GIO,1,6,SOFT,HARD,6.0,85.567,84.947,-0.6199999999999903,3,3
2019,Spanish Grand Prix,GIO,2,41,HARD,SOFT,35.0,86.107,84.16,-1.9470000000000027,3,3
2019,Spanish Grand Prix,GRO,1,26,SOFT,MEDIUM,29.0,83.681,82.546,-1.134999999999991,3,3
2019,Spanish Grand Prix,GRO,2,46,MEDIUM,SOFT,20.0,82.323,82.031,-0.2919999999999874,3,3
2019,Spanish Grand Prix,HAM,1,27,SOFT,MEDIUM,30.0,82.886,82.131,-0.7549999999999955,3,3
2019,Spanish Grand Prix,HAM,2,46,MEDIUM,SOFT,19.0,81.891,79.85,-2.041000000000011,3,3
2019,Spanish Grand Prix,HUL,1,35,MEDIUM,SOFT,35.0,84.196,84.742,0.5460000000000065,3,3
2019,Spanish Grand Prix,KUB,1,31,MEDIUM,SOFT,31.0,87.598,86.85,-0.7480000000000047,3,3
2019,Spanish Grand Prix,KUB,2,44,SOFT,MEDIUM,13.0,85.6,84.864,-0.73599999999999,3,3
2019,Spanish Grand Prix,KVY,1,21,SOFT,MEDIUM,24.0,84.02,83.005,-1.0150000000000006,3,3
2019,Spanish Grand Prix,KVY,2,45,MEDIUM,MEDIUM,24.0,82.32,82.368,0.04800000000000182,3,3
2019,Spanish Grand Prix,LEC,1,25,SOFT,HARD,28.0,83.641,82.228,-1.413000000000011,3,3
2019,Spanish Grand Prix,LEC,2,46,HARD,MEDIUM,21.0,82.567,81.101,-1.465999999999994,3,3
2019,Spanish Grand Prix,MAG,1,23,SOFT,MEDIUM,26.0,83.918,83.05,-0.8680000000000092,3,3
2019,Spanish Grand Prix,MAG,2,45,MEDIUM,SOFT,22.0,82.659,81.791,-0.8680000000000092,3,3
2019,Spanish Grand Prix,NOR,1,26,SOFT,MEDIUM,26.0,83.915,82.642,-1.2730000000000103,3,3
2019,Spanish Grand Prix,PER,1,24,SOFT,MEDIUM,24.0,84.309,83.347,-0.9620000000000033,3,3
2019,Spanish Grand Prix,PER,2,45,MEDIUM,SOFT,21.0,83.45,83.806,0.35599999999999454,3,3
2019,Spanish Grand Prix,RAI,1,28,MEDIUM,HARD,28.0,84.524,83.872,-0.652000000000001,3,3
2019,Spanish Grand Prix,RAI,2,45,HARD,SOFT,17.0,83.246,84.006,0.7600000000000051,3,3
2019,Spanish Grand Prix,RIC,1,24,SOFT,HARD,27.0,84.047,83.763,-0.2839999999999918,3,3
2019,Spanish Grand Prix,RIC,2,45,HARD,MEDIUM,21.0,82.978,83.149,0.17100000000000648,3,3
2019,Spanish Grand Prix,RUS,1,32,MEDIUM,SOFT,32.0,86.346,84.479,-1.8670000000000044,3,3
2019,Spanish Grand Prix,RUS,2,44,SOFT,MEDIUM,12.0,85.247,84.445,-0.8020000000000067,3,3
2019,Spanish Grand Prix,SAI,1,24,SOFT,MEDIUM,24.0,84.536,83.273,-1.2630000000000052,3,3
2019,Spanish Grand Prix,SAI,2,46,MEDIUM,SOFT,22.0,82.877,82.452,-0.42499999999999716,3,3
2019,Spanish Grand Prix,STR,1,22,MEDIUM,SOFT,22.0,84.33,83.497,-0.8329999999999984,3,3
2019,Spanish Grand Prix,VER,1,20,SOFT,SOFT,23.0,83.041,82.223,-0.8179999999999978,3,3
2019,Spanish Grand Prix,VER,2,43,SOFT,MEDIUM,23.0,82.071,81.126,-0.9449999999999932,3,3
2019,Spanish Grand Prix,VET,1,19,SOFT,MEDIUM,22.0,83.682,83.219,-0.46300000000000807,3,3
2019,Spanish Grand Prix,VET,2,40,MEDIUM,MEDIUM,21.0,81.499,80.338,-1.1610000000000014,3,3
2019,United States Grand Prix,ALB,2,20,MEDIUM,MEDIUM,19.0,102.384,100.225,-2.159000000000006,3,3
2019,United States Grand Prix,ALB,3,40,MEDIUM,SOFT,20.0,100.503,98.634,-1.8689999999999998,3,3
2019,United States Grand Prix,BOT,1,14,MEDIUM,HARD,17.0,101.354,98.969,-2.385000000000005,3,3
2019,United States Grand Prix,BOT,2,35,HARD,MEDIUM,21.0,101.179,98.668,-2.5109999999999957,3,3
2019,United States Grand Prix,GAS,1,19,SOFT,HARD,22.0,103.213,101.466,-1.7469999999999999,3,3
2019,United States Grand Prix,GIO,1,17,MEDIUM,HARD,17.0,104.428,101.585,-2.8430000000000035,3,3
2019,United States Grand Prix,GIO,2,39,HARD,SOFT,22.0,103.2,100.561,-2.638999999999996,3,3
2019,United States Grand Prix,GRO,1,24,MEDIUM,HARD,24.0,105.555,101.77,-3.785000000000011,3,3
2019,United States Grand Prix,HAM,1,24,MEDIUM,HARD,27.0,101.616,98.998,-2.617999999999995,3,3
2019,United States Grand Prix,HUL,1,27,HARD,MEDIUM,27.0,104.548,100.861,-3.6869999999999976,3,3
2019,United States Grand Prix,HUL,2,39,MEDIUM,SOFT,12.0,100.195,99.629,-0.5659999999999883,3,3
2019,United States Grand Prix,KUB,1,11,MEDIUM,HARD,11.0,106.208,104.991,-1.2169999999999987,3,3
2019,United States Grand Prix,KVY,1,21,HARD,MEDIUM,21.0,103.309,100.785,-2.524000000000001,3,3
2019,United States Grand Prix,KVY,2,39,MEDIUM,SOFT,18.0,101.392,99.71,-1.6820000000000022,3,3
2019,United States Grand Prix,LEC,1,20,MEDIUM,HARD,23.0,102.726,100.133,-2.5930000000000035,3,3
2019,United States Grand Prix,LEC,2,42,HARD,SOFT,22.0,100.666,99.026,-1.6400000000000006,3,3
2019,United States Grand Prix,MAG,1,18,MEDIUM,HARD,18.0,103.916,102.134,-1.7819999999999965,3,3
2019,United States Grand Prix,MAG,2,40,HARD,SOFT,23.0,102.923,101.396,-1.527000000000001,3,3
2019,United States Grand Prix,NOR,1,19,SOFT,HARD,22.0,103.079,100.865,-2.2139999999999986,3,3
2019,United States Grand Prix,NOR,2,42,HARD,MEDIUM,23.0,101.612,99.129,-2.48299999999999,3,3
2019,United States Grand Prix,PER,1,24,MEDIUM,HARD,24.0,103.009,101.333,-1.676000000000002,3,3
2019,United States Grand Prix,RAI,1,18,SOFT,HARD,18.0,103.272,102.057,-1.2150000000000034,3,3
2019,United States Grand Prix,RAI,2,40,HARD,SOFT,22.0,101.14,101.107,-0.03300000000000125,3,3
2019,United States Grand Prix,RIC,1,21,SOFT,HARD,24.0,102.741,101.18,-1.5609999999999928,3,3
2019,United States Grand Prix,RUS,1,23,MEDIUM,HARD,23.0,106.039,101.628,-4.411000000000001,3,3
2019,United States Grand Prix,RUS,2,46,HARD,SOFT,23.0,104.044,103.79,-0.2539999999999907,3,3
2019,United States Grand Prix,SAI,1,18,SOFT,HARD,21.0,103.408,101.453,-1.9549999999999983,3,3
2019,United States Grand Prix,STR,1,9,MEDIUM,HARD,9.0,104.16,102.44,-1.7199999999999989,3,3
2019,United States Grand Prix,STR,2,29,HARD,SOFT,20.0,102.052,100.854,-1.1980000000000075,3,3
2019,United States Grand Prix,VER,1,13,MEDIUM,HARD,16.0,101.851,99.798,-2.0529999999999973,3,3
2019,United States Grand Prix,VER,2,34,HARD,MEDIUM,22.0,100.738,98.632,-2.1059999999999945,3,3
2020,70th Anniversary Grand Prix,ALB,1,6,MEDIUM,HARD,9.0,93.703,93.411,-0.2920000000000016,3,3
2020,70th Anniversary Grand Prix,ALB,2,30,HARD,HARD,24.0,91.826,91.103,-0.722999999999999,3,3
2020,70th Anniversary Grand Prix,BOT,1,13,MEDIUM,HARD,16.0,92.583,90.971,-1.6119999999999948,3,3
2020,70th Anniversary Grand Prix,BOT,2,32,HARD,HARD,19.0,90.544,90.966,0.42199999999999704,3,3
2020,70th Anniversary Grand Prix,GAS,1,7,MEDIUM,HARD,10.0,93.557,93.52,-0.03700000000000614,3,3
2020,70th Anniversary Grand Prix,GAS,2,23,HARD,HARD,16.0,93.627,92.567,-1.0600000000000023,3,3
2020,70th Anniversary Grand Prix,GIO,1,7,MEDIUM,HARD,7.0,94.694,92.892,-1.8020000000000067,3,3
2020,70th Anniversary Grand Prix,GIO,2,33,HARD,MEDIUM,26.0,94.042,92.26,-1.7819999999999965,3,3
2020,70th Anniversary Grand Prix,GRO,1,17,MEDIUM,HARD,20.0,93.416,93.584,0.16800000000000637,3,3
2020,70th Anniversary Grand Prix,GRO,2,38,HARD,HARD,22.0,92.593,93.192,0.5989999999999895,3,3
2020,70th Anniversary Grand Prix,HAM,1,14,MEDIUM,HARD,17.0,92.782,91.441,-1.340999999999994,3,3
2020,70th Anniversary Grand Prix,HAM,2,41,HARD,HARD,27.0,91.077,89.625,-1.4519999999999982,3,3
2020,70th Anniversary Grand Prix,HUL,1,15,MEDIUM,HARD,18.0,92.548,91.996,-0.5520000000000067,3,3
2020,70th Anniversary Grand Prix,HUL,2,30,HARD,HARD,15.0,91.407,91.037,-0.36999999999999034,3,3
2020,70th Anniversary Grand Prix,HUL,3,44,HARD,SOFT,14.0,91.485,90.893,-0.5919999999999987,3,3
2020,70th Anniversary Grand Prix,KVY,1,19,HARD,HARD,19.0,92.977,92.264,-0.7130000000000081,3,3
2020,70th Anniversary Grand Prix,KVY,2,35,HARD,MEDIUM,16.0,91.727,91.318,-0.409000000000006,3,3
2020,70th Anniversary Grand Prix,LAT,1,9,MEDIUM,HARD,9.0,94.068,92.79,-1.2779999999999916,3,3
2020,70th Anniversary Grand Prix,LAT,2,26,HARD,HARD,17.0,93.162,91.924,-1.2379999999999995,3,3
2020,70th Anniversary Grand Prix,LAT,3,46,HARD,MEDIUM,20.0,92.87,90.055,-2.8149999999999977,3,3
2020,70th Anniversary Grand Prix,LEC,1,18,MEDIUM,HARD,21.0,92.711,91.776,-0.9350000000000023,3,3
2020,70th Anniversary Grand Prix,MAG,1,9,MEDIUM,HARD,9.0,94.452,93.15,-1.3019999999999925,3,3
2020,70th Anniversary Grand Prix,MAG,2,20,HARD,HARD,12.0,94.015,92.957,-1.058000000000007,3,3
2020,70th Anniversary Grand Prix,NOR,1,12,MEDIUM,HARD,15.0,92.827,93.051,0.22400000000000375,3,3
2020,70th Anniversary Grand Prix,NOR,2,29,HARD,HARD,17.0,92.111,92.244,0.13299999999999557,3,3
2020,70th Anniversary Grand Prix,OCO,1,22,MEDIUM,HARD,22.0,92.607,92.275,-0.33199999999999363,3,3
2020,70th Anniversary Grand Prix,RAI,1,26,HARD,MEDIUM,26.0,93.785,92.642,-1.1430000000000007,3,3
2020,70th Anniversary Grand Prix,RIC,1,14,MEDIUM,MEDIUM,17.0,92.746,92.725,-0.021000000000000796,3,3
2020,70th Anniversary Grand Prix,RIC,2,26,MEDIUM,HARD,15.0,92.207,92.623,0.416000000000011,3,3
2020,70th Anniversary Grand Prix,RIC,3,35,HARD,MEDIUM,9.0,92.928,92.028,-0.8999999999999915,3,3
2020,70th Anniversary Grand Prix,RUS,1,8,MEDIUM,HARD,8.0,94.546,92.876,-1.6700000000000017,3,3
2020,70th Anniversary Grand Prix,RUS,2,24,HARD,HARD,16.0,93.88,92.707,-1.1730000000000018,3,3
2020,70th Anniversary Grand Prix,RUS,3,39,HARD,MEDIUM,15.0,93.077,92.364,-0.7129999999999939,3,3
2020,70th Anniversary Grand Prix,SAI,1,22,HARD,MEDIUM,22.0,92.826,92.515,-0.31099999999999284,3,3
2020,70th Anniversary Grand Prix,SAI,2,34,MEDIUM,HARD,15.0,92.4,91.778,-0.6219999999999999,3,3
2020,70th Anniversary Grand Prix,STR,1,18,MEDIUM,HARD,21.0,91.994,92.392,0.39799999999999613,3,3
2020,70th Anniversary Grand Prix,STR,2,31,HARD,HARD,13.0,91.342,90.958,-0.38400000000000034,3,3
2020,70th Anniversary Grand Prix,VER,1,26,HARD,MEDIUM,29.0,91.312,91.294,-0.018000000000000682,3,3
2020,70th Anniversary Grand Prix,VER,2,32,MEDIUM,HARD,6.0,90.545,90.892,0.3469999999999942,3,3
2020,70th Anniversary Grand Prix,VET,1,22,HARD,HARD,23.0,92.312,91.817,-0.49500000000000455,3,3
2020,70th Anniversary Grand Prix,VET,2,33,HARD,MEDIUM,11.0,92.528,91.616,-0.9120000000000061,3,3
2020,Abu Dhabi Grand Prix,ALB,1,10,SOFT,HARD,13.0,103.274,102.735,-0.5390000000000015,3,3
2020,Abu Dhabi Grand Prix,BOT,1,10,MEDIUM,HARD,13.0,102.752,101.542,-1.2099999999999937,3,3
2020,Abu Dhabi Grand Prix,FIT,1,10,MEDIUM,HARD,10.0,106.51,106.398,-0.11200000000000898,3,3
2020,Abu Dhabi Grand Prix,FIT,2,34,HARD,MEDIUM,24.0,105.304,103.243,-2.061000000000007,3,3
2020,Abu Dhabi Grand Prix,FIT,3,48,MEDIUM,SOFT,14.0,105.819,102.828,-2.9909999999999997,3,3
2020,Abu Dhabi Grand Prix,GAS,1,10,SOFT,HARD,13.0,104.982,104.955,-0.027000000000001023,3,3
2020,Abu Dhabi Grand Prix,GIO,1,27,MEDIUM,HARD,27.0,105.004,102.055,-2.948999999999998,3,3
2020,Abu Dhabi Grand Prix,HAM,1,10,MEDIUM,HARD,13.0,103.069,102.109,-0.960000000000008,3,3
2020,Abu Dhabi Grand Prix,KVY,1,10,SOFT,HARD,13.0,106.648,106.524,-0.12399999999999523,3,3
2020,Abu Dhabi Grand Prix,LAT,1,11,MEDIUM,HARD,11.0,106.6,106.373,-0.22699999999998965,3,3
2020,Abu Dhabi Grand Prix,LAT,2,35,HARD,MEDIUM,24.0,104.194,102.937,-1.257000000000005,3,3
2020,Abu Dhabi Grand Prix,LEC,1,22,MEDIUM,HARD,25.0,105.712,102.762,-2.950000000000003,3,3
2020,Abu Dhabi Grand Prix,MAG,1,31,HARD,MEDIUM,31.0,107.228,102.372,-4.8559999999999945,3,3
2020,Abu Dhabi Grand Prix,MAG,2,47,MEDIUM,MEDIUM,16.0,106.904,102.005,-4.899000000000001,3,3
2020,Abu Dhabi Grand Prix,NOR,1,10,SOFT,HARD,13.0,104.286,103.704,-0.5820000000000078,3,3
2020,Abu Dhabi Grand Prix,OCO,1,10,MEDIUM,HARD,10.0,105.195,105.056,-0.1389999999999958,3,3
2020,Abu Dhabi Grand Prix,RAI,1,10,MEDIUM,HARD,10.0,106.348,106.572,0.22400000000000375,3,3
2020,Abu Dhabi Grand Prix,RIC,1,39,HARD,MEDIUM,39.0,102.974,103.286,0.3119999999999976,3,3
2020,Abu Dhabi Grand Prix,RUS,1,10,MEDIUM,HARD,10.0,105.834,106.2,0.36599999999999966,3,3
2020,Abu Dhabi Grand Prix,SAI,1,10,MEDIUM,HARD,13.0,104.685,104.328,-0.3569999999999993,3,3
2020,Abu Dhabi Grand Prix,STR,1,10,SOFT,HARD,13.0,104.565,104.742,0.1770000000000067,3,3
2020,Abu Dhabi Grand Prix,VER,1,10,MEDIUM,HARD,13.0,102.506,101.153,-1.3529999999999944,3,3
2020,Abu Dhabi Grand Prix,VET,1,35,HARD,MEDIUM,35.0,104.567,101.886,-2.6809999999999974,3,3
2020,Austrian Grand Prix,ALB,1,21,SOFT,SOFT,24.0,69.935,68.703,-1.2319999999999993,3,3
2020,Austrian Grand Prix,ALB,2,46,HARD,HARD,22.0,68.584,70.859,2.2749999999999915,3,3
2020,Austrian Grand Prix,ALB,3,51,SOFT,SOFT,5.0,68.584,70.5205,1.9364999999999952,3,2
2020,Austrian Grand Prix,BOT,1,22,SOFT,SOFT,25.0,70.149,68.433,-1.715999999999994,3,3
2020,Austrian Grand Prix,BOT,2,52,HARD,HARD,28.0,115.395,68.199,-47.196,3,3
2020,Austrian Grand Prix,GAS,1,21,MEDIUM,MEDIUM,21.0,70.61,69.969,-0.6410000000000053,3,3
2020,Austrian Grand Prix,GAS,2,51,HARD,HARD,27.0,94.649,69.521,-25.128,3,3
2020,Austrian Grand Prix,GIO,1,20,MEDIUM,MEDIUM,20.0,70.902,73.014,2.1119999999999948,3,3
2020,Austrian Grand Prix,GIO,2,50,HARD,SOFT,27.0,95.51,69.141,-26.369,3,3
2020,Austrian Grand Prix,GIO,3,51,HARD,SOFT,28.0,95.51,69.141,-26.369,3,3
2020,Austrian Grand Prix,GRO,1,15,MEDIUM,MEDIUM,15.0,71.526,72.924,1.3980000000000103,3,3
2020,Austrian Grand Prix,HAM,1,21,SOFT,SOFT,24.0,69.356,68.243,-1.1129999999999995,3,3
2020,Austrian Grand Prix,HAM,2,51,HARD,HARD,27.0,111.08,67.916,-43.164,3,3
2020,Austrian Grand Prix,KVY,1,21,MEDIUM,MEDIUM,21.0,70.59,70.657,0.06699999999999307,3,3
2020,Austrian Grand Prix,KVY,2,46,HARD,HARD,22.0,69.663,71.475,1.8119999999999976,3,3
2020,Austrian Grand Prix,KVY,3,51,SOFT,SOFT,2.0,69.663,71.049,1.38600000000001,3,2
2020,Austrian Grand Prix,LAT,1,21,MEDIUM,HARD,21.0,73.943,70.334,-3.6089999999999947,3,3
2020,Austrian Grand Prix,LAT,2,46,HARD,HARD,21.0,70.76,73.419,2.658999999999992,3,3
2020,Austrian Grand Prix,LAT,3,51,SOFT,SOFT,1.0,76.161,70.709,-5.451999999999998,3,3
2020,Austrian Grand Prix,LEC,1,21,SOFT,SOFT,24.0,70.199,69.479,-0.7199999999999989,3,3
